index,userid,negation,participial_form,verb_stem,variant,latitude,longitude
38591,6499354,affirmative,sat,sit,past participle,50.40221466757534,-4.142929569798644
38592,820264,affirmative,standing,stand,present participle,53.193297274641026,-2.83915306127695
38593,5083112,affirmative,sitting,sit,present participle,56.0196754,-3.8360606
38594,5083112,affirmative,sitting,sit,present participle,56.0270704,-3.8142224
38595,2561296,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
38596,5512924,affirmative,sat,sit,past participle,51.4817279,-0.613576
38597,2941700,affirmative,sat,sit,past participle,52.22045018239496,0.5115784057048179
38598,4786291,affirmative,stood,stand,past participle,53.81750529999999,-3.0356748
38599,1526603,affirmative,sat,sit,past participle,53.00266800000001,-2.179404
38600,2518061,affirmative,sat,sit,past participle,53.8416168,-0.4344106
38601,4835177,affirmative,standing,stand,present participle,52.2729944,-0.8755514999999999
38602,2018834,affirmative,sitting,sit,present participle,52.79679067070354,-0.83805508079878
38603,3900072,negative,sitting,sit,present participle,51.3147593,-0.5599501
38604,1608454,affirmative,standing,stand,present participle,56.2082078,-3.1495175
38605,4574035,affirmative,sat,sit,past participle,53.901695155368564,-2.147214064997403
38606,4916221,affirmative,sitting,sit,present participle,55.834730627956155,-4.4247845387970335
38607,5227126,affirmative,sitting,sit,present participle,51.49700116578065,-3.179799570901813
38608,2568169,affirmative,sat,sit,past participle,53.013208,-2.2273002
38609,2568169,affirmative,sat,sit,past participle,53.013208,-2.2273002
38610,281243,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
38611,281243,affirmative,stood,stand,past participle,51.5073509,-0.12775830000000002
38612,5586208,affirmative,sitting,sit,present participle,51.480818,0.174675
38613,3955443,affirmative,sitting,sit,present participle,51.546926183442935,-0.109181093471064
38614,1059123,affirmative,standing,stand,present participle,54.476777626576975,-6.1141825350441525
38615,6386211,affirmative,standing,stand,present participle,51.2787075,0.5217254
38616,6386211,affirmative,standing,stand,present participle,51.270363,0.522699
38617,5070498,affirmative,sitting,sit,present participle,51.580559,-0.341995
38618,634392,affirmative,standing,stand,present participle,55.614719,-4.498792
38619,634392,affirmative,standing,stand,present participle,55.614719,-4.498792
38620,634392,affirmative,sitting,sit,present participle,55.614719,-4.498792
38621,634392,affirmative,sitting,sit,present participle,55.614719,-4.498792
38622,499285,affirmative,stood,stand,past participle,53.95996510000001,-1.0872979
38623,942787,affirmative,standing,stand,present participle,55.953252,-3.188267
38624,942787,affirmative,standing,stand,present participle,55.953252,-3.188267
38625,1975269,affirmative,sat,sit,past participle,53.4807593,-2.2426305
38626,179371,affirmative,sitting,sit,present participle,51.128742,-0.014468
38627,5439236,affirmative,sitting,sit,present participle,53.1530996,-0.409971
38628,3948572,affirmative,sat,sit,past participle,53.871098,-2.3930830000000003
38629,2933311,affirmative,sitting,sit,present participle,55.953252,-3.188267
38630,6089217,affirmative,sat,sit,past participle,53.4807593,-2.2426305
38631,4706055,affirmative,sat,sit,past participle,52.9225301,-1.4746186
38632,4706055,affirmative,sat,sit,past participle,52.9225301,-1.4746186
38633,2622586,affirmative,stood,stand,past participle,50.99750666473128,-3.927118568193401
38634,6571334,affirmative,standing,stand,present participle,55.4660676292408,-4.62491603947691
38635,2352938,affirmative,standing,stand,present participle,56.47425250000001,-2.8665281000000005
38636,1871646,affirmative,stood,stand,past participle,52.92392,-1.212394
38637,1340189,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
38638,3985242,affirmative,standing,stand,present participle,54.597285,-5.93012
38639,3985242,affirmative,standing,stand,present participle,51.9029274,-2.0793448
38640,3283150,affirmative,sitting,sit,present participle,52.68611281956597,-2.237983110626359
38641,1228560,affirmative,sitting,sit,present participle,51.481581,-3.17909
38642,4265889,affirmative,sat,sit,past participle,54.664097,-2.752708
38643,929933,affirmative,sat,sit,past participle,53.04304000000001,-2.992494
38644,4580947,affirmative,standing,stand,present participle,55.864237,-4.251806
38645,2414441,affirmative,stood,stand,past participle,51.6442886601041,-3.945734564602179
38646,3323224,affirmative,sat,sit,past participle,52.570385,-1.824042
38647,3323224,affirmative,sat,sit,past participle,52.570385,-1.824042
38648,1835077,affirmative,sat,sit,past participle,53.64739215912669,-1.811757568834056
38649,1835077,affirmative,sat,sit,past participle,53.64739215912669,-1.811757568834056
38650,6486324,affirmative,sat,sit,past participle,51.481581,-3.17909
38651,1380069,affirmative,sat,sit,past participle,50.92132718030879,-1.3964665872724658
38652,3819772,affirmative,stood,stand,past participle,53.77409065289959,-2.701637061786489
38653,165855,affirmative,sitting,sit,present participle,52.23885367426037,-0.88295058366099
38654,3685535,affirmative,sitting,sit,present participle,51.5742447,0.4856781
38655,1123721,affirmative,sitting,sit,present participle,51.454513,-2.58791
38656,4139201,affirmative,sat,sit,past participle,53.64579200000001,-1.7850351000000002
38657,154460,affirmative,stood,stand,past participle,53.81750529999999,-3.0356748
38658,5454929,affirmative,sat,sit,past participle,51.5742447,0.4856781
38659,2169885,affirmative,stood,stand,past participle,54.046575,-2.8007399
38660,6540377,affirmative,sat,sit,past participle,51.58790118320384,-0.102161593288369
38661,4220501,affirmative,sitting,sit,present participle,55.78320920000001,-3.9810968
38662,3649403,affirmative,sat,sit,past participle,53.707913156993854,-2.098666566435694
38663,489435,affirmative,sat,sit,past participle,55.953252,-3.188267
38664,489435,affirmative,standing,stand,present participle,55.953252,-3.188267
38665,489435,affirmative,standing,stand,present participle,55.953252,-3.188267
38666,5376424,affirmative,sat,sit,past participle,52.486243,-1.890401
38667,55941,affirmative,sitting,sit,present participle,52.4750743,-1.8298330000000005
38668,6019393,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
38669,6019393,affirmative,sitting,sit,present participle,51.5556461,-0.1761749
38670,6105676,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
38671,2811279,affirmative,standing,stand,present participle,57.149717,-2.094278
38672,5750685,affirmative,sat,sit,past participle,50.9097004,-1.4043508999999998
38673,5750685,affirmative,sat,sit,past participle,50.9097004,-1.4043508999999998
38674,5750685,affirmative,sat,sit,past participle,50.9097004,-1.4043508999999998
38675,5750685,affirmative,sat,sit,past participle,50.9097004,-1.4043508999999998
38676,3552442,affirmative,sat,sit,past participle,53.4807593,-2.2426305
38677,3552442,affirmative,sat,sit,past participle,53.4807593,-2.2426305
38678,6336409,affirmative,stood,stand,past participle,55.00115815157688,-1.521581063180657
38679,3940898,affirmative,stood,stand,past participle,53.2326344,-2.6103158
38680,3578993,affirmative,sitting,sit,present participle,57.477773,-4.224721
38681,3578993,affirmative,sitting,sit,present participle,57.477773,-4.224721
38682,2008150,affirmative,sat,sit,past participle,52.96971866756354,-1.172265577340935
38683,1574065,affirmative,sat,sit,past participle,51.481581,-3.17909
38684,2334497,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
38685,2705778,affirmative,sat,sit,past participle,52.6775873,-2.4672611
38686,2705778,affirmative,sat,sit,past participle,52.636284,-2.4536222000000003
38687,2705778,affirmative,sat,sit,past participle,52.6775873,-2.4672611
38688,2705778,affirmative,sat,sit,past participle,52.636284,-2.4536222000000003
38689,2705778,affirmative,stood,stand,past participle,52.6775873,-2.4672611
38690,2705778,affirmative,stood,stand,past participle,52.636284,-2.4536222000000003
38691,4315347,affirmative,stood,stand,past participle,53.193392,-2.893075
38692,3448100,affirmative,sitting,sit,present participle,52.95478320000001,-1.1581086
38693,4021150,affirmative,sat,sit,past participle,53.381129,-1.470085
38694,2537529,affirmative,sitting,sit,present participle,55.953252,-3.188267
38695,5053210,affirmative,sitting,sit,present participle,52.1872472,0.9707801
38696,5053210,affirmative,sitting,sit,present participle,52.082766,0.440945
38697,5449868,affirmative,sitting,sit,present participle,54.046575,-2.8007399
38698,6469778,affirmative,standing,stand,present participle,53.8007554,-1.5490774
38699,4518311,affirmative,sat,sit,past participle,52.056398,-2.715974
38700,2124789,affirmative,standing,stand,present participle,50.81846710000001,-0.1203367
38701,3672066,affirmative,sitting,sit,present participle,51.656489,-0.39032
38702,6583130,affirmative,standing,stand,present participle,51.3147593,-0.5599501
38703,704685,affirmative,sat,sit,past participle,53.4807593,-2.2426305
38704,4406869,affirmative,sat,sit,past participle,50.92132718030879,-1.3964665872724658
38705,4406869,affirmative,sat,sit,past participle,50.92132718030879,-1.3964665872724658
38706,6180469,affirmative,standing,stand,present participle,51.961726,1.351255
38707,6201054,negative,sitting,sit,present participle,53.52282,-1.128462
38708,1499936,affirmative,standing,stand,present participle,51.6118841824191,-0.21089409232239895
38709,3883384,negative,standing,stand,present participle,55.862241,-4.019337
38710,2442938,affirmative,standing,stand,present participle,51.5073509,-0.12775830000000002
38711,2438953,affirmative,sitting,sit,present participle,53.34980529999999,-6.260309700000001
38712,2438953,affirmative,sitting,sit,present participle,53.34980529999999,-6.260309700000001
38713,2438953,affirmative,sitting,sit,present participle,51.8985143,-8.4756035
38714,1123383,affirmative,sat,sit,past participle,51.54085668028987,-0.6662225892767829
38715,2164002,affirmative,sat,sit,past participle,51.4607341,-0.1183845
38716,5822847,affirmative,standing,stand,present participle,53.193392,-2.893075
38717,2183760,affirmative,sitting,sit,present participle,57.64945400000001,-3.318485
38718,810741,affirmative,sat,sit,past participle,53.8007554,-1.5490774
38719,5963816,affirmative,sitting,sit,present participle,51.60619176763157,0.287728422373216
38720,2849594,affirmative,sat,sit,past participle,53.8007554,-1.5490774
38721,2443318,affirmative,sitting,sit,present participle,55.864237,-4.251806
38722,2443318,affirmative,sitting,sit,present participle,55.864237,-4.251806
38723,2052888,affirmative,standing,stand,present participle,51.8985143,-8.4756035
38724,2052888,affirmative,standing,stand,present participle,51.8985143,-8.4756035
38725,2052888,affirmative,sitting,sit,present participle,51.8985143,-8.4756035
38726,2052888,affirmative,sitting,sit,present participle,51.8985143,-8.4756035
38727,3032726,affirmative,standing,stand,present participle,54.90686899999999,-1.383801
38728,6250724,affirmative,standing,stand,present participle,53.801955659532176,-1.565489569728704
38729,3885122,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
38730,2339762,affirmative,sitting,sit,present participle,56.47695163274154,-2.955044544937377
38731,3742329,affirmative,sitting,sit,present participle,52.0765164,-2.6544182000000003
38732,4170438,affirmative,sitting,sit,present participle,51.5424361831868,-0.15940259311419194
38733,2217778,affirmative,standing,stand,present participle,53.015042108513114,-6.293210891490222
38734,6076754,affirmative,sat,sit,past participle,51.33023368103481,-0.786867589564769
38735,3559465,affirmative,sat,sit,past participle,51.4097742,-0.2108084
38736,5422632,affirmative,standing,stand,present participle,55.55054362857996,-4.6366725389476535
38737,3156547,affirmative,stood,stand,past participle,53.4807593,-2.2426305
38738,6184417,affirmative,sat,sit,past participle,52.53920916931872,-1.37613707829162
38739,568376,affirmative,sat,sit,past participle,53.556466669931105,-0.07847608203519099
38740,6286389,affirmative,sat,sit,past participle,53.801955659532176,-1.565489569728704
38741,6286389,affirmative,sat,sit,past participle,53.801955659532176,-1.565489569728704
38742,1103661,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
38743,1103661,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
38744,6005573,affirmative,sitting,sit,present participle,51.6622909,-0.1180651
38745,2432019,affirmative,sat,sit,past participle,53.456952157913115,-2.233479566883483
38746,2432019,affirmative,sat,sit,past participle,53.456952157913115,-2.233479566883483
38747,3037671,affirmative,sat,sit,past participle,56.47214762996146,-3.407607041964457
38748,3955791,affirmative,sat,sit,past participle,53.709984,-1.697018
38749,3955791,affirmative,sat,sit,past participle,53.709984,-1.697018
38750,3955791,affirmative,stood,stand,past participle,53.709984,-1.697018
38751,1037371,affirmative,sitting,sit,present participle,55.953252,-3.188267
38752,336426,affirmative,standing,stand,present participle,52.28519050000001,-1.5200789
38753,5529094,affirmative,standing,stand,present participle,51.5073509,-0.12775830000000002
38754,6312376,affirmative,standing,stand,present participle,51.655942,0.068161
38755,6312376,affirmative,standing,stand,present participle,51.6465,0.614665
38756,4085931,affirmative,sitting,sit,present participle,53.34980529999999,-6.260309700000001
38757,3978615,affirmative,standing,stand,present participle,51.5073509,-0.12775830000000002
38758,626176,affirmative,stood,stand,past participle,51.680886,-4.160248
38759,5649056,affirmative,sitting,sit,present participle,55.864237,-4.251806
38760,1019499,affirmative,sat,sit,past participle,54.97825200000001,-1.61778
38761,1019499,affirmative,sat,sit,past participle,51.5463526,-0.1087543
38762,1019499,affirmative,sat,sit,past participle,54.97825200000001,-1.61778
38763,1019499,affirmative,sat,sit,past participle,51.5463526,-0.1087543
38764,5012458,affirmative,sat,sit,past participle,53.383164163093134,-1.449611572954178
38765,5012458,affirmative,sat,sit,past participle,53.383164163093134,-1.449611572954178
38766,1495233,affirmative,sitting,sit,present participle,51.899603000000006,-1.1535898999999998
38767,1127285,affirmative,sitting,sit,present participle,53.34980529999999,-6.260309700000001
38768,3877011,affirmative,sat,sit,past participle,56.46201800000001,-2.970721
38769,3877011,affirmative,sat,sit,past participle,56.502565,-2.70325
38770,3877011,affirmative,stood,stand,past participle,56.46201800000001,-2.970721
38771,3877011,affirmative,stood,stand,past participle,56.502565,-2.70325
38772,4303486,affirmative,sitting,sit,present participle,55.94319513486961,-3.203008046263737
38773,5393910,affirmative,sat,sit,past participle,53.59344215513749,-2.538006563950392
38774,1258215,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
38775,3589340,affirmative,standing,stand,present participle,53.34980529999999,-6.260309700000001
38776,3589340,affirmative,standing,stand,present participle,53.34980529999999,-6.260309700000001
38777,1694839,affirmative,sitting,sit,present participle,55.2082542,-2.0784138
38778,1434573,affirmative,sitting,sit,present participle,51.457876669614194,-2.585389575449031
38779,1833925,affirmative,sat,sit,past participle,52.41191266935471,-1.5186510779627418
38780,1629451,affirmative,sitting,sit,present participle,52.9225301,-1.4746186
38781,2043506,affirmative,standing,stand,present participle,52.092885169062434,-1.94006457665831
38782,5387749,affirmative,sat,sit,past participle,52.23885367426037,-0.88295058366099
38783,5712670,affirmative,sitting,sit,present participle,50.82253,-0.137163
38784,538594,affirmative,sitting,sit,present participle,55.864237,-4.251806
38785,538594,affirmative,sitting,sit,present participle,55.864237,-4.251806
38786,3448789,affirmative,sitting,sit,present participle,50.82253,-0.137163
38787,6246420,affirmative,sitting,sit,present participle,52.487476,1.237279
38788,2707017,affirmative,stood,stand,past participle,51.2916746837991,-0.351408593091622
38789,852212,affirmative,standing,stand,present participle,56.071741,-3.452151
38790,5889108,affirmative,sat,sit,past participle,55.614719,-4.498792
38791,1812844,affirmative,sitting,sit,present participle,53.8007554,-1.5490774
38792,233155,affirmative,stood,stand,past participle,53.4433284,-1.948907
38793,2875021,affirmative,sat,sit,past participle,52.3959171741577,-0.7156240840109008
38794,3028079,affirmative,sat,sit,past participle,54.536241,-1.049544
38795,1989958,affirmative,sitting,sit,present participle,53.34980529999999,-6.260309700000001
38796,823133,affirmative,sat,sit,past participle,53.456952157913115,-2.233479566883483
38797,3891507,affirmative,sat,sit,past participle,51.395762187785046,0.474782401179255
38798,1951879,affirmative,sitting,sit,present participle,57.477773,-4.224721
38799,1951879,affirmative,sitting,sit,present participle,57.477773,-4.224721
38800,4966040,affirmative,sat,sit,past participle,53.03172616970909,-0.7330660802253531
38801,6122897,affirmative,sitting,sit,present participle,51.8072204,-0.8127664000000001
38802,1796765,affirmative,sat,sit,past participle,55.953252,-3.188267
38803,3461723,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
38804,5223456,affirmative,standing,stand,present participle,51.903761,-0.196612
38805,5223456,affirmative,sitting,sit,present participle,51.903761,-0.196612
38806,4352482,affirmative,stood,stand,past participle,53.4807593,-2.2426305
38807,3403493,affirmative,sat,sit,past participle,51.38544518372361,-0.252753593305613
38808,4664835,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
38809,195431,affirmative,sitting,sit,present participle,56.200842,-3.15986
38810,4582131,affirmative,sat,sit,past participle,52.95478320000001,-1.1581086
38811,6390050,affirmative,sat,sit,past participle,53.755840658684356,-1.761001068583866
38812,6390050,affirmative,sat,sit,past participle,53.755840658684356,-1.761001068583866
38813,6390050,affirmative,sat,sit,past participle,53.755840658684356,-1.761001068583866
38814,1905280,affirmative,sitting,sit,present participle,57.160555633167256,-2.1270400466003827
38815,1905280,affirmative,sitting,sit,present participle,57.160555633167256,-2.1270400466003827
38816,5766123,affirmative,standing,stand,present participle,51.410457,-0.8338610000000001
38817,5518834,affirmative,sat,sit,past participle,50.23119916203412,-5.239999562812987
38818,5518834,affirmative,stood,stand,past participle,50.23119916203412,-5.239999562812987
38819,3683693,affirmative,sitting,sit,present participle,53.84118865042428,-3.032088559094829
38820,3913525,affirmative,stood,stand,past participle,53.801955659532176,-1.565489569728704
38821,6391091,affirmative,sitting,sit,present participle,55.89529912743766,-4.440444038368576
38822,2773291,affirmative,stood,stand,past participle,51.127889,-3.003632
38823,3024388,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
38824,4618881,affirmative,sat,sit,past participle,51.5557739,-1.7797176
38825,4618881,affirmative,sat,sit,past participle,51.5557739,-1.7797176
38826,466888,affirmative,sat,sit,past participle,51.49700116578065,-3.179799570901813
38827,5868624,affirmative,sat,sit,past participle,53.30227900000001,-1.467959
38828,2776645,affirmative,sitting,sit,present participle,53.3992716,-6.3745653
38829,2776645,affirmative,sitting,sit,present participle,51.493015,-0.167214
38830,2776645,affirmative,sitting,sit,present participle,52.50911170000001,-1.8847828
38831,2776645,affirmative,sitting,sit,present participle,53.3992716,-6.3745653
38832,2776645,affirmative,sitting,sit,present participle,51.493015,-0.167214
38833,2776645,affirmative,sitting,sit,present participle,52.50911170000001,-1.8847828
38834,5832646,affirmative,sat,sit,past participle,52.84708966173086,-2.2981335698335514
38835,2970299,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
38836,2394475,affirmative,sitting,sit,present participle,52.41191266935471,-1.5186510779627418
38837,2963802,affirmative,sitting,sit,present participle,53.27066800000001,-9.0567905
38838,1362096,affirmative,sat,sit,past participle,51.74172275579504,-0.033164289365311
38839,4620771,affirmative,standing,stand,present participle,51.5073509,-0.12775830000000002
38840,1237547,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
38841,3917211,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
38842,273348,affirmative,sat,sit,past participle,50.81846710000001,-0.1203367
38843,3274485,affirmative,sat,sit,past participle,53.4807593,-2.2426305
38844,4586877,negative,standing,stand,present participle,51.8993855,-2.0782533
38845,1161952,affirmative,sitting,sit,present participle,51.015344,-3.106849
38846,4519512,affirmative,standing,stand,present participle,51.352073193350364,1.416219393624762
38847,4519512,affirmative,standing,stand,present participle,51.352073193350364,1.416219393624762
38848,3810262,affirmative,sat,sit,past participle,53.95996510000001,-1.0872979
38849,3810262,affirmative,sat,sit,past participle,53.95996510000001,-1.0872979
38850,3810262,affirmative,stood,stand,past participle,53.95996510000001,-1.0872979
38851,1687452,affirmative,sat,sit,past participle,53.95996510000001,-1.0872979
38852,1687452,affirmative,sat,sit,past participle,53.95996510000001,-1.0872979
38853,2469512,affirmative,sat,sit,past participle,51.8097823,-0.2376744
38854,2929567,affirmative,sitting,sit,present participle,56.0018775,-3.7839131
38855,4821464,affirmative,sitting,sit,present participle,52.95478320000001,-1.1581086
38856,2778222,affirmative,sat,sit,past participle,51.127889,-3.003632
38857,4110849,affirmative,sat,sit,past participle,51.762742010621736,-1.4915272065002558
38858,4563915,affirmative,sitting,sit,present participle,51.762856848828314,-1.4947258810003816
38859,4975428,negative,sitting,sit,present participle,52.47664548314068,-2.119677548912433
38860,468528,affirmative,sat,sit,past participle,53.7632254,-2.7044052000000014
38861,468528,affirmative,sat,sit,past participle,53.748575,-2.487529
38862,4884149,affirmative,standing,stand,present participle,51.5073509,-0.12775830000000002
38863,4884149,affirmative,standing,stand,present participle,51.376165,-0.098234
38864,4884149,affirmative,standing,stand,present participle,51.5073509,-0.12775830000000002
38865,4884149,affirmative,standing,stand,present participle,51.376165,-0.098234
38866,6476030,affirmative,sat,sit,past participle,53.293182,-3.72764
38867,3476721,affirmative,sat,sit,past participle,50.8197675,-1.0879769
38868,4916730,affirmative,sat,sit,past participle,51.8097823,-0.2376744
38869,3099758,affirmative,sat,sit,past participle,51.695158171083534,-2.061821577983886
38870,2981778,affirmative,sat,sit,past participle,51.584151,-2.997664
38871,3178189,affirmative,sat,sit,past participle,50.720939669156465,-3.514876072663513
38872,5947387,affirmative,sitting,sit,present participle,56.7869970571327,-4.976083005757187
38873,4805303,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
38874,4805303,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
38875,4805303,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
38876,4805303,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
38877,255075,affirmative,sat,sit,past participle,52.411811,-1.77761
38878,2073299,affirmative,sat,sit,past participle,53.381129,-1.470085
38879,96466,affirmative,sat,sit,past participle,53.8007554,-1.5490774
38880,96466,affirmative,sat,sit,past participle,53.8007554,-1.5490774
38881,3453605,affirmative,sitting,sit,present participle,51.5424361831868,-0.15940259311419194
38882,3453605,affirmative,sitting,sit,present participle,51.5424361831868,-0.15940259311419194
38883,4737794,affirmative,standing,stand,present participle,53.64991762809028,-6.775433035000751
38884,5196976,affirmative,standing,stand,present participle,51.5073509,-0.12775830000000002
38885,2445308,affirmative,sat,sit,past participle,51.617843179350785,-0.737763588297068
38886,2445308,affirmative,sat,sit,past participle,51.617843179350785,-0.737763588297068
38887,2445308,affirmative,sat,sit,past participle,51.617843179350785,-0.737763588297068
38888,2445308,affirmative,sat,sit,past participle,51.617843179350785,-0.737763588297068
38889,2445308,affirmative,stood,stand,past participle,51.617843179350785,-0.737763588297068
38890,2445308,affirmative,stood,stand,past participle,51.617843179350785,-0.737763588297068
38891,3383687,affirmative,sat,sit,past participle,53.04304000000001,-2.992494
38892,2356016,affirmative,sitting,sit,present participle,51.38544518372361,-0.252753593305613
38893,4137284,affirmative,stood,stand,past participle,53.5517155,-1.4824491000000002
38894,3599935,affirmative,stood,stand,past participle,54.9779201522196,-1.4407020638873893
38895,3599935,affirmative,stood,stand,past participle,54.9779201522196,-1.4407020638873893
38896,823896,affirmative,sat,sit,past participle,52.022593,0.239215
38897,2678617,affirmative,sat,sit,past participle,53.77409065289959,-2.701637061786489
38898,2678617,affirmative,stood,stand,past participle,53.77409065289959,-2.701637061786489
38899,1276235,affirmative,stood,stand,past participle,53.4875235,-2.2901264
38900,948531,affirmative,sat,sit,past participle,50.9097004,-1.4043508999999998
38901,2237615,affirmative,sat,sit,past participle,52.486243,-1.890401
38902,2099338,affirmative,sat,sit,past participle,51.37964917145402,-2.366932577486203
38903,2931914,affirmative,sat,sit,past participle,53.4807593,-2.2426305
38904,3792911,affirmative,sitting,sit,present participle,55.864237,-4.251806
38905,5226798,affirmative,stood,stand,past participle,51.26654,-1.0923964
38906,6384570,affirmative,stood,stand,past participle,53.220720669499435,-0.547389580508967
38907,4947872,affirmative,sitting,sit,present participle,51.7520209,-1.2577263
38908,3365317,affirmative,sitting,sit,present participle,53.34980529999999,-6.260309700000001
38909,5480787,affirmative,sat,sit,past participle,51.684912,-3.229699
38910,1692305,affirmative,sat,sit,past participle,51.33023368103481,-0.786867589564769
38911,1692305,affirmative,standing,stand,present participle,51.33023368103481,-0.786867589564769
38912,3256635,affirmative,sat,sit,past participle,53.61621015459223,-2.6021920633685096
38913,269897,affirmative,sat,sit,past participle,52.95478320000001,-1.1581086
38914,607287,affirmative,sitting,sit,present participle,51.752725,-0.339436
38915,6485194,affirmative,sat,sit,past participle,52.9225301,-1.4746186
38916,4472287,affirmative,sitting,sit,present participle,53.34980529999999,-6.260309700000001
38917,3650451,affirmative,sat,sit,past participle,53.2326344,-2.6103158
38918,1448226,affirmative,sat,sit,past participle,53.58069765663185,-2.304757565680267
38919,2199470,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
38920,4021407,affirmative,stood,stand,past participle,55.864237,-4.251806
38921,4021407,affirmative,stood,stand,past participle,52.9451889,-0.1601246
38922,5652995,affirmative,standing,stand,present participle,56.46201800000001,-2.970721
38923,5647859,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
38924,5274969,affirmative,sat,sit,past participle,52.9808207,-6.044589
38925,1700739,affirmative,sitting,sit,present participle,55.862241,-4.019337
38926,3822474,affirmative,standing,stand,present participle,51.64965460000001,-3.0317889
38927,3822474,affirmative,standing,stand,present participle,51.64965460000001,-3.0317889
38928,5233918,affirmative,sitting,sit,present participle,51.5073509,-0.12775830000000002
38929,4060615,affirmative,standing,stand,present participle,52.6308859,1.297355
38930,3162735,affirmative,sat,sit,past participle,51.481581,-3.17909
38931,1079507,affirmative,stood,stand,past participle,51.502128517004884,-0.142106147145678
38932,1019381,affirmative,standing,stand,present participle,53.34980529999999,-6.260309700000001
38933,1055626,affirmative,standing,stand,present participle,55.99986063020285,-3.888117041406634
38934,5011535,affirmative,sitting,sit,present participle,55.864237,-4.251806
38935,873364,affirmative,standing,stand,present participle,55.953252,-3.188267
38936,4042782,affirmative,sat,sit,past participle,51.49670952059702,-0.12057420585494802
38937,5533522,affirmative,stood,stand,past participle,52.61508015835738,-3.124097565195876
38938,5533522,affirmative,stood,stand,past participle,52.61508015835738,-3.124097565195876
38939,4005983,affirmative,sat,sit,past participle,51.5160471890891,-0.035017923849105
38940,3570563,affirmative,standing,stand,present participle,55.953252,-3.188267
38941,1572767,affirmative,sat,sit,past participle,54.98487465139196,-1.571073062923918
38942,6234539,affirmative,sat,sit,past participle,53.2586803,-2.5181321
38943,5898342,affirmative,sat,sit,past participle,53.147195,-1.198674
38944,1516015,affirmative,sat,sit,past participle,51.35893068481797,-0.092632594680242
38945,5855979,affirmative,sitting,sit,present participle,57.477773,-4.224721
38946,4764049,affirmative,sitting,sit,present participle,51.5742447,0.4856781
38947,5652062,affirmative,standing,stand,present participle,50.840331688135606,-0.130355597369922
38948,717361,affirmative,stood,stand,past participle,53.45841045600604,-2.258819168403832
38949,3546377,affirmative,sat,sit,past participle,52.52605616450897,-2.203868072308913
38950,2408239,affirmative,sat,sit,past participle,50.54719116654978,-4.144949569016172
38951,2408239,affirmative,stood,stand,past participle,50.54719116654978,-4.144949569016172
38952,5460341,affirmative,stood,stand,past participle,53.92705265715718,-1.81978456719055
38953,4198285,affirmative,sitting,sit,present participle,53.2735021332017,-6.39952053933045
38954,3820838,affirmative,sitting,sit,present participle,55.864237,-4.251806
38955,5426775,affirmative,sitting,sit,present participle,53.64995228345394,-1.98306815311784
38956,3777895,affirmative,sitting,sit,present participle,52.40550968129282,0.538715406581327
38957,5601365,affirmative,sat,sit,past participle,51.105097,-2.9262307
38958,1077514,affirmative,sat,sit,past participle,53.8007554,-1.5490774
38959,1599424,affirmative,stood,stand,past participle,50.81886418291968,-1.066985090339948
38960,1599424,affirmative,stood,stand,past participle,50.81886418291968,-1.066985090339948
38961,5956619,affirmative,sat,sit,past participle,51.5073509,-0.12775830000000002
38962,1366932,affirmative,sat,sit,past participle,54.574227,-1.234956
38963,1366932,affirmative,sat,sit,past participle,51.253113,-0.31195
38964,5739579,affirmative,sitting,sit,present participle,55.864237,-4.251806
38965,4688879,affirmative,sitting,sit,present participle,51.8985143,-8.4756035
38966,5148161,affirmative,sat,sit,past participle,52.633584,-1.691032
38967,2435469,affirmative,sittin,sit,present participle,55.93152312905667,-4.14504154009595
38968,1676073,affirmative,sat,sit,past participle,51.068785,-1.794472
38969,342833,affirmative,sitting,sit,present participle,56.17425513305761,-3.23903254473714
38970,3017837,affirmative,stood,stand,past participle,51.5557739,-1.7797176
38971,6441678,affirmative,sitting,sit,present participle,51.507114543610676,-0.127317643562162
38972,370043,affirmative,sat,sit,past participle,53.383164163093134,-1.449611572954178
