,userid,construction_type,verb,theme,preposition,goal,theme_type,goal_type,tag,latitude,longitude
2954,4631883,it+pronominal_object,leave,it,to,you,pronominal,pronominal,prepositional_dative,53.34980529999999,-6.260309700000001
2669,1858148,it+pronominal_object,send,it,to,him,pronominal,pronominal,prepositional_dative,53.4807593,-2.2426305
2953,1324206,it+pronominal_object,sock,it,to,them,pronominal,pronominal,prepositional_dative,51.02771866989186,-3.0377445744900298
2671,5033289,it+pronominal_object,given,it,to,me,pronominal,pronominal,prepositional_dative,52.335589,-2.061906
2672,5041465,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,51.3810641,-2.3590167
149,1044297,it+pronominal_object,emailed,it,to,you,pronominal,pronominal,prepositional_dative,52.486243,-1.890401
2674,5832079,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,51.50378618328007,-0.189189593109732
2675,1369190,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,53.755840658684356,-1.761001068583866
2676,1700812,it+pronominal_object,leave,it,to,you,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
2677,1700812,it+pronominal_object,leave,it,to,you,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
2678,4180780,it+pronominal_object,sent,it,to,you,pronominal,pronominal,prepositional_dative,53.425561,-2.323702
2679,6381611,it+pronominal_object,sock,it,to,me,pronominal,pronominal,prepositional_dative,53.95996510000001,-1.0872979
2952,4955942,it+pronominal_object,sing,it,to,me,pronominal,pronominal,prepositional_dative,53.414608158671825,-2.155640067678695
2681,1421578,it+pronominal_object,bring,it,to,us,pronominal,pronominal,prepositional_dative,53.34980529999999,-6.260309700000001
2682,2117621,it+pronominal_object,post,it,to,him,pronominal,pronominal,prepositional_dative,54.597285,-5.93012
2683,240376,it+pronominal_object,sent,it,to,you,pronominal,pronominal,prepositional_dative,54.06800465042361,-2.775131059633978
2684,6409858,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
2685,2264299,it+pronominal_object,dm,it,to,you,pronominal,pronominal,prepositional_dative,55.53141213929882,-2.47929896080098
2686,2975239,it+pronominal_object,explain,it,to,you,pronominal,pronominal,prepositional_dative,53.456952157913115,-2.233479566883483
2687,2400367,it+pronominal_object,send,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
2688,2400367,it+pronominal_object,send,it,to,me,pronominal,pronominal,prepositional_dative,51.53518320000001,-0.4481378
2689,2400367,it+pronominal_object,send,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
2690,2400367,it+pronominal_object,send,it,to,me,pronominal,pronominal,prepositional_dative,51.53518320000001,-0.4481378
2951,732840,it+pronominal_object,send,it,to,me,pronominal,pronominal,prepositional_dative,51.50009168353514,-0.14893559343778198
2692,5869102,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,51.3852331,1.3771916000000002
2693,1831692,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
2694,647682,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,53.456952157913115,-2.233479566883483
148,2303738,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,52.606612,0.385472
2696,4629424,it+pronominal_object,sock,it,to,me,pronominal,pronominal,prepositional_dative,53.35490213361106,-6.247621039910087
2697,3588198,it+pronominal_object,sock,it,to,ya,pronominal,pronominal,prepositional_dative,53.34331261465831,-9.10650402195976
147,2560682,it+pronominal_object,show,it,to,you,pronominal,pronominal,prepositional_dative,52.49263268576336,-1.1519490717595893
2950,3034293,it+pronominal_object,post,it,to,me,pronominal,pronominal,prepositional_dative,53.193392,-2.893075
2700,3810664,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,53.4807593,-2.2426305
2949,3034293,it+pronominal_object,post,it,to,me,pronominal,pronominal,prepositional_dative,52.486243,-1.890401
2702,6588742,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.656489,-0.39032
2703,6241732,it+pronominal_object,give,it,to,ya,pronominal,pronominal,prepositional_dative,52.51841412293697,-8.76131852793751
2704,2250859,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,52.5200852,-2.0752618000000003
2705,5372655,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,53.95996510000001,-1.0872979
2948,5786853,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.8097823,-0.2376744
2707,6494275,it+pronominal_object,selling,it,to,me,pronominal,pronominal,prepositional_dative,50.9097004,-1.4043508999999998
2708,6494275,it+pronominal_object,selling,it,to,me,pronominal,pronominal,prepositional_dative,50.967182,-1.374688
2709,6494275,it+pronominal_object,selling,it,to,me,pronominal,pronominal,prepositional_dative,50.967182,-1.374688
2710,3305935,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,52.95478320000001,-1.1581086
2711,2259323,it+pronominal_object,holding,it,to,you,pronominal,pronominal,prepositional_dative,53.64991762809028,-6.775433035000751
2947,1779010,it+pronominal_object,leave,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
2946,6507125,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,55.94319513486961,-3.203008046263737
146,4110590,it+pronominal_object,showed,it,to,me,pronominal,pronominal,prepositional_dative,51.5742447,0.4856781
89,1754680,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,54.7582068,-5.7115538
145,5527740,it+pronominal_object,selling,it,to,me,pronominal,pronominal,prepositional_dative,52.05786866469792,-2.713152071212098
2717,4637686,it+pronominal_object,sent,it,to,you,pronominal,pronominal,prepositional_dative,51.507963,-0.1242718
2718,4637686,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.507963,-0.1242718
2719,1607666,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,52.51841412293697,-8.76131852793751
2720,1562373,it+pronominal_object,leave,it,to,me,pronominal,pronominal,prepositional_dative,51.464994781997746,-0.17337095569697306
2721,1562373,it+pronominal_object,leave,it,to,me,pronominal,pronominal,prepositional_dative,51.464994781997746,-0.17337095569697306
2722,4314191,it+pronominal_object,give,it,to,ya,pronominal,pronominal,prepositional_dative,52.1872472,0.9707801
2723,4314191,it+pronominal_object,give,it,to,ya,pronominal,pronominal,prepositional_dative,52.095481,1.312571
2944,724347,it+pronominal_object,mention,it,to,her,pronominal,pronominal,prepositional_dative,53.8007554,-1.5490774
2725,6141075,it+pronominal_object,email,it,to,you,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
2726,2383335,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,53.966206161251534,-1.085324072260675
2727,2203715,it+pronominal_object,leave,it,to,you,pronominal,pronominal,prepositional_dative,53.524562661081006,-1.62525157087601
2728,862609,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,55.864237,-4.251806
2729,862609,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,55.864237,-4.251806
2730,79542,it+pronominal_object,send,it,to,ya,pronominal,pronominal,prepositional_dative,55.864237,-4.251806
2731,79542,it+pronominal_object,send,it,to,ya,pronominal,pronominal,prepositional_dative,55.847258,-4.440114
2943,832542,it+pronominal_object,transfer,it,to,me,pronominal,pronominal,prepositional_dative,55.953252,-3.188267
2733,3405428,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,52.4750743,-1.8298330000000005
144,5527740,it+pronominal_object,selling,it,to,me,pronominal,pronominal,prepositional_dative,52.05786866469792,-2.713152071212098
2942,1389314,it+pronominal_object,leave,it,to,us,pronominal,pronominal,prepositional_dative,51.49998779134943,-0.117209980986623
2736,331111,it+pronominal_object,sock,it,to,him,pronominal,pronominal,prepositional_dative,53.34980529999999,-6.260309700000001
143,5781889,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
142,2810352,it+pronominal_object,write,it,to,me,pronominal,pronominal,prepositional_dative,51.524835183228426,-0.17311459311106198
2739,2638039,it+pronominal_object,sing,it,to,you,pronominal,pronominal,prepositional_dative,53.8007554,-1.5490774
2740,6100025,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,53.34980529999999,-6.260309700000001
2941,2824391,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
2742,2120895,it+pronominal_object,sell,it,to,you,pronominal,pronominal,prepositional_dative,53.0944311599486,-2.3107895683601734
2939,5138446,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,54.1751024,-6.34023
2744,2365623,it+pronominal_object,sent,it,to,you,pronominal,pronominal,prepositional_dative,55.864237,-4.251806
2745,4627055,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,51.481581,-3.17909
2938,4800265,it+pronominal_object,mentioned,it,to,him,pronominal,pronominal,prepositional_dative,53.7632254,-2.7044052000000014
141,2783137,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,51.45593570000001,-0.3415158
2748,4248894,it+pronominal_object,prove,it,to,us,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
2937,4800265,it+pronominal_object,mentioned,it,to,him,pronominal,pronominal,prepositional_dative,53.7632254,-2.7044052000000014
140,2783137,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,51.3147593,-0.5599501
2936,668402,it+pronominal_object,send,it,to,them,pronominal,pronominal,prepositional_dative,53.7632254,-2.7044052000000014
139,3906795,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,52.22045018239496,0.5115784057048179
138,98810,it+pronominal_object,kick,it,to,me,pronominal,pronominal,prepositional_dative,53.167203,-3.141903
2754,3473957,it+pronominal_object,sock,it,to,them,pronominal,pronominal,prepositional_dative,52.411811,-1.77761
2755,6451414,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
2756,1466005,it+pronominal_object,leave,it,to,me,pronominal,pronominal,prepositional_dative,51.44051418303791,-0.30699559257628
2935,668402,it+pronominal_object,send,it,to,them,pronominal,pronominal,prepositional_dative,53.7632254,-2.7044052000000014
137,2600586,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,51.5742447,0.4856781
2759,1000628,it+pronominal_object,bring,it,to,me,pronominal,pronominal,prepositional_dative,51.48876418115082,-0.578516590238128
90,4646907,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.4913877,-0.1869473
2761,2985307,it+pronominal_object,given,it,to,me,pronominal,pronominal,prepositional_dative,51.454513,-2.58791
2762,2743821,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
2763,5479270,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,56.0018775,-3.7839131
136,6320560,it+pronominal_object,reported,it,to,them,pronominal,pronominal,prepositional_dative,53.412683166811206,-0.783368577657692
135,4911155,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,52.257473,-1.164947
134,1102158,it+pronominal_object,email,it,to,you,pronominal,pronominal,prepositional_dative,54.06800465042361,-2.775131059633978
2767,3113457,it+pronominal_object,emailed,it,to,you,pronominal,pronominal,prepositional_dative,53.40837140000001,-2.9915726
2768,3113457,it+pronominal_object,emailed,it,to,you,pronominal,pronominal,prepositional_dative,53.40837140000001,-2.9915726
133,1392148,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.8072204,-0.8127664000000001
2932,1382081,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,51.76826368316689,0.106737406161327
130,5021741,it+pronominal_object,stick,it,to,him,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
2931,3618532,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,53.793934795448216,-1.354031549242174
2773,5945400,it+pronominal_object,leave,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
2929,374311,it+pronominal_object,sending,it,to,him,pronominal,pronominal,prepositional_dative,50.82253,-0.137163
2926,2086743,it+pronominal_object,sock,it,to,me,pronominal,pronominal,prepositional_dative,53.12976666587719,-1.272441575691988
2925,5313526,it+pronominal_object,sock,it,to,them,pronominal,pronominal,prepositional_dative,51.534964686431046,-0.148806517925655
2924,5974012,it+pronominal_object,say,it,to,you,pronominal,pronominal,prepositional_dative,51.3353899,-0.7428560000000001
129,2136464,it+pronominal_object,mention,it,to,her,pronominal,pronominal,prepositional_dative,51.481581,-3.17909
128,6323214,it+pronominal_object,give,it,to,ya,pronominal,pronominal,prepositional_dative,54.574227,-1.234956
2780,3815901,it+pronominal_object,given,it,to,you,pronominal,pronominal,prepositional_dative,51.1277261858565,-0.186832095288607
2923,4237688,it+pronominal_object,give,it,to,ya,pronominal,pronominal,prepositional_dative,53.381129,-1.470085
2782,6545358,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,54.647181652991236,-1.690192064013558
2783,1741183,it+pronominal_object,sent,it,to,you,pronominal,pronominal,prepositional_dative,55.953252,-3.188267
2922,3817566,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.5742447,0.4856781
2920,4171956,it+pronominal_object,send,it,to,me,pronominal,pronominal,prepositional_dative,53.3447572,-6.276415900000001
2919,4171956,it+pronominal_object,send,it,to,me,pronominal,pronominal,prepositional_dative,53.34980529999999,-6.260309700000001
2787,5218246,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
2915,2873835,it+pronominal_object,bring,it,to,me,pronominal,pronominal,prepositional_dative,51.51361477966061,-0.115251579865816
2789,5135277,it+pronominal_object,send,it,to,me,pronominal,pronominal,prepositional_dative,53.381129,-1.470085
2790,2658796,it+pronominal_object,pass,it,to,me,pronominal,pronominal,prepositional_dative,51.85309116900074,-2.229417075872445
2914,4262046,it+pronominal_object,email,it,to,you,pronominal,pronominal,prepositional_dative,51.8097823,-0.2376744
124,3186267,it+pronominal_object,sell,it,to,you,pronominal,pronominal,prepositional_dative,53.35490213361106,-6.247621039910087
123,633400,it+pronominal_object,handed,it,to,them,pronominal,pronominal,prepositional_dative,56.2082078,-3.1495175
2913,5719228,it+pronominal_object,leave,it,to,me,pronominal,pronominal,prepositional_dative,53.34980529999999,-6.260309700000001
2795,224025,it+pronominal_object,dm,it,to,you,pronominal,pronominal,prepositional_dative,51.60314,-0.484045
122,3553140,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,53.4807593,-2.2426305
2797,2795880,it+pronominal_object,put,it,to,you,pronominal,pronominal,prepositional_dative,53.47807425842365,-2.04784051258818
119,821427,it+pronominal_object,explaining,it,to,me,pronominal,pronominal,prepositional_dative,51.4822161,-2.7596831
2799,2223615,it+pronominal_object,hand,it,to,you,pronominal,pronominal,prepositional_dative,54.597285,-5.93012
2800,1181963,it+pronominal_object,give,it,to,her,pronominal,pronominal,prepositional_dative,52.904532,-8.981135099999998
2801,451763,it+pronominal_object,email,it,to,you,pronominal,pronominal,prepositional_dative,54.785809652829634,-1.5585540641543438
2802,5921692,it+pronominal_object,put,it,to,you,pronominal,pronominal,prepositional_dative,53.34980529999999,-6.260309700000001
118,3147955,it+pronominal_object,leave,it,to,me,pronominal,pronominal,prepositional_dative,52.37087800000001,-1.265032
2912,3818328,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,53.4807593,-2.2426305
116,5005851,it+pronominal_object,post,it,to,you,pronominal,pronominal,prepositional_dative,55.94319513486961,-3.203008046263737
2806,4803255,it+pronominal_object,mention,it,to,me,pronominal,pronominal,prepositional_dative,50.9097004,-1.4043508999999998
2807,5078623,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,53.10031899999999,-0.9936306
2808,5078623,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,53.10031899999999,-0.9936306
2809,2452181,it+pronominal_object,send,it,to,her,pronominal,pronominal,prepositional_dative,51.50009168353514,-0.14893559343778198
2911,2476882,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
2811,17760,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,52.2713096,-9.6999325
2812,2632665,it+pronominal_object,mention,it,to,him,pronominal,pronominal,prepositional_dative,52.772571,-1.2052126
2813,2882300,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,51.070724185522785,-0.313504094646304
2814,308468,it+pronominal_object,get,it,to,you,pronominal,pronominal,prepositional_dative,51.5279719,-0.1024624
2815,3059359,it+pronominal_object,selling,it,to,me,pronominal,pronominal,prepositional_dative,51.2787075,0.5217254
2910,576661,it+pronominal_object,get,it,to,you,pronominal,pronominal,prepositional_dative,53.67919716071275,-1.508544570839583
2817,3117507,it+pronominal_object,given,it,to,me,pronominal,pronominal,prepositional_dative,51.61747566623378,-2.965560571799004
2818,2725398,it+pronominal_object,bring,it,to,you,pronominal,pronominal,prepositional_dative,53.15480613133431,-6.815332537223787
2819,3550111,it+pronominal_object,leave,it,to,me,pronominal,pronominal,prepositional_dative,52.64148268384246,1.2730819023563922
2909,4680770,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
91,4606842,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
2822,3843649,it+pronominal_object,sell,it,to,them,pronominal,pronominal,prepositional_dative,53.3727181,-3.073754
2823,3843649,it+pronominal_object,sell,it,to,them,pronominal,pronominal,prepositional_dative,53.3727181,-3.073754
2824,6053652,it+pronominal_object,given,it,to,you,pronominal,pronominal,prepositional_dative,52.486243,-1.890401
2825,3040343,it+pronominal_object,sending,it,to,you,pronominal,pronominal,prepositional_dative,51.524835183228426,-0.17311459311106198
2826,17717,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.3810641,-2.3590167
2827,6336741,it+pronominal_object,give,it,to,ya,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
2828,6336741,it+pronominal_object,give,it,to,ya,pronominal,pronominal,prepositional_dative,51.5452153,-0.0749183
115,2930159,it+pronominal_object,email,it,to,u,pronominal,pronominal,prepositional_dative,51.481581,-3.17909
2830,6489096,it+pronominal_object,given,it,to,me,pronominal,pronominal,prepositional_dative,50.718412,-3.533899
2831,4646686,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,55.953252,-3.188267
92,6568261,it+pronominal_object,hand,it,to,you,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
2833,66648,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
2834,3339057,it+pronominal_object,put,it,to,you,pronominal,pronominal,prepositional_dative,53.27066800000001,-9.0567905
93,3515791,it+pronominal_object,leave,it,to,me,pronominal,pronominal,prepositional_dative,53.15480613133431,-6.815332537223787
112,1105683,it+pronominal_object,given,it,to,me,pronominal,pronominal,prepositional_dative,54.785809652829634,-1.5585540641543438
2837,1461886,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,52.486243,-1.890401
2838,1461886,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,50.8197675,-1.0879769
2839,1859706,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,50.3754565,-4.1426565
2840,1654447,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,53.328,-2.229409
2841,1654447,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,53.328,-2.229409
2842,4174428,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,50.40221466757534,-4.142929569798644
2903,4482911,it+pronominal_object,selling,it,to,me,pronominal,pronominal,prepositional_dative,51.523465663640486,-3.503398568420525
2844,937374,it+pronominal_object,sent,it,to,him,pronominal,pronominal,prepositional_dative,51.65772800000001,-0.272308
110,520995,it+pronominal_object,sing,it,to,you,pronominal,pronominal,prepositional_dative,53.383164163093134,-1.449611572954178
2846,137406,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,51.8993855,-2.0782533
2847,3020032,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
109,3670310,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.944859,-0.8787370000000001
2849,3945636,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.457876669614194,-2.585389575449031
2850,5046522,it+pronominal_object,lend,it,to,me,pronominal,pronominal,prepositional_dative,55.864237,-4.251806
2851,4842262,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.7159269,-1.9711737
2852,3764820,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,52.5694985,-0.2405299
2853,4013613,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,52.455457,1.443976
2854,5248248,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
2855,365657,it+pronominal_object,given,it,to,you,pronominal,pronominal,prepositional_dative,51.4542645,-0.9781303
2856,3885618,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,53.801955659532176,-1.565489569728704
2857,3885618,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,53.801955659532176,-1.565489569728704
2902,628667,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,51.5144745,-0.1065119
2859,3100380,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,50.719164,-1.880769
2860,1660496,it+pronominal_object,stick,it,to,him,pronominal,pronominal,prepositional_dative,53.39330860000001,-2.1266343
108,3670310,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,53.230688,-0.540579
107,1810546,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.54048639112739,-0.19973141088406104
2863,4494128,it+pronominal_object,sock,it,to,him,pronominal,pronominal,prepositional_dative,53.6103086573364,-2.153569566593042
2901,2983628,it+pronominal_object,sent,it,to,you,pronominal,pronominal,prepositional_dative,52.95478320000001,-1.1581086
2865,6016126,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,53.002790160766324,-2.2798310690952617
2866,6218590,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,51.465819670112374,-2.4925075760866897
106,1810546,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.54048639112739,-0.19973141088406104
105,2414286,it+pronominal_object,sock,it,to,me,pronominal,pronominal,prepositional_dative,50.719164,-1.880769
104,297623,it+pronominal_object,stick,it,to,him,pronominal,pronominal,prepositional_dative,54.210076,-0.290594
2870,2995988,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.4782199,-3.1750033
2900,1271578,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,52.65551717370836,-0.48713008422385
2872,5293717,it+pronominal_object,explain,it,to,me,pronominal,pronominal,prepositional_dative,51.5901102,-0.228922
2873,3119405,it+pronominal_object,post,it,to,them,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
2874,3119405,it+pronominal_object,post,it,to,them,pronominal,pronominal,prepositional_dative,52.95478320000001,-1.1581086
2875,3119405,it+pronominal_object,post,it,to,them,pronominal,pronominal,prepositional_dative,51.5390261,-0.1425516
103,297623,it+pronominal_object,stick,it,to,him,pronominal,pronominal,prepositional_dative,54.210076,-0.290594
2899,5078735,it+pronominal_object,send,it,to,me,pronominal,pronominal,prepositional_dative,53.34980529999999,-6.260309700000001
2898,2106206,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
2879,915050,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,51.259150671455686,-2.506930577119975
2880,1075868,it+pronominal_object,lend,it,to,ya,pronominal,pronominal,prepositional_dative,50.9097004,-1.4043508999999998
2881,4573718,it+pronominal_object,sing,it,to,me,pronominal,pronominal,prepositional_dative,53.40837140000001,-2.9915726
2882,4573718,it+pronominal_object,sing,it,to,me,pronominal,pronominal,prepositional_dative,53.40837140000001,-2.9915726
101,4324788,it+pronominal_object,sent,it,to,you,pronominal,pronominal,prepositional_dative,51.3810641,-2.3590167
94,2380884,it+pronominal_object,stick,it,to,him,pronominal,pronominal,prepositional_dative,50.854259000000006,0.573453
2885,5915790,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,51.376165,-0.098234
2886,5915790,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,51.700328000000006,0.108655
100,1872196,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,53.8007554,-1.5490774
99,1872196,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,53.8007554,-1.5490774
97,2026009,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
96,3594635,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,50.9097004,-1.4043508999999998
95,2644467,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,56.183877,-3.967449
2895,1446581,it+pronominal_object,send,it,to,me,pronominal,pronominal,prepositional_dative,53.4807593,-2.2426305
2893,1294834,it+pronominal_object,put,it,to,you,pronominal,pronominal,prepositional_dative,51.481581,-3.17909
2894,1846379,it+pronominal_object,give,it,to,us,pronominal,pronominal,prepositional_dative,53.4807593,-2.2426305
2892,4362026,it+pronominal_object,give,it,,ya,pronominal,pronominal,theme_goal_ditransitive,53.77062816089758,-1.3716535713077629
2884,3805066,it+pronominal_object,send,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.4807593,-2.2426305
2897,401945,it+pronominal_object,push,it,,u,pronominal,pronominal,theme_goal_ditransitive,51.6118841824191,-0.21089409232239895
2878,4863438,it+pronominal_object,leave,it,,you,pronominal,pronominal,theme_goal_ditransitive,51.87867070000001,-0.4200255
2877,4863438,it+pronominal_object,leave,it,,you,pronominal,pronominal,theme_goal_ditransitive,51.87867070000001,-0.4200255
2871,2253423,it+pronominal_object,get,it,,me,pronominal,pronominal,theme_goal_ditransitive,53.8007554,-1.5490774
2864,1071293,it+pronominal_object,return,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.8007554,-1.5490774
2858,394242,it+pronominal_object,get,it,,her,pronominal,pronominal,theme_goal_ditransitive,51.8985143,-8.4756035
2843,2128771,it+pronominal_object,hold,it,,you,pronominal,pronominal,theme_goal_ditransitive,57.71638718713075,-4.015651984359804
2835,5815738,it+pronominal_object,give,it,,you,pronominal,pronominal,theme_goal_ditransitive,51.454513,-2.58791
2832,1018029,it+pronominal_object,get,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.381129,-1.470085
2906,4761780,it+pronominal_object,got,it,,you,pronominal,pronominal,theme_goal_ditransitive,54.1523372,-4.4861228
2907,4322277,it+pronominal_object,get,it,,me,pronominal,pronominal,theme_goal_ditransitive,53.7676236,-0.3274198
2821,6419859,it+pronominal_object,send,it,,you,pronominal,pronominal,theme_goal_ditransitive,52.586214,-1.982919
2820,6419859,it+pronominal_object,send,it,,you,pronominal,pronominal,theme_goal_ditransitive,52.486243,-1.890401
2816,2781608,it+pronominal_object,give,it,,you,pronominal,pronominal,theme_goal_ditransitive,52.898116,-1.865801
2810,2368779,it+pronominal_object,messaged,it,,you,pronominal,pronominal,theme_goal_ditransitive,53.794216155403994,-2.264324564769455
117,3183041,it+pronominal_object,send,it,,you,pronominal,pronominal,theme_goal_ditransitive,50.865687061600205,-2.025060170054071
