,userid,construction_type,verb,theme,preposition,goal,theme_type,goal_type,tag,latitude,longitude
299,4380631,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,53.9979451,-6.405957
1912,3398483,it+pronominal_object,explain,it,to,you,pronominal,pronominal,prepositional_dative,55.864237,-4.251806
3120,6518940,it+pronominal_object,sock,it,to,me,pronominal,pronominal,prepositional_dative,51.50099968356854,-0.141999593485431
1914,6418370,it+pronominal_object,email,it,to,you,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
3118,845461,it+pronominal_object,give,it,to,u,pronominal,pronominal,prepositional_dative,53.469850153162156,-3.0044555613404573
64,103297,it+pronominal_object,sold,it,to,us,pronominal,pronominal,prepositional_dative,52.47792370000001,-1.8864907
1917,2147428,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,52.2052973,0.1218195
1918,5503213,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1919,3466156,it+pronominal_object,send,it,to,me,pronominal,pronominal,prepositional_dative,55.953252,-3.188267
1920,3466156,it+pronominal_object,send,it,to,me,pronominal,pronominal,prepositional_dative,53.4807593,-2.2426305
1921,6054851,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.51448018375678,-0.092910093782144
298,1884469,it+pronominal_object,stick,it,to,him,pronominal,pronominal,prepositional_dative,55.953252,-3.188267
1923,1434988,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,53.40837140000001,-2.9915726
1924,5996920,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1925,4949955,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1926,3267623,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1927,5101565,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,52.486243,-1.890401
1928,5101565,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,52.486243,-1.890401
3116,1835133,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,53.0181551608556,-2.247236069243983
1930,6053588,it+pronominal_object,lend,it,to,you,pronominal,pronominal,prepositional_dative,52.0406224,-0.7594171
1931,528454,it+pronominal_object,leave,it,to,you,pronominal,pronominal,prepositional_dative,51.772502,-3.085896
297,783936,it+pronominal_object,stick,it,to,him,pronominal,pronominal,prepositional_dative,53.4807593,-2.2426305
1933,3640589,it+pronominal_object,sock,it,to,them,pronominal,pronominal,prepositional_dative,57.73945361627269,-4.20044052988233
1934,6219181,it+pronominal_object,email,it,to,you,pronominal,pronominal,prepositional_dative,51.481581,-3.17909
1935,6219181,it+pronominal_object,email,it,to,you,pronominal,pronominal,prepositional_dative,51.481581,-3.17909
1936,2926787,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,52.95478320000001,-1.1581086
1937,3587920,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,52.6308859,1.297355
3115,536015,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.646985,-3.135657
296,2859636,it+pronominal_object,dm,it,to,you,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
295,6511036,it+pronominal_object,leave,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1941,785416,it+pronominal_object,say,it,to,you,pronominal,pronominal,prepositional_dative,52.96971866756354,-1.172265577340935
294,6511036,it+pronominal_object,leave,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1943,576136,it+pronominal_object,give,it,to,her,pronominal,pronominal,prepositional_dative,53.4807593,-2.2426305
1944,320398,it+pronominal_object,leave,it,to,you,pronominal,pronominal,prepositional_dative,54.06800465042361,-2.775131059633978
293,1905513,it+pronominal_object,emailed,it,to,you,pronominal,pronominal,prepositional_dative,52.205337,0.121817
292,4660887,it+pronominal_object,explain,it,to,you,pronominal,pronominal,prepositional_dative,53.756629,-3.0213193
1947,2131789,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,52.900009805691525,-8.117185657687644
1948,4643110,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,51.49462968320546,-0.213166592979758
1949,413012,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,53.40837140000001,-2.9915726
1950,1170384,it+pronominal_object,sending,it,to,you,pronominal,pronominal,prepositional_dative,51.454513,-2.58791
3114,536015,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.61182700000001,-3.1018
291,555516,it+pronominal_object,say,it,to,you,pronominal,pronominal,prepositional_dative,53.597513780148624,-3.006077325090155
289,507878,it+pronominal_object,prove,it,to,you,pronominal,pronominal,prepositional_dative,50.83761,-0.774936
1954,6212055,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1955,6212055,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,50.8008185,-1.0910861
288,4595378,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,53.34980529999999,-6.260309700000001
1957,6313055,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,51.20289616604175,-3.475227570355196
1958,3785368,it+pronominal_object,say,it,to,me,pronominal,pronominal,prepositional_dative,55.953252,-3.188267
1959,3785368,it+pronominal_object,say,it,to,me,pronominal,pronominal,prepositional_dative,55.495587,-4.6142139
1960,2588553,it+pronominal_object,bring,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
286,6082317,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,50.719164,-1.880769
1962,1062093,it+pronominal_object,give,it,to,us,pronominal,pronominal,prepositional_dative,51.645275182830105,-0.099163092980345
1963,467679,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,51.66807818099647,-0.392275090622134
1964,2040706,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,53.1589342,-6.9095683
1965,4638443,it+pronominal_object,say,it,to,me,pronominal,pronominal,prepositional_dative,54.3548376254992,-6.411132533770221
1966,1894769,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,52.412856,0.751657
3113,5069393,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,53.4807593,-2.2426305
1968,2722435,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,51.680886,-4.160248
3111,2576143,it+pronominal_object,dm,it,to,you,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
1970,5108051,it+pronominal_object,dm,it,to,you,pronominal,pronominal,prepositional_dative,51.6118841824191,-0.21089409232239895
1971,5532966,it+pronominal_object,get,it,to,you,pronominal,pronominal,prepositional_dative,53.916661,-3.035673
284,5511160,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,52.5684861323629,-7.293810037033281
1973,4766080,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.43933,-2.003884
1974,232706,it+pronominal_object,send,it,to,me,pronominal,pronominal,prepositional_dative,53.4807593,-2.2426305
1975,1042292,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,54.90190915223242,-1.525529063722604
3108,4683937,it+pronominal_object,leave,it,to,me,pronominal,pronominal,prepositional_dative,52.96971866756354,-1.172265577340935
65,861797,it+pronominal_object,leave,it,to,us,pronominal,pronominal,prepositional_dative,51.577924,0.2120829
3106,591699,it+pronominal_object,send,it,to,me,pronominal,pronominal,prepositional_dative,51.461741682642895,-0.350692092122028
281,3244408,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
280,433005,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,55.864237,-4.251806
1981,5822865,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,51.8642449,-2.238156
66,861797,it+pronominal_object,leave,it,to,us,pronominal,pronominal,prepositional_dative,51.577924,0.2120829
3104,2431198,it+pronominal_object,given,it,to,me,pronominal,pronominal,prepositional_dative,51.698886181946285,-0.1898675919812
1984,5776588,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,52.082766,0.440945
1985,1443660,it+pronominal_object,sell,it,to,you,pronominal,pronominal,prepositional_dative,51.4542645,-0.9781303
278,1407986,it+pronominal_object,emailed,it,to,you,pronominal,pronominal,prepositional_dative,50.8226288,-0.137047
3103,4962560,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,55.953252,-3.188267
1988,5805232,it+pronominal_object,send,it,to,me,pronominal,pronominal,prepositional_dative,51.62144,-3.943646
277,4143840,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,52.486243,-1.890401
1990,4172246,it+pronominal_object,get,it,to,you,pronominal,pronominal,prepositional_dative,53.26863114890137,-3.926244556002819
1991,3969525,it+pronominal_object,sock,it,to,me,pronominal,pronominal,prepositional_dative,51.4545635,-0.07321010000000001
1992,3969525,it+pronominal_object,sock,it,to,me,pronominal,pronominal,prepositional_dative,51.4807988,-0.023109900000000003
1993,3969525,it+pronominal_object,sock,it,to,me,pronominal,pronominal,prepositional_dative,51.4545635,-0.07321010000000001
1994,3969525,it+pronominal_object,sock,it,to,me,pronominal,pronominal,prepositional_dative,51.4807988,-0.023109900000000003
1995,5199472,it+pronominal_object,prove,it,to,you,pronominal,pronominal,prepositional_dative,53.401434163467464,-1.3651310734646078
1996,1253260,it+pronominal_object,owe,it,to,us,pronominal,pronominal,prepositional_dative,51.50096583060428,-0.131946339702829
1997,3213533,it+pronominal_object,given,it,to,me,pronominal,pronominal,prepositional_dative,54.97825200000001,-1.61778
1998,5664741,it+pronominal_object,say,it,to,you,pronominal,pronominal,prepositional_dative,52.486243,-1.890401
1999,5341540,it+pronominal_object,mentioned,it,to,him,pronominal,pronominal,prepositional_dative,52.47576899999999,-0.921517
2000,3037800,it+pronominal_object,sent,it,to,you,pronominal,pronominal,prepositional_dative,51.4817279,-0.613576
2001,4864447,it+pronominal_object,get,it,to,you,pronominal,pronominal,prepositional_dative,52.240477,-0.902656
2002,5008792,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,51.4062365,-0.6755624
276,4443212,it+pronominal_object,sent,it,to,him,pronominal,pronominal,prepositional_dative,53.591359,-2.852196
2004,1721332,it+pronominal_object,sock,it,to,me,pronominal,pronominal,prepositional_dative,50.3754565,-4.1426565
2005,5616218,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,51.5010095,-0.1932794
2006,2194463,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,55.94319513486961,-3.203008046263737
2007,2194463,it+pronominal_object,send,it,to,you,pronominal,pronominal,prepositional_dative,55.94319513486961,-3.203008046263737
2008,4316720,it+pronominal_object,sock,it,to,them,pronominal,pronominal,prepositional_dative,51.26654,-1.0923964
3102,3613642,it+pronominal_object,give,it,to,us,pronominal,pronominal,prepositional_dative,51.41087518391279,-0.189288593643402
3101,5499265,it+pronominal_object,sent,it,to,you,pronominal,pronominal,prepositional_dative,51.5742447,0.4856781
2011,5891643,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,53.801955659532176,-1.565489569728704
2012,3675885,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,53.538665,-2.3974419
2013,2646910,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,53.4774166,-2.2311667
2014,6605269,it+pronominal_object,give,it,to,you,pronominal,pronominal,prepositional_dative,51.50676426994157,-0.139954301654699
2015,3146479,it+pronominal_object,give,it,to,her,pronominal,pronominal,prepositional_dative,51.595596666359185,-2.969939571886838
2016,2851036,it+pronominal_object,sell,it,to,you,pronominal,pronominal,prepositional_dative,53.801955659532176,-1.565489569728704
2017,3007908,it+pronominal_object,give,it,to,him,pronominal,pronominal,prepositional_dative,50.82253,-0.137163
2018,291729,it+pronominal_object,get,it,to,you,pronominal,pronominal,prepositional_dative,55.864237,-4.251806
2019,4129768,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,52.9378882,-1.4971764
2020,241161,it+pronominal_object,send,it,to,him,pronominal,pronominal,prepositional_dative,52.49396616659272,-1.890640074770749
3100,1308256,it+pronominal_object,sticking,it,to,them,pronominal,pronominal,prepositional_dative,52.96971866756354,-1.172265577340935
275,3763955,it+pronominal_object,sent,it,to,you,pronominal,pronominal,prepositional_dative,52.486243,-1.890401
274,948043,it+pronominal_object,sent,it,to,us,pronominal,pronominal,prepositional_dative,50.86588268639308,-0.405833095110751
3099,4892607,it+pronominal_object,leave,it,to,me,pronominal,pronominal,prepositional_dative,51.528589466652406,-0.09723139905601598
2025,5152503,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,53.5933498,-2.2966054
2026,328682,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,51.656991,-3.805476
2027,328682,it+pronominal_object,sold,it,to,me,pronominal,pronominal,prepositional_dative,51.656991,-3.805476
3094,2088520,it+pronominal_object,messaged,it,to,you,pronominal,pronominal,prepositional_dative,52.6139686,0.8864021000000001
2029,1131350,it+pronominal_object,sent,it,to,me,pronominal,pronominal,prepositional_dative,51.66807818099647,-0.392275090622134
3093,4134685,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,53.456952157913115,-2.233479566883483
2031,2607493,it+pronominal_object,give,it,to,them,pronominal,pronominal,prepositional_dative,50.840331688135606,-0.130355597369922
2032,953814,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
2033,953814,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
2034,953814,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.5073509,-0.12775830000000002
2035,3358962,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,50.719164,-1.880769
2036,3358962,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,51.4612794,-0.11561480000000003
2037,1108180,it+pronominal_object,gift,it,to,me,pronominal,pronominal,prepositional_dative,51.66807818099647,-0.392275090622134
2038,1108180,it+pronominal_object,gift,it,to,me,pronominal,pronominal,prepositional_dative,51.66807818099647,-0.392275090622134
3092,4134685,it+pronominal_object,give,it,to,me,pronominal,pronominal,prepositional_dative,53.456952157913115,-2.233479566883483
2040,3995002,it+pronominal_object,give,it,to,us,pronominal,pronominal,prepositional_dative,52.056736,1.14822
