index,placename,longitude,latitude,avoid,demsel,demsels,emsel,emself,emsels,emsen,hersel,himself,himsen,theirsel,theirself,theirselfs,theirseln,theirsels,theirselves,theirsen,theirsens,them,themsel,themself,themselfs,themselns,themsels,themselves,themsen,themsens,theysen
466,Swaffham,0.687481,52.64747,0.09699378891972714,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.10243379578645426,0.01,0.01,0.11336858157661668,0.01,0.01,0.01,0.05587297994316426,0.01,0.01,0.10048538753507213,0.04650611366134871,0.18730751051134997,0.01,0.01,0.01,0.20405331913028454,0.22855476912984374,0.01,0.01
467,Dereham,0.9378270000000001,52.681619999999995,0.18445759530274253,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1948031091365959,0.01,0.01,0.3449572782324274,0.01,0.01,0.01,0.1062562421522056,0.01,0.01,0.19109773063019062,0.08844283730320057,0.3562113961715723,0.01,0.01,0.01,0.38805767853306455,0.01,0.01,0.01
468,Ely,0.262363,52.39954,0.13311033358091845,0.01,0.01,0.01,0.2407569453849212,0.01,0.01,0.01,0.01,0.01,0.01,0.21781541820842545,0.01,0.01,0.01,0.07667781115254133,0.01,0.01,0.13790206960219334,0.06382310013827275,0.23697095137476987,0.01,0.01,0.01,0.30438527867942267,0.01,0.01,0.01
469,March,0.088622,52.551719999999996,0.11221923697460426,0.01,0.01,0.01,0.20297111738580487,0.01,0.01,0.01,0.01,0.01,0.01,0.06558221272094598,0.01,0.01,0.01,0.12928709436861396,0.01,0.01,0.15501188560206183,0.01,0.19977933425724498,0.01,0.01,0.01,0.23608422801411724,0.2644317740760721,0.01,0.01
470,St Neots,-0.26510300000000003,52.23008,0.3562390983059908,0.01,0.01,0.01,0.21477684960273505,0.01,0.01,0.01,0.1254063784370576,0.01,0.01,0.15267284933502556,0.01,0.01,0.01,0.10260523276881757,0.01,0.06931993432744102,0.06151051184666501,0.01,0.232897556780989,0.04119089582067198,0.01,0.01,0.21361068779147632,0.01,0.01,0.01
471,Banham,1.0402849,52.45125,0.12438605533993957,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13136238859499347,0.01,0.01,0.2544242979210211,0.01,0.01,0.01,0.08956527792995436,0.01,0.01,0.12886374071521456,0.05964003248165745,0.26835458343158114,0.01,0.01,0.01,0.23702946560037919,0.01,0.01,0.01
472,Holt,1.086747,52.90936,0.11639044395517156,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12291833426020507,0.01,0.01,0.09522788714791446,0.01,0.01,0.01,0.01,0.01,0.01,0.12058028659849379,0.05580632817791848,0.21422906777119302,0.01,0.01,0.01,0.2874438141214614,0.274260768069489,0.01,0.01
473,Hunstanton,0.49103199999999997,52.93891,0.08670581274112024,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.09156880677352387,0.01,0.01,0.05067187416910976,0.01,0.01,0.01,0.049946618125930785,0.01,0.01,0.11976940752771258,0.01,0.201451319384903,0.01,0.01,0.01,0.14275540778197485,0.20431231314672713,0.01,0.01
474,Horncastle,-0.11245,53.20731,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0352120820241844,0.03213352340887033,0.04041873621558329,0.01,0.01,0.04669826153451358,0.01,0.13579903960465095,0.30307635351929957,0.01,0.16144255697808108,0.09781058381327087,0.01,0.01,0.20181855947371186,0.5232411430804158,0.08077988209693251,0.01
475,Market Weighton,-0.6677465,53.86484,0.0964744683704871,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.35102674967570513,0.05622195749573412,0.18154617774123327,0.0368772779779884,0.01,0.01,0.09818044041553693,0.16817863314524617,0.03942287524351519,0.20988950918141128,0.01,0.09780995375473908,0.06693038590774249,0.01,0.01,0.1841354500340777,0.3068969567290948,0.07370201164204608,0.01
476,Hawes,-2.1968695,54.303830000000005,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03230149107663968,0.04574765729209235,0.03252435358289621,0.01,0.0766979568377889,0.03430980015932636,0.051147288807371995,0.01,0.01,0.01,0.07774087171019195,0.01,0.01,0.013341250903824084,0.04773431952616284,0.01,0.01,0.03095886350443946
477,Reeth,-1.9428115000000001,54.38946,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.187170708385873,0.07728803460610521,0.10531704700281702,0.01,0.19191107562485976,0.14284092699634995,0.03312398697611699,0.01,0.07992253540683242,0.01,0.20018886340398864,0.01911450722682907,0.01,0.04320027898274064,0.23353265692278247,0.01,0.01,0.01
478,Aysgarth,-1.9967433999999997,54.29159,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04789605923941903,0.06404183812913078,0.06545027290543574,0.01,0.15434287397989868,0.08876984230033019,0.13380389420386155,0.01,0.04966861398546063,0.01,0.1430086519671336,0.011878890930310866,0.01,0.026847221124000044,0.0887492162093013,0.01,0.01,0.24919985696788918
479,Stanhope,-2.011302,54.74946,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3130264354463044,0.04829397263929211,0.5396264263753261,0.01,0.5396264263753262,0.1943778989511288,0.01,0.01,0.22473071473364195,0.2740546003440874,0.17392005122571574,0.047775339167265125,0.01,0.27668846985389867,0.23368917070868492,0.01,0.01,0.01
480,Keswick,-3.134706,54.60128,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1554829275874775,0.18680366277784957,0.053355302493875656,0.01,0.1201017358491142,0.0924670211136721,0.0734174919667031,0.01,0.0961638298661132,0.060233725646560654,0.12841617765614805,0.06778600407614538,0.01,0.6606821171721716,0.15299620766894761,0.01,0.01,0.01
481,Oxenholme,-2.7243327999999996,54.30134,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1162870977690639,0.20173165350043304,0.01,0.01,0.05756038921200109,0.023121431956971673,0.13270273406312233,0.01,0.058216196139424324,0.019245220993024337,0.15793035870949756,0.055692624341525304,0.01,0.22813877525481785,0.11258883048014631,0.01,0.01,0.01
