index,placename,longitude,latitude,avoid,demsel,demsels,emsel,emself,emsels,emsen,hersel,himself,himsen,theirsel,theirself,theirselfs,theirseln,theirsels,theirselves,theirsen,theirsens,them,themsel,themself,themselfs,themselns,themsels,themselves,themsen,themsens,theysen
235,Hawick,-2.780914,55.42706,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1123219851338696,0.01,0.14209263812076958,0.03386031554582473,0.15971532367584804,0.01,0.24815082358416415,0.02781306655026995,0.01,0.01,0.11018550533162885,0.16189038028717323,0.1146448314253759,0.12133764893503822,0.01,0.5964094409240536,0.21474857812308276,0.01,0.01,0.01
236,Bridport,-2.758301,50.733579999999996,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11435760138729593,0.01,0.01,0.10125221218867876,0.20695799843486376,0.01,0.01,0.17673449823614246,0.01,0.01,0.01,0.01,0.29732979484293537,0.01,0.01,0.21223160095296467,0.16177536682768334,0.01,0.01,0.01
237,Shrewsbury,-2.7553267999999997,52.7073,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.16060256977556625,0.36474359241026805,0.01,0.01,0.13741657961299497,0.03441540286720151,0.01,0.263614276938427,0.01,0.3034681412193333,0.1654977552973085,0.01,0.01,0.5335696299590446,0.0899389035032311,0.01,0.01
238,Penrith,-2.752708,54.6641,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5050917404606219,0.11500861271921083,0.3057897439549198,0.01,0.550661381261034,0.20737045605089582,0.12623103588889256,0.01,0.03480845608353051,0.15726295637517726,0.2436042764175463,0.15539798094585291,0.01,0.5048665931936054,0.22463979779319954,0.01,0.01,0.01
239,Kendal,-2.74629,54.32801,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.24070527382461476,0.39527298888833134,0.0826000828261858,0.01,0.10845984226351925,0.14314947616606025,0.2500489972611779,0.01,0.10969556559474401,0.0569852959928582,0.2741119536308123,0.10494045182835332,0.01,0.4298771415043008,0.18843023458123276,0.01,0.01,0.01
240,Street,-2.7429189999999997,51.12468,0.09170221903446345,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0321551063423365,0.17526547103390072,0.01,0.01,0.0704330578049976,0.01,0.01,0.047501672510171046,0.01,0.21305998754137764,0.06361957740987735,0.01,0.01,0.20690081697793733,0.01,0.01,0.01
241,Glastonbury,-2.718454,51.14743,0.10577956474335559,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.03709128512899316,0.20217073736828237,0.01,0.01,0.08124534255115744,0.01,0.01,0.054793725774715786,0.01,0.26491781364171685,0.073385914522351,0.01,0.01,0.21931148040967485,0.01,0.01,0.01
242,Hereford,-2.715974,52.0564,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.10128361223023986,0.10616522523194324,0.01,0.01,0.035197870040527164,0.01,0.01,0.4661329485464094,0.01,0.41231790453009737,0.042390579792911436,0.01,0.01,0.3617576216130353,0.01,0.01,0.01
243,Ludlow,-2.7139129,52.36775,0.12196625032472752,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17106838773732097,0.23310747044592595,0.01,0.01,0.017564574347510208,0.01,0.01,0.189535242178907,0.01,0.23737263516656745,0.06346172532590037,0.01,0.01,0.29563611484400093,0.01,0.01,0.01
244,Preston,-2.70309,53.7632,0.01,0.01,0.01,0.01,0.01,0.6545920122995156,0.01,0.01,0.01,0.01,0.05569686682887429,0.6386000014563991,0.21310836005195993,0.01,0.11421494693879523,0.12846119307741818,0.01,0.01,0.17327435701233931,0.05346260838366795,0.42728637698823724,0.01,0.01,0.10926934481677673,0.45215385194412455,0.01,0.01,0.01
245,Whitchurch,-2.682045,52.96872,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.19917547159345902,0.01,0.01,0.01,0.07574256013857077,0.018969404774179407,0.01,0.09081337128328049,0.01,0.22439994219569917,0.05473236323488433,0.01,0.01,0.23636876771568957,0.04957336899649037,0.01,0.01
246,Wells,-2.6445979,51.20935,0.11860822315821562,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0415896154846011,0.22668945549186953,0.01,0.01,0.0227746392775705,0.01,0.01,0.061438960068757396,0.01,0.3185195343026432,0.08228595898891225,0.01,0.01,0.24590898131128172,0.01,0.01,0.01
247,Yeovil,-2.633308,50.94206,0.1462878303798961,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.10259076935903608,0.2795919855377126,0.01,0.01,0.11235823213223069,0.01,0.01,0.01,0.01,0.3531257983417065,0.01,0.01,0.01,0.3434389907072984,0.01,0.01,0.01
248,Wigan,-2.6325074,53.54506,0.01,0.01,0.01,0.01,0.01,0.6881077270506268,0.01,0.01,0.01,0.01,0.01,0.32879848868944117,0.01,0.01,0.01,0.2025577889870872,0.01,0.01,0.20238462817460076,0.07493325990233614,0.5588022285856321,0.01,0.01,0.01,0.47887829359105266,0.01,0.01,0.01
249,Warrington,-2.5969501,53.39004,0.01,0.01,0.01,0.01,0.01,0.7103679021307535,0.01,0.01,0.01,0.01,0.01,0.42429383029364137,0.01,0.01,0.01,0.13940699934765577,0.01,0.01,0.5850088650027042,0.07735733889342689,0.6645066823682688,0.01,0.01,0.01,0.33941824012843175,0.01,0.01,0.01
250,Arbroath,-2.591543,56.55911,0.4493750416675279,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.250122202090603,0.2055939147820426,0.24539028624148385,0.01,0.20823424111404717,0.024653441595875243,0.01,0.01,0.30371707392558933,0.13748665965814147,0.23128449922903502,0.01,0.01,0.0629107984939034,0.146798865289774,0.01,0.01,0.01
251,Bristol,-2.58791,51.45451,0.2753327105367874,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.09654458398118906,0.01,0.01,0.01,0.05286819915872521,0.01,0.01,0.14262211301932556,0.01,0.6646286500073122,0.19101555966582928,0.01,0.01,0.6715810086002396,0.01,0.01,0.01
252,Guernsey,-2.5852779999999997,49.46569,0.01,0.01,0.01,0.01,0.12311734019725062,0.01,0.01,0.01,0.035943595451299874,0.01,0.01,0.04375862855851218,0.01,0.01,0.01,0.04901400031163309,0.01,0.01,0.01,0.01,0.07599502963160137,0.01,0.01,0.06670625051674536,0.0643375416097219,0.01,0.01,0.01
253,Ross-on-Wye,-2.582446,51.91445,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0634739140833099,0.08649315549580444,0.01,0.01,0.013034464734257949,0.01,0.01,0.14065186323552825,0.01,0.36049598939992544,0.10988645957280938,0.01,0.01,0.3021760300154523,0.01,0.01,0.01
254,Jedburgh,-2.5549369,55.47772,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.09348262735631278,0.01,0.103521326363005,0.028181048051856564,0.1329268537097819,0.01,0.29720082718452956,0.023148082121735913,0.01,0.01,0.09170449153571522,0.17717928200574343,0.07137748078949051,0.12145628721973357,0.01,0.5542060524543239,0.17063294972921011,0.01,0.01,0.01
255,Sedbergh,-2.5281740000000004,54.32363,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13339530986202347,0.19912067128305438,0.01,0.01,0.1603554188198059,0.07956920185917576,0.15222602222855697,0.01,0.06678099008394708,0.022076586886929463,0.1811651467862025,0.01,0.01,0.08121806694110746,0.137575935199983,0.01,0.01,0.01
256,Sedbergh,-2.5281740000000004,54.32363,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13339530986202347,0.19912067128305438,0.01,0.01,0.1603554188198059,0.07956920185917576,0.15222602222855697,0.01,0.06678099008394708,0.022076586886929463,0.1811651467862025,0.01,0.01,0.08121806694110746,0.137575935199983,0.01,0.01,0.01
257,Nantwich,-2.524102,53.06718000000001,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.06828678850354153,0.01,0.01,0.290213281783843,0.01,0.01,0.01,0.11174199932714618,0.023321093941902307,0.01,0.17863435568748326,0.01,0.2817316913605819,0.044858852992894195,0.645301871516065,0.01,0.22553498756040877,0.060945781332970204,0.01,0.01
258,Banff,-2.524038,57.666509999999995,0.3350370297799548,0.01,0.01,0.01,0.01,0.1404919875130563,0.01,0.4435741560611344,0.01,0.01,0.04781580889482211,0.0559427175327393,0.18295371352649945,0.01,0.09805362303452345,0.027571010830774515,0.01,0.01,0.13222771258511773,0.24478770775763717,0.13864279527323417,0.01,0.01,0.2501542007921936,0.14593027514592047,0.01,0.01,0.01
259,Dunbar,-2.516737,56.00209,0.20760338766043177,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14616469175652785,0.01,0.26962150547132696,0.192503635636098,0.13226033890976327,0.01,0.1653974708708202,0.042520643954869465,0.01,0.01,0.18401009679500066,0.3583464123009667,0.21674133586344382,0.09921892251412369,0.01,0.13563054440014524,0.1886258678604554,0.01,0.01,0.01
260,Cinderford,-2.5009579,51.8253,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.059499659487836885,0.08107761076895814,0.01,0.01,0.012218345512404624,0.01,0.01,0.13184531141186148,0.01,0.3494446425679404,0.10300620375048361,0.01,0.01,0.2716153791317651,0.01,0.01,0.01
261,Banchory,-2.4909599,57.05386,0.3868046770021911,0.01,0.01,0.01,0.01,0.1621998556012597,0.01,0.5121122231606293,0.01,0.01,0.05520398305616408,0.16146651377974391,0.21122247923892926,0.01,0.11320420316426962,0.03183109624039447,0.01,0.01,0.23852912745077529,0.2826106424579001,0.15506287000467894,0.01,0.01,0.2888063295621865,0.13309792250464736,0.01,0.01,0.01
262,Blackburn,-2.487529,53.748580000000004,0.01,0.01,0.01,0.01,0.01,0.5432844283366411,0.860681513865584,0.01,0.01,0.01,0.046226107081522964,0.22714787783327564,0.01,0.01,0.09479370507006887,0.14215667068578985,0.08344344904641483,0.01,0.06391581476005052,0.10353411901201422,0.43002390396131596,0.01,0.01,0.09068905886119963,0.3442318470128347,0.01,0.01,0.01
263,Market Drayton,-2.483485,52.90355,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14168117654339396,0.01,0.01,0.01,0.06612373340490867,0.016560410182107018,0.01,0.031712258118881134,0.01,0.20421523048903056,0.047781698803723675,0.01,0.01,0.2147510959133643,0.043277864248449566,0.01,0.01
264,Telford,-2.4672611,52.67759,0.17059624633263862,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.26320385273534347,0.32605134079545456,0.01,0.01,0.02456786565248939,0.030764593216609692,0.01,0.17673741959513045,0.01,0.3690794756768602,0.08876498291590598,0.01,0.01,0.3729402374182732,0.08039812264588524,0.01,0.01
265,Montrose,-2.4661150000000003,56.70692,0.4126771146684885,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.20024791070936612,0.18880421847821402,0.22535064457080564,0.01,0.1610348812816502,0.0566003359343859,0.01,0.01,0.2789142122314382,0.13568120573929968,0.1910503453091858,0.01,0.01,0.30812389267217827,0.1312157145715153,0.01,0.01,0.01
266,Turriff,-2.4623,57.53893000000001,0.3493672754614488,0.01,0.01,0.01,0.01,0.1465011283494163,0.01,0.4625467652634434,0.01,0.01,0.04986099264472641,0.0933368086141739,0.19077903261107448,0.01,0.1022475848451573,0.028750281549451865,0.01,0.01,0.1378833728221107,0.25525779816609323,0.14457284222816152,0.01,0.01,0.26085382751096053,0.14304168418389418,0.01,0.01,0.01
267,Weymouth,-2.457621,50.61443,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14732898246185114,0.01,0.01,0.08152817063162232,0.26662776196648275,0.01,0.01,0.14732900236465926,0.01,0.01,0.04817554450925474,0.01,0.4293587815056615,0.01,0.01,0.27342184022166355,0.19140444280872404,0.01,0.01,0.01
268,Crewe,-2.4438209,53.1004,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0854923212475081,0.01,0.01,0.3065642366252203,0.01,0.01,0.01,0.046632168553274525,0.029197074555951986,0.01,0.39137534423973985,0.01,0.3673726332164157,0.056161485331300255,0.8078920697582439,0.01,0.28236076159984036,0.07630167460765044,0.01,0.01
269,Fortuneswell,-2.4422189999999997,50.55919,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.08936474874267195,0.01,0.01,0.029671329223739506,0.16172732993744385,0.01,0.01,0.08936476081503827,0.01,0.01,0.029221646404336853,0.01,0.25532787835377185,0.01,0.01,0.16584838667771892,0.12641936201816442,0.01,0.01,0.01
270,Dorchester,-2.4411810000000003,50.71116,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.06004423111984904,0.32727867039372555,0.01,0.01,0.1808425336083385,0.01,0.01,0.0591342328203042,0.01,0.5321936583227588,0.01,0.01,0.3356182254404577,0.2714908490027717,0.01,0.01,0.01
271,Alston,-2.438685,54.812169999999995,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.20173513213888292,0.03960379216297947,0.3074447664617781,0.01,0.26819650436522424,0.08872034394443028,0.01,0.01,0.07446137867041162,0.14605247325208356,0.08829786536532021,0.023744535725556817,0.01,0.13751528239902258,0.10706580791298267,0.01,0.01,0.01
272,Kelso,-2.432207,55.600030000000004,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1085316140811595,0.01,0.24909132286759433,0.03912393844281234,0.15432563670749858,0.01,0.2105357531147426,0.0400298483746482,0.01,0.01,0.10114387156301782,0.1733996569812273,0.1263839752461468,0.10932121146780141,0.01,0.5035484757731128,0.1772127506745873,0.01,0.01,0.01
273,Wincanton,-2.416007,51.055690000000006,0.09720148418381083,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.06816681209476567,0.1857759178572045,0.01,0.01,0.0746568384749444,0.01,0.01,0.033566857154966774,0.01,0.2668981917150951,0.01,0.01,0.01,0.18967215437944673,0.01,0.01,0.01
274,Clitheroe,-2.3930830000000003,53.8711,0.01,0.01,0.01,0.01,0.01,0.3884715696849848,0.615424041719516,0.01,0.01,0.01,0.059496555925594934,0.19335765942765457,0.01,0.01,0.09489416355446564,0.10164809098537482,0.21877397152285355,0.01,0.07312406143416111,0.03172770673644299,0.26036427992863254,0.01,0.01,0.11672379534056944,0.24210535073254683,0.01,0.01,0.01
275,Sark,-2.3666256000000003,49.43007,0.01,0.01,0.01,0.01,0.12311734019725062,0.01,0.01,0.01,0.035943595451299874,0.01,0.01,0.035802514340241814,0.01,0.01,0.01,0.04901400031163309,0.01,0.01,0.01,0.01,0.07086022608555094,0.01,0.01,0.06670625051674536,0.07160146061060074,0.01,0.01,0.01
276,Bath,-2.3590167,51.38106,0.20229784215078186,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.07093512780469276,0.01,0.01,0.01,0.03884435883900874,0.01,0.01,0.10479011248080362,0.01,0.45170433956636247,0.14034669350505014,0.01,0.01,0.5304450174030882,0.01,0.01,0.01
277,Kidderminster,-2.2496839,52.3886,0.14494719092495278,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.44048588017834733,0.2770296941555491,0.01,0.01,0.02087410004559208,0.01,0.01,0.3879263619704168,0.01,0.2974062191829947,0.07541921468233627,0.01,0.01,0.24527506072259572,0.01,0.01,0.01
278,Manchester,-2.2426305,53.48076,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.2389149771408343,0.01,0.01,0.01,0.16353850054179617,0.01,0.01,1.0,0.2722439318197835,0.7606875361993898,0.01,0.01,0.33385482657842247,0.6647739132177777,0.01,0.01,0.01
279,Burnley,-2.2405035,53.78929,0.01,0.01,0.01,0.01,0.01,0.5061464028668482,0.8018467482876651,0.01,0.01,0.01,0.043066166813367134,0.16627319032588905,0.01,0.01,0.0883137640858468,0.1324390756632458,0.25265302310807086,0.025165023203621684,0.0818766255694011,0.12401575712149376,0.36290667731733467,0.01,0.01,0.2534691242592235,0.2983568351065999,0.05078973064837756,0.16466317361335955,0.01
280,Gloucester,-2.238156,51.86424,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1419504753127575,0.12895317928364577,0.01,0.01,0.019433163908844284,0.01,0.01,0.1747489455369371,0.01,0.5008203444071718,0.16383040069367036,0.01,0.01,0.4813732857804939,0.01,0.01,0.01
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.07768362804704741,0.01,0.01,0.25277039226069015,0.01,0.01,0.01,0.021186439710057764,0.02653027367569104,0.01,0.12700997328271713,0.01,0.34047613888481787,0.051031810499280426,0.7341008658258651,0.01,0.303668212104678,0.06933243621292279,0.01,0.01
282,Worcester,-2.221575,52.19364,0.20443366696053925,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5495776938137905,0.5209639379487059,0.01,0.01,0.05888170782244607,0.01,0.01,0.4588846838171615,0.01,0.41946203701132045,0.09455229936870062,0.01,0.01,0.3677520585058314,0.01,0.01,0.01
283,Trowbridge,-2.208853,51.31966,0.19569035061759366,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.06861823084033569,0.01,0.01,0.01,0.03757561682272182,0.01,0.01,0.06757828958006966,0.01,0.5019028031354169,0.13576266245861718,0.01,0.01,0.4534544136060757,0.01,0.01,0.01
284,Shaftesbury,-2.198083,51.0046,0.106499220005403,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.07468725790872789,0.01,0.01,0.01,0.11247236496969502,0.01,0.01,0.036777669961053354,0.01,0.28278763356797515,0.01,0.01,0.2087328394987717,0.19807375227945592,0.01,0.01,0.01
285,Alderney,-2.1973557,49.715,0.03403471953228614,0.01,0.01,0.01,0.12311734019725062,0.01,0.01,0.01,0.035943595451299874,0.01,0.01,0.0119341716854307,0.01,0.01,0.01,0.04901400031163309,0.01,0.01,0.01,0.01,0.07702199773492266,0.01,0.01,0.06670625051674536,0.0653752523292661,0.01,0.01,0.01
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.10582146359363459,0.01,0.01,0.34432651428128047,0.01,0.01,0.01,0.028860393300616766,0.036139820712300104,0.01,0.17301433521649728,0.01,0.44565936081515545,0.06951607452726476,1.0,0.01,0.4319906814819759,0.09444538133724123,0.01,0.01
287,Colne,-2.176991,53.85564,0.01,0.01,0.01,0.01,0.01,0.01,0.5916415659932417,0.01,0.01,0.01,0.03177631440072357,0.1078136126909548,0.01,0.01,0.06516219438949851,0.09771999735788608,0.37761938917569077,0.018567979190838645,0.10434896657855983,0.06100324313870249,0.2658506982746056,0.01,0.01,0.12468124191824602,0.2065651077447356,0.037475135792906844,0.12149650554307015,0.11573096687070762
288,Blandford Forum,-2.165353,50.85691,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0666671743572694,0.01,0.01,0.01,0.10039483274338905,0.01,0.01,0.0328284021183904,0.01,0.2610265572926281,0.01,0.01,0.18631864383022656,0.18549945637995385,0.01,0.01,0.01
289,Rochdale,-2.1561,53.60971,0.01,0.01,0.01,0.01,0.01,0.5933135483514436,0.9399385963546517,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.103522918351808,0.09702960804852756,0.09112745784374664,0.01,0.3839087676889593,0.16152601320514423,0.4147322389518028,0.01,0.01,0.19808059179149967,0.4498845861777563,0.01,0.01,0.01
290,Jersey,-2.13125,49.21444,0.01,0.01,0.01,0.01,0.12311734019725062,0.01,0.01,0.01,0.035943595451299874,0.01,0.01,0.0119341716854307,0.01,0.01,0.01,0.04901400031163309,0.01,0.01,0.01,0.01,0.07086022608555094,0.01,0.01,0.06670625051674536,0.07782768757057891,0.01,0.01,0.01
291,Wolverhampton,-2.12882,52.586969999999994,0.18922294149572014,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5750372491029037,0.36165153167344694,0.01,0.01,0.06358410162916651,0.01,0.01,0.4737503968847883,0.01,0.37112348457356836,0.09845686250572314,0.01,0.01,0.33173571163582144,0.01,0.01,0.01
292,Stafford,-2.12066,52.80669,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.43581607028743014,0.3617467962581157,0.01,0.01,0.12720170459299285,0.03413263999203853,0.01,0.11438366331519331,0.01,0.35808570001879036,0.16413799724648861,0.01,0.12365488374465033,0.4166544381900165,0.08919994998751281,0.01,0.01
293,Macclesfield,-2.119287,53.25866,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.09428383187420358,0.01,0.01,0.12521830955457194,0.01,0.01,0.01,0.01,0.01,0.10423308853010702,0.647433008325594,0.01,0.452562297311578,0.01,0.8909707792009312,0.01,0.31030823608349545,0.01,0.01,0.01
294,Hexham,-2.1121439,54.97266,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3405883933266773,0.052546253881488925,0.5871404991522376,0.01,0.5871404991522378,0.16617296118839925,0.01,0.01,0.24451823997918068,0.29818509060391685,0.20347703877667833,0.10656300792320245,0.01,0.3010508721577966,0.2398731567530589,0.01,0.01,0.01
295,Aberdeen,-2.094278,57.149719999999995,0.7553123309866124,0.01,0.01,0.01,0.01,0.3167271708536901,0.01,1.0,0.01,0.01,0.10779665190465251,0.27745975657495575,0.41245350078800436,0.01,0.29473801000257704,0.10359414212626977,0.01,0.01,0.40988209932375036,0.6208345709959596,0.29302339314723896,0.01,0.01,0.5639512522855745,0.2500303340166724,0.01,0.01,0.01
296,Dudley,-2.081112,52.51225,0.18276223850671885,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5554035575182591,0.349303540921425,0.01,0.01,0.0965063477804312,0.01,0.01,0.4575749766054068,0.01,0.31984954476844535,0.09509521649784305,0.01,0.01,0.34827083797123054,0.01,0.01,0.01
297,Cheltenham,-2.0782533,51.899390000000004,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1686017230727678,0.12253134219483164,0.01,0.01,0.046163489311125745,0.01,0.01,0.16604649038294783,0.01,0.39753358644657694,0.02223881406239512,0.01,0.01,0.5541589619373072,0.01,0.01,0.01
298,Bromsgrove,-2.061906,52.33559,0.15991502583228728,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4859722389787401,0.305636904133813,0.01,0.01,0.05373583760075375,0.01,0.01,0.42798521171509646,0.01,0.36671962054197105,0.08320730872543163,0.01,0.01,0.22184587608219491,0.01,0.01,0.01
299,Skipton,-2.0162787,53.96285,0.01,0.01,0.01,0.01,0.01,0.01,0.5911544839117442,0.01,0.01,0.01,0.01,0.1814463680771504,0.03737939657466035,0.4625427551102238,0.06510854816329921,0.03661483129697386,0.5580638967292776,0.1783912635242747,0.07049364551050914,0.01,0.2501409410034625,0.01,0.01,0.01916594061520507,0.14810652204575608,0.2102640379018659,0.19610198510224705,0.4625427551102238
300,Fraserburgh,-2.007631,57.69335,0.36306252688408686,0.01,0.01,0.01,0.01,0.15224399531884092,0.01,0.48067867025266664,0.01,0.01,0.05181555129521795,0.06062226734023603,0.1982576002998351,0.01,0.1062557060407169,0.029877297048460223,0.01,0.01,0.14328842243732146,0.2652639434722222,0.15024012008234777,0.01,0.01,0.2710793380359561,0.15813719002393636,0.01,0.01,0.01
301,Berwick,-2.005395,55.77024,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12164607806598213,0.01,0.1860355914365878,0.032311628192837415,0.11007413157515702,0.01,0.25564058968560155,0.03538795527011314,0.01,0.01,0.17303175494052775,0.196982414833553,0.15953014511276373,0.12253108679039224,0.01,0.6396476334736175,0.18508024719365734,0.01,0.01,0.01
302,Poole,-1.987248,50.71505,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11907318210672972,0.01,0.01,0.01,0.16627262840733573,0.01,0.01,0.09381486296617084,0.01,0.4621167437501397,0.023558890235390772,0.01,0.3327807728550649,0.327176113460622,0.01,0.01,0.01
303,Walsall,-1.9829189999999999,52.586209999999994,0.1852633795786188,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6063124088096006,0.35408383601901733,0.01,0.01,0.1334005330167719,0.01,0.01,0.2719044395760459,0.01,0.37453780724666685,0.09639661526417098,0.01,0.12103547572968766,0.30219966900650136,0.01,0.01,0.01
304,Cirencester,-1.968243,51.71849,0.17891124988179452,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2509387554660476,0.11398112534016185,0.01,0.01,0.017176884692216385,0.01,0.01,0.061783916352987044,0.01,0.31310998538979823,0.02068699328398714,0.01,0.01,0.5400369762294552,0.01,0.01,0.01
305,Evesham,-1.9467700000000001,52.09215,0.13246235375788248,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2632026327096825,0.08438937270018149,0.01,0.01,0.03815227563741076,0.01,0.01,0.2973333415459201,0.01,0.2717895225414146,0.015316241009891254,0.01,0.01,0.28674867528638254,0.01,0.01,0.01
306,Buxton,-1.91483,53.259080000000004,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.07896859873290381,0.01,0.01,0.10487815614474415,0.01,0.01,0.01,0.0430737749635732,0.01,0.08730172267295526,0.3873325595249412,0.01,0.32489928574385907,0.01,0.7462436830032085,0.01,0.32829789990389036,0.01,0.01,0.01
307,Keighley,-1.9123580000000002,53.8678,0.01,0.01,0.01,0.01,0.01,0.01,0.7096981394952511,0.01,0.01,0.01,0.011728304766981227,0.11080255051274955,0.044875051998171246,0.5552960210443764,0.07816470441189935,0.04395716916066616,0.601166382930617,0.3923482550313328,0.08462967029192855,0.011257828320719138,0.3141166058817235,0.01,0.01,0.023009268755404058,0.17780618434533924,0.25242808870243033,0.23542613270470922,0.5552960210443764
308,Birmingham,-1.8904009999999998,52.48624,0.3055576248923462,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.5839956940914429,0.01,0.01,0.22001946699174926,0.01,0.01,0.7650131898366904,0.01,0.6177307305684426,0.15898835957098525,0.01,0.1996255956023098,0.44252458765705965,0.01,0.01,0.01
309,Bournemouth,-1.880769,50.719159999999995,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.14235644497564617,0.01,0.01,0.01,0.1987851492505564,0.01,0.01,0.2173084043085122,0.01,0.5341027274790959,0.028165534859693215,0.01,0.39785186674050954,0.39115128670581195,0.01,0.01,0.01
310,Halifax,-1.8575400000000002,53.727019999999996,0.01,0.01,0.01,0.01,0.01,0.01,0.7005397477756982,0.01,0.01,0.01,0.011576955336449103,0.10937268462379142,0.044295956067432495,0.5481301314949821,0.07715601784248495,0.11570644497705453,0.5481301314949821,0.3872851460698022,0.13556094420862622,0.0833441114403381,0.26006134824415233,0.01,0.01,0.17034253895857826,0.20307067207013302,0.2491705976809671,0.2323880456303051,0.13703253287374553
311,Salisbury,-1.794472,51.06878,0.1594938214927044,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.11185205093586495,0.01,0.01,0.01,0.04900050585371615,0.01,0.01,0.1707431701575962,0.01,0.3859664719513902,0.022130173595591256,0.01,0.31259945604290285,0.34623786326256156,0.01,0.01,0.01
