index,placename,longitude,latitude,avoid,demsel,demsels,emsel,emself,emselves,him,himself,theirsel,theirself,theirselfs,theirseln,theirselns,theirsels,theirselves,theirsen,theirsens,them,themsel,themself,themselfs,themseln,themselns,themsels,themselves,themsen,themsens
247,Yeovil,-2.633308,50.94206,0.2741698996487019,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.40787774744045296,0.01,0.01,0.01,0.21834802421265742,0.11968840919924174,0.01,0.01,0.01,0.01,0.30106663205813133,0.01,0.01,0.01,0.01,0.19445162940641111,0.01,0.01
248,Wigan,-2.6325074,53.54506,0.3975077943697479,0.01,0.01,0.01,0.01,0.01,0.6308099936662735,,0.01,0.3268071380667903,0.01,0.01,0.01,0.3498974602739752,0.3835955859705849,0.01,0.01,0.01,0.01,0.729038644026402,0.1364705870309309,0.01,0.01,0.08519832522229398,0.16250037392966896,0.01,0.01
249,Warrington,-2.5969501,53.39004,0.44636411819503014,0.01,0.01,0.01,0.01,0.01,0.6512165962217942,,0.01,0.44983906239006854,0.01,0.01,0.01,0.3612165872356426,0.39600484191698815,0.01,0.01,0.01,0.01,0.5423312197204139,0.14088538872719594,0.01,0.01,0.351817909748668,0.20929453161763542,0.01,0.01
250,Arbroath,-2.591543,56.55911,0.29410514385062764,0.01,0.01,0.01,0.01,0.01,0.01,,0.035133527816642196,0.1789916036078677,0.01,0.01,0.01,0.33536672199199136,0.10504726355694546,0.01,0.01,0.01,0.13702076342367497,0.18790257998410537,0.01,0.01,0.01,0.38496933550421303,0.08889639284608758,0.01,0.01
251,Bristol,-2.58791,51.45451,0.5651684216450138,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.3838394615404768,0.01,0.01,0.01,0.01,0.2252691426148335,0.01,0.01,0.01,0.01,0.5918308204936145,0.16028657437512794,0.01,0.01,0.01,0.3958852356959918,0.01,0.01
252,Guernsey,-2.5852779999999997,49.46569,0.0637872310670415,0.01,0.01,0.01,0.01,0.15339901508823653,0.09158429751161562,,0.01,0.023723786369953388,0.01,0.01,0.01,0.050799945184831274,0.01,0.01,0.01,0.01,0.01,0.04980971668301466,0.05944054296722779,0.01,0.01,0.01,0.04333233480935812,0.01,0.01
253,Ross-on-Wye,-2.582446,51.91445,0.18174814602082703,0.01,0.01,0.01,0.01,0.01,0.01,,0.0743014663971804,0.01,0.01,0.01,0.01,0.050660271630465596,0.055539290186047814,0.01,0.01,0.01,0.01,0.2918275026139254,0.07903615202638722,0.01,0.01,0.03700658725709981,0.284742578618148,0.01,0.01
254,Jedburgh,-2.5549369,55.47772,0.26859800983030363,0.01,0.01,0.01,0.01,0.01,0.01,,0.153406883145935,0.26737172897162526,0.13794918845903023,0.01,0.01,0.14313134264698,0.12070470768692593,0.01,0.01,0.01,0.15744390636039204,0.048579690966679405,0.05153127706799203,0.01,0.01,0.05629903445277346,0.026235032482646914,0.01,0.01
255,Sedbergh,-2.5281740000000004,54.32363,0.10683940854946211,0.01,0.01,0.01,0.01,0.01,0.01,,0.05039723508826334,0.17116947723340772,0.01,0.01,0.01,0.01,0.15068487252459126,0.08303584714545528,0.01,0.01,0.19654921213568544,0.19794090167529854,0.01,0.01,0.01,0.01,0.13718508514268646,0.01,0.01
256,Sedbergh,-2.5281740000000004,54.32363,0.10683940854946211,0.01,0.01,0.01,0.01,0.01,0.01,,0.05039723508826334,0.17116947723340772,0.01,0.01,0.01,0.01,0.15068487252459126,0.08303584714545528,0.01,0.01,0.19654921213568544,0.19794090167529854,0.01,0.01,0.01,0.01,0.13718508514268646,0.01,0.01
257,Nantwich,-2.524102,53.06718000000001,0.16927422523090066,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.2854508789676253,0.01,0.01,0.01,0.01,0.15870929360111366,0.01,0.01,0.01,0.01,0.28684735886343216,0.01,0.01,0.01,0.01,0.2521925496536215,0.01,0.01
258,Banff,-2.524038,57.666509999999995,0.16497078639050688,0.01,0.01,0.4588697477844872,0.01,0.01,0.01,,0.0361299730522372,0.10353830379881074,0.01,0.01,0.01,0.25865869972821126,0.2025498190558937,0.01,0.01,0.01,0.2935560247802318,0.05661087770853067,0.01,0.01,0.01,0.45886981510339536,0.0984049945582622,0.01,0.01
259,Dunbar,-2.516737,56.00209,0.3664410559251665,0.01,0.01,0.01,0.01,0.01,0.01,,0.03787250625200577,0.5466792853128241,0.21569034995480063,0.01,0.01,0.15493354887454158,0.0754911006418569,0.01,0.01,0.01,0.34463981734606464,0.1455837455897921,0.01,0.01,0.01,0.2640789435672021,0.061913723772255694,0.01,0.01
260,Cinderford,-2.5009579,51.8253,0.1476526854308421,0.01,0.01,0.01,0.01,0.01,0.01,,0.06964927268037564,0.01,0.01,0.01,0.01,0.04748831004210295,0.052061841498048135,0.01,0.01,0.01,0.01,0.3084774528297423,0.07408750824199568,0.01,0.01,0.0346895157231738,0.265895679938713,0.01,0.01
261,Banchory,-2.4909599,57.05386,0.17424906054204936,0.01,0.01,0.5121122231606292,0.01,0.01,0.01,,0.040322112642866566,0.01,0.01,0.01,0.01,0.2886707194418928,0.1808412477931407,0.01,0.01,0.01,0.32761716510664474,0.13141316124731725,0.01,0.01,0.01,0.5121122231606292,0.11639233051270208,0.01,0.01
262,Blackburn,-2.487529,53.748580000000004,0.2642912966843788,0.01,0.01,0.01,0.01,0.01,0.01,,0.10129347710146878,0.25802533847710585,0.01,0.01,0.01,0.2762559323322398,0.15143087825927037,0.01,0.01,0.01,0.01,0.6263890764324089,0.1077481649241968,0.01,0.01,0.06726697229811475,0.17192352341172837,0.01,0.01
263,Market Drayton,-2.483485,52.90355,0.11200677877392837,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.35632510425693587,0.01,0.01,0.01,0.01,0.1427535365858165,0.01,0.01,0.01,0.01,0.23393030343834265,0.032075984659720176,0.01,0.01,0.01,0.13857497693989812,0.01,0.01
264,Telford,-2.4672611,52.67759,0.31972827552367983,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.28539248472279094,0.39879373289070896,0.01,0.01,0.01,0.19540757163575573,0.01,0.01,0.01,0.01,0.2902380380057753,0.35752903215084086,0.01,0.01,0.09300195506570007,0.24970313365824218,0.01,0.01
265,Montrose,-2.4661150000000003,56.70692,0.20694996203945304,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.16437436812841635,0.01,0.01,0.01,0.26398218315075384,0.1929372853780145,0.01,0.01,0.01,0.16777473154443004,0.17255763528579787,0.01,0.01,0.01,0.44994862088260273,0.12027031233092995,0.01,0.01
266,Turriff,-2.4623,57.53893000000001,0.1628111981773152,0.01,0.01,0.47849658194629824,0.01,0.01,0.01,,0.03767532877200456,0.10796685706009235,0.01,0.01,0.01,0.2697220819376211,0.2112133052135864,0.01,0.01,0.01,0.30611203973519474,0.059032245240176556,0.01,0.01,0.01,0.4784966521445792,0.1120592107901501,0.01,0.01
267,Weymouth,-2.457621,50.61443,0.31125846459296885,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.29172384055394823,0.01,0.01,0.01,0.20822358306751815,0.01,0.01,0.01,0.01,0.01,0.28710666421308606,0.01,0.01,0.01,0.01,0.16104010823639062,0.01,0.01
268,Crewe,-2.4438209,53.1004,0.29862096263112237,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.24451840448548015,0.01,0.01,0.01,0.01,0.06623255473041105,0.01,0.01,0.01,0.01,0.3813350913206133,0.01,0.01,0.01,0.01,0.25124163888205703,0.01,0.01
269,Fortuneswell,-2.4422189999999997,50.55919,0.17369486318111632,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.1769497574593058,0.01,0.01,0.01,0.1263013418825851,0.01,0.01,0.01,0.01,0.01,0.17414913536372734,0.01,0.01,0.01,0.01,0.10562143204636082,0.01,0.01
270,Dorchester,-2.4411810000000003,50.71116,0.3514967068220573,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.47744461132807964,0.01,0.01,0.01,0.25558905384924413,0.01,0.01,0.01,0.01,0.01,0.375910396552318,0.01,0.01,0.01,0.01,0.20137275180169126,0.01,0.01
271,Alston,-2.438685,54.812169999999995,0.17105390867749418,0.01,0.01,0.01,0.01,0.01,0.01,,0.01573413864238802,0.053439524236195426,0.01,0.01,0.01,0.2681965043652242,0.1176104502723865,0.01,0.01,0.047916028461054465,0.1738622236401888,0.08283511635003225,0.12552569250008633,0.01,0.01,0.039182725475451624,0.04097949159324544,0.01,0.01
272,Kelso,-2.432207,55.600030000000004,0.2384638297289676,0.01,0.01,0.01,0.01,0.01,0.01,,0.17810257488300926,0.4536815189041973,0.16015647514461498,0.01,0.01,0.166172861015884,0.14013594956552067,0.01,0.01,0.01,0.10967368995335308,0.11280025018229652,0.05982686659560325,0.01,0.01,0.2334362373647166,0.033076987308722404,0.01,0.01
273,Wincanton,-2.416007,51.055690000000006,0.18217319304807117,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.2710158617692512,0.01,0.01,0.01,0.1450821436544436,0.07952740144927589,0.01,0.01,0.01,0.01,0.28006275544305737,0.01,0.01,0.01,0.01,0.07432982012272889,0.01,0.01
274,Clitheroe,-2.3930830000000003,53.8711,0.177168319935729,0.01,0.01,0.01,0.01,0.01,0.01,,0.07242916232466542,0.1537492837282125,0.01,0.01,0.01,0.19753479037944335,0.10827954549748893,0.07955749663632807,0.01,0.01,0.01,0.44789494243417916,0.01,0.01,0.01,0.01,0.1257731936342678,0.01,0.01
275,Sark,-2.3666256000000003,49.43007,0.0637872310670415,0.01,0.01,0.01,0.01,0.15339901508823653,0.09158429751161562,,0.01,0.023723786369953388,0.01,0.01,0.01,0.050799945184831274,0.01,0.01,0.01,0.01,0.01,0.05914903751040621,0.01,0.01,0.01,0.01,0.04333233480935812,0.01,0.01
276,Bath,-2.3590167,51.38106,0.32497955144375656,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.4230330756581895,0.01,0.01,0.01,0.01,0.1655141569096227,0.01,0.01,0.01,0.01,0.49035321262324,0.11776889152985978,0.01,0.01,0.01,0.32083970123084543,0.01,0.01
277,Kidderminster,-2.2496839,52.3886,0.2845933861039573,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.34351882577167525,0.3388353060727638,0.01,0.01,0.01,0.04743661636134421,0.01,0.01,0.057978885066813424,0.01,0.32614957148608,0.25314560685539167,0.01,0.01,0.07901916031034519,0.14830681751556332,0.01,0.01
278,Manchester,-2.2426305,53.48076,0.34964996027031436,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,0.01,0.5084922702055807,0.01,0.10239809709571142,0.01,0.34067741243778465,0.01,0.7556608647434018,0.3470728707802603,0.01,0.01,0.49526155206814354,0.6909527145029464,0.01,0.01
279,Burnley,-2.2405035,53.78929,0.23083570288077687,0.01,0.01,0.01,0.01,0.01,0.01,,0.094369222445329,0.12019358003366316,0.01,0.01,0.01,0.25737153345015207,0.28215861900985106,0.15548528240650814,0.01,0.17243264684337037,0.01,0.5204814953682565,0.01,0.01,0.01,0.01,0.17366963878430602,0.01,0.01
280,Gloucester,-2.238156,51.86424,0.2529047675208079,0.01,0.01,0.01,0.01,0.01,0.01,,0.11077651477079195,0.1410907661305255,0.01,0.01,0.01,0.07552971160172914,0.08280387047499106,0.01,0.01,0.20241226064014092,0.01,0.43508742453381255,0.11783548679343281,0.01,0.01,0.05517334931169387,0.41535907175615866,0.01,0.01
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.2122622266887783,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.22218459514878583,0.01,0.01,0.01,0.01,0.18054903447508205,0.01,0.01,0.01,0.01,0.33641235986523627,0.06423335574822371,0.01,0.01,0.01,0.27043674211447427,0.01,0.01
282,Worcester,-2.221575,52.19364,0.328410628024989,0.01,0.01,0.01,0.01,0.01,0.01,,0.11188280677096704,0.19949970967967054,0.4778936637138168,0.01,0.01,0.07628400429538731,0.15053546046263128,0.01,0.01,0.2862071582767974,0.01,0.5160994696756241,0.3570368239229511,0.01,0.01,0.16717305395383925,0.2245088339272776,0.01,0.01
283,Trowbridge,-2.208853,51.31966,0.3143650060200666,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.40921588692324157,0.01,0.01,0.01,0.01,0.16010810127019584,0.01,0.01,0.01,0.01,0.52803576300465,0.11392230105028109,0.01,0.01,0.01,0.2766668142049513,0.01,0.01
284,Shaftesbury,-2.198083,51.0046,0.1995988346106409,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.2227047610349891,0.01,0.01,0.01,0.15895986841817691,0.01,0.01,0.01,0.01,0.01,0.26301595751809864,0.01,0.01,0.01,0.01,0.12811490727967492,0.01,0.01
285,Alderney,-2.1973557,49.715,0.06682472433568452,0.01,0.01,0.01,0.01,0.15339901508823653,0.09158429751161562,,0.01,0.023723786369953388,0.01,0.01,0.01,0.050799945184831274,0.01,0.01,0.01,0.01,0.01,0.054479375695812175,0.01,0.01,0.01,0.01,0.04333233480935812,0.01,0.01
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.28020323950858844,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.30266221645008917,0.01,0.01,0.01,0.01,0.245945813279983,0.01,0.01,0.01,0.01,0.44451654570521576,0.01,0.01,0.01,0.01,0.39975433604138794,0.01,0.01
287,Colne,-2.176991,53.85564,0.20438618281787357,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.26605401833858416,0.01,0.01,0.01,0.01,0.2081903650117312,0.19120768359699786,0.01,0.12722920112182315,0.01,0.3316679603397418,0.01,0.01,0.01,0.01,0.1023170173507823,0.28946824564394813,0.01
288,Blandford Forum,-2.165353,50.85691,0.16119734575886713,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.13252681828527044,0.01,0.01,0.01,0.14189040487460175,0.01,0.01,0.01,0.09506310875263808,0.01,0.2086868649501761,0.01,0.01,0.01,0.01,0.14483025210012718,0.01,0.01
289,Rochdale,-2.1561,53.60971,0.24353063514427561,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,0.01,0.3016953531449541,0.16537560626403772,0.060754178332292186,0.01,0.20212852441665022,0.01,0.39287861768270754,0.2059230364991583,0.01,0.01,0.2938453888195935,0.38620963687410975,0.01,0.01
290,Jersey,-2.13125,49.21444,0.0637872310670415,0.01,0.01,0.01,0.01,0.15339901508823653,0.09158429751161562,,0.01,0.023723786369953388,0.01,0.01,0.01,0.050799945184831274,0.01,0.01,0.01,0.01,0.01,0.04980971668301466,0.01,0.01,0.01,0.01,0.049099958236974814,0.01,0.01
291,Wolverhampton,-2.12882,52.586969999999994,0.37152563844234804,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.44845051674942193,0.6192708873240751,0.01,0.01,0.01,0.12385331998517736,0.01,0.01,0.15137836454995374,0.01,0.22846497925322617,0.4957076766638435,0.01,0.01,0.10315645203629357,0.28515649202583876,0.01,0.01
292,Stafford,-2.12066,52.80669,0.2533796387965214,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.01,0.4424528814666964,0.01,0.01,0.01,0.15485743804060506,0.01,0.01,0.01,0.01,0.3116252117106831,0.4958382537022318,0.01,0.01,0.10318362503488054,0.416742226869265,0.01,0.01
293,Macclesfield,-2.119287,53.25866,0.19919111913722454,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.062229964815789705,0.01,0.01,0.01,0.01,0.07304350804468394,0.01,0.01,0.01,0.01,0.4164662681107436,0.07795937273184056,0.01,0.01,0.19467955215546137,0.39221860783178575,0.01,0.01
294,Hexham,-2.1121439,54.97266,0.3885170348440866,0.01,0.01,0.01,0.01,0.01,0.01,,0.05740908445593142,0.18279803872005204,0.01,0.01,0.01,0.5871404991522378,0.12873743584671812,0.01,0.01,0.1048986113171141,0.22389542849239233,0.2158858281246036,0.36640406841677187,0.01,0.01,0.1429658499351893,0.07705978648901751,0.01,0.01
295,Aberdeen,-2.094278,57.149719999999995,0.34025561715091956,0.01,0.01,1.0,0.01,0.01,0.01,,0.07873686824737071,0.01,0.01,0.01,0.01,0.5636864468109918,0.3531281613960189,0.01,0.01,0.01,0.6397370542821124,0.25661008525878937,0.01,0.01,0.01,1.0,0.24277593122200125,0.01,0.01
296,Dudley,-2.081112,52.51225,0.3262185856474944,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.4331389188476015,0.5981269116459113,0.01,0.01,0.01,0.11962455412676232,0.01,0.01,0.14620980177111048,0.01,0.32096641980103685,0.31918837117021037,0.01,0.01,0.09963434635112896,0.2593792038823272,0.01,0.01
297,Cheltenham,-2.0782533,51.899390000000004,0.30897026446585507,0.01,0.01,0.01,0.01,0.01,0.01,,0.10525987117133585,0.134064480157124,0.01,0.01,0.01,0.0717683502613893,0.07868025778496181,0.01,0.01,0.1923321790955797,0.01,0.34305079123889454,0.01,0.01,0.01,0.05242572988197371,0.3829998392120103,0.01,0.01
298,Bromsgrove,-2.061906,52.33559,0.28543781241152544,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.3789919731910965,0.5233547220058029,0.01,0.01,0.01,0.10467021973280208,0.01,0.01,0.12793203026073233,0.01,0.3905462266298945,0.27928644909420614,0.01,0.01,0.08717899934202272,0.15717141921262195,0.01,0.01
299,Skipton,-2.0162787,53.96285,0.20421791734587427,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.33423696709024314,0.031281264941599836,0.4625427551102238,0.4625427551102238,0.01,0.42698630861229625,0.36064927965882976,0.2577847630563225,0.013381521773844444,0.01,0.2111380315900961,0.08569144710374212,0.05621106443773378,0.4625427551102238,0.01,0.07821987242585995,0.31967519073099515,0.30655430689085633
300,Fraserburgh,-2.007631,57.69335,0.1787704201184267,0.01,0.01,0.4972537222250264,0.01,0.01,0.01,,0.039152207507374505,0.11219917461415342,0.01,0.01,0.01,0.2802952294125645,0.21949289955992535,0.01,0.01,0.01,0.3181116792038107,0.061346318415860274,0.01,0.01,0.01,0.49725379517509083,0.10799713910633846,0.01,0.01
301,Berwick,-2.005395,55.77024,0.2878386518957686,0.01,0.01,0.01,0.01,0.01,0.01,,0.19962367565794809,0.508502319190089,0.17950905128569722,0.01,0.01,0.18625242971572933,0.15706933693946717,0.01,0.01,0.01,0.2868276984113219,0.12643051663524432,0.26822428638680756,0.01,0.01,0.1360546750005383,0.01,0.01,0.01
302,Poole,-1.987248,50.71505,0.22729894005794848,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.11835202701521495,0.01,0.01,0.01,0.25342820033572927,0.01,0.01,0.01,0.1697907098848033,0.01,0.3261407516747181,0.01,0.01,0.01,0.01,0.372172077782275,0.01,0.01
303,Walsall,-1.9829189999999999,52.586209999999994,0.3306829581001773,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.4390665193662844,0.6063124088096006,0.01,0.01,0.01,0.12126164222536955,0.01,0.01,0.14821071477869893,0.01,0.32535891521926047,0.4853348052613697,0.01,0.01,0.10099786409892428,0.24745383651080485,0.01,0.01
304,Cirencester,-1.968243,51.71849,0.3193448240169089,0.01,0.01,0.01,0.01,0.01,0.01,,0.09791485471686427,0.12470948283709682,0.01,0.01,0.01,0.0667603666137356,0.07318996236998904,0.01,0.01,0.17891127135114665,0.01,0.3354775188094311,0.10415424780011308,0.01,0.01,0.04876747109507106,0.3046077445525103,0.01,0.01
305,Evesham,-1.9467700000000001,52.09215,0.21279295839119988,0.01,0.01,0.01,0.01,0.01,0.01,,0.07249422343327297,0.1292654067751193,0.01,0.01,0.01,0.04942805611853496,0.09753912705951588,0.01,0.01,0.1854473111565195,0.01,0.35257974528261055,0.01,0.01,0.01,0.036106471853170743,0.17341456581530615,0.01,0.01
306,Buxton,-1.91483,53.259080000000004,0.19352866341086372,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.10424297184082028,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2770013530439075,0.06529584447674532,0.01,0.01,0.01,0.3702157133815373,0.01,0.01
307,Keighley,-1.9123580000000002,53.8678,0.2724105785900571,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.40126119339372995,0.03755406773405408,0.5552960210443764,0.5552960210443764,0.011989172712429535,0.26287664947636663,0.49413298166755304,0.30947810041242857,0.016064905815601348,0.011429636440087508,0.2534773435272658,0.014028419384347603,0.06748301659919931,0.5552960210443764,0.01,0.08854617289093951,0.38377935764494264,0.36802735524404395
308,Birmingham,-1.8904009999999998,52.48624,0.49086030192908076,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.7241588873767614,1.0,0.01,0.01,0.01,0.19999861533998253,0.01,0.01,0.24444611824733634,0.01,0.6623893991445475,0.800469853840281,0.01,0.01,0.16657726715047408,0.39280094873303095,0.01,0.01
309,Bournemouth,-1.880769,50.719159999999995,0.27174438845834187,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.14149427707782256,0.01,0.01,0.01,0.3029828968880079,0.01,0.01,0.01,0.202991147304913,0.01,0.3899134729471035,0.01,0.01,0.01,0.01,0.44812634117453126,0.01,0.01
310,Halifax,-1.8575400000000002,53.727019999999996,0.2554505123230597,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.32607768772469653,0.037069446394598825,0.5481301314949821,0.5481301314949821,0.011834456877649557,0.13622927379708716,0.5028498153867955,0.04165696473106793,0.16650473861902904,0.011282141213729939,0.27087552067951465,0.013847387826311673,0.06661217325603919,0.5481301314949821,0.01,0.09995815709832526,0.37882682713149,0.3632780984892873
311,Salisbury,-1.794472,51.06878,0.19928018470057332,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.3335238830884199,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1594938406319649,0.01,0.43766016686425746,0.01,0.01,0.01,0.01,0.28104471560233263,0.01,0.01
312,Ringwood,-1.7888169999999999,50.84495,0.17369788171410483,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.09690274899335817,0.01,0.01,0.01,0.2074986791887779,0.01,0.01,0.01,0.13901905152208355,0.01,0.24795952422621653,0.01,0.01,0.01,0.01,0.32533281739801645,0.01,0.01
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.3036713349719469,0.01,0.01,0.01,0.01,0.01,0.01,,0.011530548788573488,0.43323434633512825,0.049251322560064766,0.7282583511979163,0.7282583511979163,0.015723532712083363,0.18099735923980018,0.6680978775149067,0.05534640536584879,0.22122204098251466,0.014989713365845569,0.3324298847234895,0.018397959257016608,0.088502471726638,0.7282583511979163,0.011485810608043682,0.18903006541207593,0.5033180711373509,0.48265967118165
314,Peterhead,-1.784066,57.50812,0.19763849194656763,0.01,0.01,0.5808528155075645,0.01,0.01,0.01,,0.045734539426340204,0.08737485150861843,0.01,0.01,0.01,0.32741891292258424,0.20511552185664383,0.01,0.01,0.01,0.37159312490325486,0.0974575466011243,0.01,0.01,0.01,0.5808529007221108,0.1341990768059855,0.01,0.01
315,Swindon,-1.7797176,51.55577,0.3966310039133039,0.01,0.01,0.01,0.01,0.01,0.01,,0.10277045250835831,0.26178764470046983,0.01,0.01,0.01,0.07007101329371435,0.07681945271311307,0.01,0.01,0.01,0.01,0.3521138494677088,0.01,0.01,0.01,0.0511858500594346,0.27278640092308765,0.01,0.01
316,Bradford,-1.759398,53.79598000000001,0.3838400630214417,0.01,0.01,0.01,0.01,0.01,0.01,,0.012388405120902852,0.5653969921340267,0.05291555049131613,0.7824397305582792,0.7824397305582792,0.016893341049134536,0.19446330380200733,0.7393488472847769,0.43607004610796146,0.022636251839446796,0.016104926593461907,0.29815277617499686,0.14495609766284936,0.0950869289965933,0.7824397305582792,0.012340338483751587,0.16178811388696457,0.540764215498568,0.5185688601435408
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.1551870033805489,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.18180928531865456,0.01,0.01,0.01,0.01,0.01,0.11324099348143374,0.45678660159446566,0.01,0.061856770743946986,0.2425519219908607,0.303685161759518,0.01,0.01,0.01,0.45520740590198777,0.26374600472878595,0.01
318,Marlborough,-1.7270619999999999,51.42007,0.28133617821132534,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.26367948098023164,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.08971138165419819,0.2595061687859285,0.01,0.01,0.01,0.01,0.15467915650208433,0.01,0.01
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.30491755826087263,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.15155046835037833,0.14521326541586962,0.01,0.01,0.01,0.10164857550804818,0.01,0.01,0.279537439028492,0.01,0.294042215475447,0.13561197556128973,0.01,0.01,0.01,0.2311166090597513,0.01,0.01
320,Alnwick,-1.7062990000000002,55.41274,0.28180224854627006,0.01,0.01,0.01,0.01,0.01,0.01,,0.1665616447747934,0.34473014614967784,0.01,0.01,0.01,0.1419564652427393,0.09337685516992854,0.01,0.01,0.0760858904176667,0.1623976030129715,0.12527040742299722,0.26576309684280314,0.01,0.01,0.10369712101100725,0.05787254664085526,0.01,0.01
321,Otley,-1.691786,53.90583,0.1826297320768754,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.3228165870687065,0.03021243064628687,0.4467383571540244,0.4467383571540244,0.01,0.21148554657452046,0.4467383571540243,0.24897664113164583,0.012924295078502544,0.01,0.20392375909728988,0.08276349781363287,0.05429041597421214,0.4467383571540244,0.01,0.08192701155195825,0.3087523649484734,0.29607980219315455
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.30327264611611576,0.01,0.01,0.01,0.01,0.01,0.01,,0.029755815428655862,0.19580923319404728,0.01,0.01,0.01,0.40576257452449893,0.01,0.01,0.01,0.27185101098326714,0.03868255990422271,0.16908758842885283,0.01,0.01,0.01,0.01,0.18029317030811792,0.01,0.01
323,Burton upon Trent,-1.6371358999999999,52.81403,0.17840460057510685,0.01,0.01,0.01,0.01,0.01,0.01,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.08345067743341272,0.01,0.01,0.01,0.3580735909866051,0.4363996354529671,0.01,0.01,0.01,0.36483530775096445,0.2526710195474886,0.01
324,Newcastle,-1.61778,54.97825,0.5660414642100904,0.01,0.01,0.01,0.01,0.01,0.01,,0.15644387898440754,0.38605676767660174,0.01,0.01,0.01,1.0,0.21926172020598125,0.01,0.01,0.17866015284003647,0.45759833849913367,0.38239782942179706,0.6240483648220767,0.01,0.01,0.24349512619486358,0.1971812441485094,0.01,0.01
325,Durham,-1.5848520000000001,54.77525,0.4718098297145814,0.01,0.01,0.01,0.01,0.01,0.01,,0.04183009169303947,0.27526445035557,0.01,0.01,0.01,0.71301547700404,0.15633700002139408,0.01,0.01,0.5095498163954132,0.3262746976012159,0.19400492382918388,0.3337171068879031,0.01,0.01,0.10416947738122743,0.11973447846368278,0.01,0.01
326,Ashington,-1.5659829,55.18298000000001,0.27111678649789944,0.01,0.01,0.01,0.01,0.01,0.01,,0.18732974289428003,0.20876884573579862,0.01,0.01,0.01,0.5428324788470774,0.10501974986444375,0.01,0.01,0.08557282385807027,0.1826464985993654,0.1408900185066084,0.29890034209054717,0.01,0.01,0.11662682032309515,0.08886884888715699,0.01,0.01
327,Darlington,-1.559458,54.52361,0.4037494651465732,0.01,0.01,0.01,0.01,0.01,0.01,,0.03536979613757104,0.23275223885337867,0.01,0.01,0.01,0.4823171314393317,0.01,0.01,0.01,0.32314069366792986,0.04598073479694054,0.13448533001130225,0.01,0.01,0.01,0.01,0.2173777461031852,0.01,0.01
