index,placename,longitude,latitude,aint,am_not,amnt,arent,ent,int,m_not
395,Guildford,-0.570409,51.23622,0.16968776686051176,0.35526773113428106,0.047639217848925296,0.02493899328518907,0.01,0.1764023392619929,0.3573992976165146
396,Woking,-0.5600349,51.31677,0.1940456774290672,0.45279873404135773,0.05781547131270577,0.025609889069167786,0.012867865112561477,0.21408379136928313,0.43175540913881805
397,Lincoln,-0.540579,53.23069,0.2577715887046756,0.32224775233100444,0.01,0.05970443595591352,0.012801256475594878,0.01,0.4026434163801561
398,Bedford,-0.46677820000000003,52.13864,0.2706805995999141,0.3762910171756934,0.01,0.01426556104198899,0.04730767334422863,0.01,0.355291435424552
399,Heathrow,-0.4542955,51.47002,0.2874460652697768,0.6431283658552479,0.01,0.0650740233657703,0.01,0.01,0.4402131287270464
400,Driffield,-0.443377,54.006,0.14071666994828813,0.1056663648296753,0.01,0.5196489837805666,0.01,0.24476515705059584,0.16423096662244382
401,Beverley,-0.435093,53.84196,0.23792671358441855,0.19659505501834132,0.01,0.7718488477109646,0.01,0.25332879368739364,0.2900119264640251
402,Luton,-0.4200255,51.87867,0.4487573507382023,0.3593860893044765,0.07889727882793905,0.01,0.01,0.01,0.3727085653872501
403,Scarborough,-0.399752,54.28311,0.17895996267427502,0.19598278202857836,0.06875509459924865,0.7272450704407241,0.02295400959488287,0.25459190781264446,0.28008463567939135
404,Worthing,-0.372882,50.81787,0.16084159609823842,0.32375446085608,0.01,0.025854747924699408,0.01174519372569507,0.01,0.3765243688324418
405,Dorking,-0.332378,51.2322,0.20208727649867075,0.3320139800365507,0.01,0.01,0.03262897601825971,0.01,0.34369942644126905
406,Hull,-0.3274198,53.767619999999994,0.34208983344086574,0.30349402935389497,0.011825235341040255,1.0,0.01,0.35029944496541776,0.4365544750175334
407,Horsham,-0.325858,51.06288,0.19511817767847975,0.24113235423492893,0.01,0.01,0.01,0.01,0.2687030585200666
408,Biggleswade,-0.26421999999999995,52.086940000000006,0.20569443032521187,0.23968846222257542,0.01,0.01,0.043204705375182645,0.01,0.2084063252115829
409,Peterborough,-0.2405299,52.5695,0.41689487075728626,0.3085605252174605,0.01,0.01,0.2229522370754629,0.01,0.3780294993003276
410,Welwyn Garden City,-0.208661,51.80317,0.2873203143851831,0.45408020172069036,0.028419599832647566,0.025177440121350304,0.01,0.01,0.49519581813496444
411,Bridlington,-0.198802,54.08535,0.17374758671117532,0.13220843570929616,0.02898814451083564,0.6054519744949843,0.01,0.25761512964691463,0.20217816778378403
412,Stevenage,-0.19661199999999998,51.90376,0.19939437391687082,0.2954710692919072,0.05499823643214165,0.013288346511728411,0.01836125823291081,0.01,0.34150677121003475
413,Crawley,-0.18722750000000002,51.109140000000004,0.24554145055233198,0.29609104856733487,0.01,0.01,0.01,0.01,0.32501990986314616
414,Huntingdon,-0.182552,52.33146,0.19964020139647545,0.20893792675403575,0.01,0.01,0.07209694737786472,0.01,0.22374909878887952
415,Hove,-0.168749,50.82793,0.13638011899262945,0.2576741961535125,0.01,0.022968109148184136,0.01,0.01,0.2998952451693022
416,Spalding,-0.1537024,52.7901,0.25850067990999925,0.20705483894585755,0.01,0.01,0.10400353384696577,0.1555340110312712,0.2417524914424202
417,Brighton,-0.137163,50.82253,0.2436020374199352,0.45343553017991306,0.01,0.0368042424014275,0.01017089948828918,0.01,0.5266804570905728
418,London,-0.12775830000000002,51.50735,0.7738819697089405,1.0,0.04748690289449666,0.03722014431346641,0.03471210172612365,0.08274746098814166,1.0
419,Grimsby,-0.08078400000000001,53.56746999999999,0.26934590175212164,0.20417665558031461,0.01,0.6156197598450017,0.01,0.24683920315142477,0.31733061722442507
420,Boston,-0.026576999999999996,52.97894,0.24457754746713417,0.26704234720380027,0.01,0.017996853960023866,0.015986101141287047,0.35461620728354054,0.3250425350140185
421,Royston,-0.024066,52.048140000000004,0.16758721002176627,0.17176188778309057,0.01,0.01044328863147336,0.021645121436023845,0.01,0.1872502902930178
422,Louth_Lincs,-0.007711,53.36596,0.14996848669415092,0.14033289256201806,0.01,0.02396778975865252,0.01,0.01,0.21607378434402327
423,Lewes,0.00878,50.873870000000004,0.11688137708689254,0.2350184483290621,0.01,0.019498365683343163,0.01,0.01,0.2792951653588217
424,Chatteris,0.054012,52.4561,0.16950821880978525,0.1278812395695355,0.04042232376711827,0.01,0.10683592348781601,0.01,0.13517102276447066
425,Uckfield,0.095913,50.966409999999996,0.0985525613462735,0.29100690706991783,0.01,0.022387774904825294,0.01,0.01,0.28921739163813637
426,Cambridge,0.12181700000000001,52.20534,0.22960975060629663,0.5261835927002315,0.03130318041519664,0.01,0.1522804898484068,0.01,0.4881783658850116
427,Bishop's Stortford,0.15365020000000001,51.87216,0.20744260160832476,0.30127339094157435,0.01,0.01,0.01,0.01,0.3054130809028995
428,Wisbech,0.158797,52.66631999999999,0.22898760918736152,0.14308767180604928,0.01,0.01,0.10421323460436212,0.6684548016195966,0.18111879723158722
429,Sevenoaks,0.190898,51.27241,0.2864134719876295,0.33176989942645113,0.01,0.01,0.01,0.01,0.364873724635173
430,Tunbridge Wells,0.26369499999999996,51.13238,0.13129847076725307,0.363963914039998,0.01,0.034583093071975136,0.01,0.01,0.32979988233352514
431,Eastbourne,0.29047199999999995,50.768029999999996,0.14125271261860567,0.27404484343504854,0.01,0.020820855328466278,0.01,0.01,0.3130261738006279
432,Brentwood,0.30717490000000003,51.620470000000005,0.6976739628878298,0.3999183099221153,0.01,0.017268003851168105,0.01,0.01,0.5171760981183074
433,Skegness,0.337881,53.1464,0.14996495330345452,0.17270921527625263,0.01,0.010847960638242157,0.01,0.42750389873700545,0.19926534607055593
434,Downham Market,0.385472,52.606609999999996,0.1981775679266697,0.10822626719311279,0.06396759002248918,0.01,0.0213556927482403,0.94745737580442,0.14755067019721657
435,King's Lynn,0.4022963,52.75168000000001,0.2097868439349903,0.23398058789771214,0.01,0.01,0.01127000187472255,1.0,0.2602377249984745
436,Bexhill,0.4662071,50.849909999999994,0.10678334128646304,0.21643736041789363,0.01,0.017630437060830617,0.01,0.01,0.2116786440763466
437,Chelmsford,0.4685497,51.73559,0.30115658021137265,0.2821177335093629,0.024401253622944454,0.01,0.01,0.01,0.30434968728776923
438,Mildenhall,0.5156095,52.347570000000005,0.2550940730238752,0.26523148870926705,0.04611192287183878,0.02228257723175978,0.03848636733075435,0.01,0.23549157273985694
439,Medway,0.5417860999999999,51.404740000000004,0.23255710038767177,0.28797100804748743,0.10870000705015644,0.013618084666703183,0.05645062714220102,0.01,0.2924277103529742
440,Braintree,0.5509269,51.88009,0.23520607177105324,0.263494589084367,0.029679145139804762,0.01,0.01,0.01,0.24747696491776192
441,Gillingham,0.551438,51.38632,0.34499484453694323,0.43686856682025776,0.09157754000671124,0.01,0.06624220015375698,0.01,0.4570532927250424
442,Hastings,0.573453,50.85426,0.17064417062486945,0.2901143566983067,0.01,0.013063730781617289,0.01,0.01,0.2838306807411829
443,Maldon,0.6714479999999999,51.731809999999996,0.26630682680295714,0.24300862288097216,0.024798333824634533,0.01,0.012418451226027178,0.01,0.25865900906366335
444,Southend,0.7077123000000001,51.54593,0.4641499630006707,0.27179131647743626,0.025742454623265326,0.01,0.01384615323303764,0.01,0.3557081559193013
445,Bury St Edmunds,0.7104931999999999,52.24292,0.33469353069913954,0.3876692270547334,0.01,0.03277898618098619,0.02547707273935392,0.01,0.3530917332272522
446,Thetford,0.751657,52.412859999999995,0.22417723492033673,0.20086136952353675,0.01,0.01,0.03600813969848769,0.01,0.19305732154484703
447,Ashford,0.8750190000000001,51.14647,0.21072412022970718,0.2790673030997117,0.01,0.010394866088068699,0.01,0.01,0.2667276417747315
448,Faversham,0.889358,51.31599,0.228465547710407,0.2657319445392215,0.056448583028488444,0.01363877077030663,0.01,0.01,0.24821544769796328
449,Colchester,0.891874,51.89593,0.299697930640176,0.3542727264655397,0.01,0.01,0.01,0.01,0.36311640531949435
450,New Romney,0.939473,50.98512,0.12135051198642742,0.17314709097169578,0.01,0.01,0.01,0.01,0.1565934323761976
451,Canterbury,1.0789089,51.280229999999996,0.2575656077037279,0.36699406968915177,0.01,0.013994289322275281,0.01,0.01,0.34236059829830506
452,Ipswich,1.14822,52.056740000000005,0.3013654554797505,0.3425693950247406,0.01,0.014192814512611576,0.014708259269910557,0.3262701187701064,0.37581955594481103
453,Clacton,1.153035,51.78953,0.20112767803469844,0.1795357838027343,0.01,0.01,0.01063792879280759,0.235978862420364,0.2077626355996992
454,Folkestone,1.169456,51.0814,0.1846443180211656,0.2684088933592704,0.01,0.01528208758888793,0.01,0.01,0.2575080577405266
455,Sheringham,1.2109589,52.944419999999994,0.09527533090253469,0.10699900862319048,0.01,0.011115290485414342,0.01,0.2920260106684374,0.13827773615024638
456,Harwich,1.260297,51.93473,0.15808737412305635,0.14222349675187784,0.01,0.01,0.01,0.20049054003877326,0.15813492835705084
457,Norwich,1.297355,52.63089,0.30773062461345113,0.37323176913617945,0.01,0.026606347772204123,0.023219047029534357,0.7725946109291963,0.4759836050455118
458,Cromer,1.301866,52.93145,0.1305346889102241,0.1544453801335852,0.01,0.014419077387151804,0.012808062436508857,0.3788246229034175,0.19845932192751192
459,Cromer,1.301866,52.93145,0.1305346889102241,0.1544453801335852,0.01,0.014419077387151804,0.012808062436508857,0.3788246229034175,0.19845932192751192
460,Dover,1.3134027,51.12788,0.1779692369312906,0.22494993110974895,0.01,0.010662162468257996,0.01,0.01,0.2319094773269278
461,Felixstowe,1.3512549999999999,51.961729999999996,0.20199298619793532,0.19165937550778794,0.01,0.01,0.0109293606014842,0.24244363089400833,0.21149463204675137
462,Margate,1.3868339,51.38965,0.17622160014275198,0.25296781715247224,0.01,0.012105773025828687,0.01,0.01,0.2611480798464797
463,Ramsgate,1.4198950000000001,51.33555,0.17409030964544675,0.25401205734808,0.01,0.011595083881556941,0.01,0.01,0.2566617686416953
464,Great Yarmouth,1.728047,52.59823000000001,0.19737255557568303,0.2155678031882713,0.01,0.019073953691844912,0.01,0.5261756509209364,0.2664495219358357
465,Lowestoft,1.7534490000000003,52.48114,0.20801394965257144,0.22494015436948683,0.01,0.01974821059477699,0.010677606338865709,0.5921475520031647,0.28102920395770903
466,Swaffham,0.687481,52.64747,0.14524346198585855,0.1327384419789258,0.01,0.01,0.03351130139629119,0.47788323195061144,0.1460279540628174
467,Dereham,0.9378270000000001,52.681619999999995,0.22879938155663376,0.30086220746020415,0.01,0.01983968140053944,0.020560205138470573,0.497544608106896,0.35818875442287507
468,Ely,0.262363,52.39954,0.261030026277766,0.2396517494384365,0.11913200896579687,0.01,0.01,0.01,0.21277462706268907
469,March,0.088622,52.551719999999996,0.21963354382885897,0.14306556386260236,0.043916362238828645,0.01,0.11607064301726283,0.32523408784475066,0.1657652195876956
470,St Neots,-0.26510300000000003,52.23008,0.18195492382708325,0.21221457123737006,0.01,0.01,0.018102017677850083,0.01,0.19977737820425756
471,Banham,1.0402849,52.45125,0.1747390235706106,0.2229328485960667,0.01,0.01,0.03056636444399843,0.01,0.2146972170971303
472,Holt,1.086747,52.90936,0.13007180005915475,0.15526919455683927,0.01,0.014238359293224237,0.01264753561830099,0.37407670707519963,0.1982239168723557
473,Hunstanton,0.49103199999999997,52.93891,0.13958424537356995,0.08310004831472624,0.01,0.01,0.01,0.840806992077286,0.1142712769421191
474,Horncastle,-0.11245,53.20731,0.10945613892986872,0.13492519957916402,0.01,0.024463029279185915,0.01,0.01,0.15978470950778426
475,Market Weighton,-0.6677465,53.86484,0.11394945895349655,0.09258115485998512,0.01,0.3704348326972748,0.01,0.34464909167882785,0.15214532788310028
476,Hawes,-2.1968695,54.303830000000005,0.030182948620239892,0.01,0.017756245171577655,0.01,0.01,0.01,0.01
477,Reeth,-1.9428115000000001,54.38946,0.16465240525091646,0.12186836365227494,0.01,0.03280072639782786,0.01,0.01,0.1899520939622438
478,Aysgarth,-1.9967433999999997,54.29159,0.047755365627090554,0.08569580078100178,0.01,0.04329541569042253,0.014955929550458227,0.01,0.08542145078666569
479,Stanhope,-2.011302,54.74946,0.1365404733914439,0.21163769958373485,0.01,0.01,0.01,0.01,0.2779512099767359
480,Keswick,-3.134706,54.60128,0.11437804331882896,0.1408352131164688,0.01,0.030083022091130954,0.01,0.01,0.15558652418127247
481,Oxenholme,-2.7243327999999996,54.30134,0.11172004458259605,0.1133115273853441,0.019380480143376302,0.01,0.01,0.01,0.11059068432964199
