,placename,a_load_of,a_lot_of,a_rake_of,bare,loads_of,lots_of,longitude,latitude
408,London,0.3585593426795248,0.440085431582231,0.01,0.5571518962440594,0.2671452478089617,0.5063689140835775,-0.12775830000000002,51.50735
409,Grimsby,0.5301936042730069,0.2745475625640044,0.01,0.16342590706986102,0.6550974972872762,0.5136771395528935,-0.08078400000000001,53.56746999999999
410,Boston,0.3712066969639609,0.16574990123423367,0.01,0.2407279415328981,0.5110670975030464,0.7509567060410299,-0.026577,52.97894
411,Royston,0.22672453814222765,0.1660801945798378,0.01,0.21912376889553128,0.3189452301617734,0.8888981751874405,-0.024066,52.04814
412,Louth_Lincs,0.4924315698780432,0.26856844741504365,0.01,0.15178620376425606,0.5907854253421441,0.5667475123584392,-0.007711,53.36596
413,Lewes,0.38964188924894255,0.1597082720276659,0.01,0.2691992171602821,0.546839195927188,0.7308213118081508,0.00878,50.87387
414,Chatteris,0.2585409877070213,0.2288929662662545,0.01,0.2703264691188228,0.32695262470388337,0.7925618395434656,0.054012,52.4561
415,Uckfield,0.410044848213728,0.1573053476587193,0.01,0.2866558584996625,0.5266339195001636,0.7408517493671023,0.095913,50.96641
416,Cambridge,0.2922209271128273,0.2474425627927932,0.01,0.2037436960050638,0.26979458851096744,0.8074051414895672,0.121817,52.20534
417,Bishop's Stortford,0.3586362187371809,0.2588339774859165,0.01,0.35443609055468833,0.36882397258776,0.7039878430915635,0.1536502,51.87216
418,Wisbech,0.20365352428343925,0.18779094010186584,0.01,0.1539614843329164,0.3528311910693435,0.8527358190330055,0.158797,52.66631999999999
419,Sevenoaks,0.3284202588592629,0.2346945286021149,0.01,0.9273542581212252,0.4995740747583984,0.5838914375890062,0.190898,51.27241
420,Tunbridge Wells,0.3809698971053324,0.1798171753828664,0.01,0.4889717087961871,0.5265859279236452,0.6891050171949769,0.263695,51.13238
421,Eastbourne,0.3995860351534268,0.15960096697002116,0.01,0.2823560617483696,0.5237444152373805,0.7416842225741868,0.29047199999999995,50.76803
422,Brentwood,0.3998087330787231,0.41958307634899866,0.01,0.7933039875512956,0.3620683354800423,0.4382382693120816,0.30717490000000003,51.62047000000001
423,Skegness,0.4432220454257015,0.10952495116492046,0.01,0.08434492426186632,0.4649902477688545,0.8613582158559384,0.337881,53.1464
424,Downham Market,0.2489416300334103,0.2125081606624169,0.01,0.19513459976403472,0.3085362000118882,0.8359471976489838,0.385472,52.60661
425,King's Lynn,0.2849318458832117,0.1346246675315517,0.01,0.2648821110801047,0.442690139026798,0.8405587369133524,0.4022963,52.75168000000001
426,Bexhill,0.3799164169649658,0.2056586822681132,0.01,0.2881874493624018,0.5103720423562685,0.6928252090343519,0.4662071,50.84991
427,Chelmsford,0.4422677525621875,0.3721535963950656,0.01,0.5858994531406438,0.3880171066660094,0.5050856208162766,0.4685497,51.73559
428,Mildenhall,0.26848211538291394,0.16267543410212704,0.01,0.11691752577614725,0.30049884501415164,0.9121856044714762,0.5156095,52.34757000000001
429,Medway,0.3514633688988173,0.3304554310215378,0.01,0.5571484577734274,0.4667561321065498,0.5275566334981125,0.5417860999999999,51.40474
430,Braintree,0.5133587833129953,0.3021488079471479,0.01,0.5278632096469682,0.4094075007954603,0.5795528606076724,0.5509269,51.88009
431,Gillingham,0.3521151583222165,0.3430961601545709,0.01,0.5581816797195003,0.4457227953063964,0.5238080338193271,0.551438,51.38632
432,Hastings,0.3746561771584189,0.20785763035631075,0.01,0.2871888152910125,0.5279992112927197,0.6802957050228766,0.573453,50.85426
433,Maldon,0.4730522342629488,0.349816099109916,0.01,0.4921180417917754,0.419955158042089,0.5227054802839304,0.6714479999999999,51.7318
434,Southend,0.3978190102654393,0.3673048900815972,0.01,0.4414428158923354,0.4460857487436663,0.5019142354976952,0.7077123000000001,51.54593
435,Bury St Edmunds,0.3687218662997527,0.21817309433629048,0.01,0.24512982115178256,0.3092925472578196,0.8049031930823205,0.7104931999999999,52.24292
436,Thetford,0.353112890005068,0.1852613764306536,0.01,0.13176494047119244,0.3801800822205401,0.8217181637666655,0.751657,52.41286
437,Ashford,0.3977989479224482,0.21692700227048456,0.01,0.4558146904067996,0.42771087104505706,0.7031603103782895,0.8750190000000001,51.14647
438,Faversham,0.3798569401074259,0.28198286857031657,0.01,0.4623449587204521,0.4407213874392196,0.6138510037642446,0.889358,51.31599
439,Colchester,0.5175470489314332,0.2703926333950095,0.01,0.24743772140868805,0.3935100853955257,0.6665957156861091,0.891874,51.89593
440,New Romney,0.3819444890356484,0.2096889055593041,0.01,0.4924756396591996,0.4609406499828293,0.6897555155467047,0.939473,50.98512
441,Canterbury,0.3920358771506395,0.2524478764876894,0.01,0.4771686150302348,0.4515846235811548,0.6413860226019359,1.0789089,51.28023
442,Ipswich,0.4837040364102527,0.2313426150597009,0.01,0.2784694263335325,0.34403536348442976,0.746756462886393,1.14822,52.05674000000001
443,Clacton,0.5119087316080765,0.2402444235204953,0.01,0.24165708894575805,0.4737198469781726,0.6585052453634496,1.153035,51.78953
444,Folkestone,0.3677389298550952,0.2638583031880235,0.01,0.4893663510285046,0.4218861334030079,0.646390742832064,1.169456,51.0814
445,Sheringham,0.33164639013794395,0.10656810068759012,0.01,0.15385714814347812,0.44320680262771706,0.8844443200171931,1.2109589,52.94442
446,Harwich,0.5123891921731888,0.26141606585501503,0.01,0.24601866427101204,0.3784426500317808,0.6880201670957349,1.260297,51.93473
447,Norwich,0.327593086682312,0.08041176785243569,0.01,0.1441830679689262,0.4673654194501496,0.9052133325812804,1.297355,52.63089
448,Cromer,0.3372727233183636,0.08475971723022764,0.01,0.14294544633622133,0.4600943528106232,0.9028431306756496,1.301866,52.93145
449,Dover,0.3659289100049159,0.26404874549753793,0.01,0.4796533394859281,0.4288673994797577,0.6435063178623139,1.3134027,51.12788
450,Felixstowe,0.4796948227644387,0.20210988166797794,0.01,0.2959354103393125,0.3752366756015556,0.7635907838381627,1.351255,51.96173
451,Margate,0.4384379755651907,0.253209323488336,0.01,0.4522433722916776,0.4646920829598846,0.6294193231770506,1.3868339,51.38965
452,Ramsgate,0.3813254858600872,0.2450280378770742,0.01,0.4641323970403454,0.4603853874425103,0.6488148784617938,1.419895,51.33555
453,Great Yarmouth,0.4003866054921049,0.12775198804370294,0.01,0.15470880529562156,0.4591671555522861,0.8381164861396504,1.728047,52.59823000000001
454,Lowestoft,0.4000772666519444,0.1294195666422411,0.01,0.1545892776535699,0.4514564860718503,0.8406752502257189,1.7534490000000005,52.48114
455,Swaffham,0.3814113870130417,0.16490112789538355,0.01,0.16820179809727098,0.3791224164334676,0.8395558166698026,0.687481,52.64747
456,Dereham,0.3939751186112053,0.13602092223057882,0.01,0.1608771968929881,0.3957544457511104,0.8656984396685422,0.937827,52.68162
457,Ely,0.20276939043944134,0.2350976476024572,0.01,0.2830026142812269,0.3098197004461777,0.8009878517374276,0.262363,52.39954
458,March,0.2183688681912055,0.20543859411684715,0.01,0.23806166767481785,0.33831648154830146,0.8256092143503232,0.088622,52.55172
459,St Neots,0.146227848976245,0.21668049065157047,0.01,0.2232216009022424,0.33858201208523875,0.8231085010665291,-0.26510300000000003,52.23008
460,Banham,0.33754705662495704,0.1690579904888405,0.01,0.1934916326202408,0.3987718818450128,0.8251658050308225,1.0402849,52.45125
461,Holt,0.3337186999708268,0.1139843946866916,0.01,0.15481853468161072,0.4358104094140824,0.8789937202206591,1.086747,52.90936
462,Hunstanton,0.3065751784372305,0.14724767360701588,0.01,0.19881432974909352,0.4897324421617517,0.8020064168780443,0.491032,52.93891
463,Horncastle,0.4435763913804481,0.17899514774907482,0.01,0.15771220319106882,0.5474210595127772,0.7132368592128067,-0.11245,53.20731
464,Market Weighton,0.4243167492423433,0.2741019082254964,0.01,0.18030703400241427,0.5940332895627303,0.563389623398508,-0.6677465,53.86484
465,Hawes,0.3906403311032273,0.2777915265739522,0.01,0.2306507260727841,0.42447171386763904,0.6584521350549856,-2.1968695,54.30383000000001
466,Reeth,0.3075948070726092,0.32023148246609595,0.01,0.17577028445174647,0.6090031649073526,0.512309446182995,-1.9428115,54.38946
467,Aysgarth,0.3020288680544975,0.2672137613419512,0.01,0.2406652056049829,0.4542194982508098,0.6650921587364194,-1.9967434,54.29159
468,Stanhope,0.4475974412168172,0.29456462825725643,0.01,0.14223103557004904,0.862492066821003,0.3778856086297253,-2.011302,54.74946
469,Keswick,0.3413242809358888,0.3414198811459534,0.01,0.09065896910580927,0.42782872464510746,0.6007257585407756,-3.134706,54.60128
470,Oxenholme,0.3656220863552485,0.27345582221775355,0.01,0.3523905452991771,0.38537722716051737,0.6746672474491613,-2.7243328,54.30134
