,placename,daps,guddies,gutties,gym-shoes,plimsolls,pumps,sand-shoes,sannies,plimmies,dappers,runners,rubbers,sandies,gym-shoes.1,gymmies,longitude,latitude
402,Caernarfon,0.06060606106887052,0.01,0.01,0.08950617930384082,0.638888890699074,0.7341772150552797,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-4.273911,53.13955
403,Whitby,0.01,0.01,0.01,0.01,0.638888890699074,0.5274261648240132,1.0,0.647569467851382,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.613347,54.48634000000001
404,Liverpool,0.06060606106887052,0.01,0.01,0.08950617930384082,0.638888890699074,0.7341772150552797,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.9915726,53.40837
405,Bishop Auckland,0.01,0.01,0.01,0.01,0.638888890699074,0.7552742616482402,0.5714285675714286,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.6787880000000002,54.66382
406,Birkenhead,0.06060606106887052,0.01,0.01,0.08950617930384082,0.638888890699074,0.7341772150552797,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-3.023009,53.38999
407,Bangor,0.03030303053443526,0.01,0.01,0.08950617930384082,0.638888890699074,0.7637130824120066,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-4.129263,53.22739
408,Mold,0.03030303053443526,0.01,0.01,0.08950617930384082,0.638888890699074,0.7637130824120066,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-3.141903,53.1672
409,Mold,0.03030303053443526,0.01,0.01,0.08950617930384082,0.638888890699074,0.7637130824120066,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-3.141903,53.1672
410,Woking,0.06865861415685141,0.01,0.01,0.4055944157342656,0.6433566445361305,0.6207842752510301,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.5600349,51.31677
411,Slough,0.15709090903378514,0.01,0.01,0.3093333309274074,0.6440000005366666,0.5661772149702164,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.5950406,51.51054
412,Dolgellau,0.0921895003301129,0.01,0.01,0.09076680929403592,0.6478873263732394,0.7004813699749273,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-3.8844,52.74215
413,Corwen,0.03072983344337097,0.01,0.01,0.09076680929403592,0.6478873263732394,0.7603850981065241,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-3.369242,52.98005
414,Kettering,0.015364916721685485,0.01,0.01,0.13615023005216487,0.6478873263732394,0.7603850981065241,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.7302489999999999,52.39632
415,Porthmadog,0.06145966688674194,0.01,0.01,0.09076680929403592,0.6478873263732394,0.73043322872427,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-4.133384,52.92784
416,Margate,0.07395993815492365,0.01,0.01,0.2184557416342331,0.6497175130414312,0.6756060884433448,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.3868339,51.38965
417,Worthing,0.11093990723238548,0.01,0.01,0.2184557416342331,0.6497175130414312,0.6035185537233005,0.3050847453050847,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.372882,50.81787
418,Cheltenham,0.4067796609429892,0.01,0.01,0.10922788692822756,0.6497175130414312,0.3872559495631676,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.0782533,51.89939
419,Ramsgate,0.07395993815492365,0.01,0.01,0.2184557416342331,0.6497175130414312,0.6756060884433448,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.419895,51.33555
420,Milton Keynes,0.1859504126596544,0.01,0.01,0.01,0.6534090897111742,0.6375143851329187,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.7594171,52.04062
421,Brentwood,0.08047690033437205,0.01,0.01,0.01,0.6598360678831967,0.7385349649309038,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.30717490000000003,51.62047000000001
422,South Shields,0.01,0.01,0.0742337172968218,0.01,0.6609195403840996,0.7066783051679384,0.6206896536206897,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.427406,54.99941999999999
423,Stanhope,0.01,0.01,0.01,0.01,0.6609195403840996,0.74334351835106,0.6206896536206897,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-2.011302,54.74946
424,Newcastle,0.01,0.01,0.0742337172968218,0.01,0.6609195403840996,0.7066783051679384,0.6206896536206897,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.61778,54.97825
425,Sunderland,0.01,0.01,0.0742337172968218,0.01,0.6609195403840996,0.7066783051679384,0.6206896536206897,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.383801,54.90687
426,Oxford,0.2097902093782581,0.01,0.01,0.24786325584995245,0.6634615387195512,0.5296981521669357,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.2577263,51.75202
427,Reeth,0.01,0.01,0.01,0.01,0.6708333338923609,0.7430379710091332,0.6000000035999999,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.9428115,54.38946
428,Ely,0.03850267416781721,0.01,0.01,0.22745099378649225,0.6764705878970588,0.6997766206074818,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.262363,52.39954
429,Heathrow,0.16501145884908675,0.01,0.01,0.16246499095860562,0.6764705878970588,0.5979151157457798,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.4542955,51.47002
430,Eastbourne,0.1604278079416626,0.01,0.01,0.18954248408133625,0.6764705878970588,0.5621742321833794,0.2647058852647059,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.29047199999999995,50.76803
431,Southport,0.0976933516008388,0.01,0.01,0.0961857492518886,0.6865671662388061,0.6825996626241012,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-3.010113,53.64571
432,Norwich,0.09818181814611568,0.01,0.01,0.3866666636592592,0.6900000005749999,0.5853164554862362,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.297355,52.63089
433,Swaffham,0.09818181814611568,0.01,0.01,0.3866666636592592,0.6900000005749999,0.5853164554862362,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.687481,52.64747
434,Banham,0.09818181814611568,0.01,0.01,0.3866666636592592,0.6900000005749999,0.5853164554862362,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0402849,52.45125
435,Great Yarmouth,0.09818181814611568,0.01,0.01,0.3866666636592592,0.6900000005749999,0.5853164554862362,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.728047,52.59823000000001
436,Thetford,0.09818181814611568,0.01,0.01,0.3866666636592592,0.6900000005749999,0.5853164554862362,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.751657,52.41286
437,Dereham,0.09818181814611568,0.01,0.01,0.3866666636592592,0.6900000005749999,0.5853164554862362,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.937827,52.68162
438,Mildenhall,0.09818181814611568,0.01,0.01,0.3866666636592592,0.6900000005749999,0.5853164554862362,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.5156095,52.34757000000001
439,St Neots,0.07886089851677787,0.01,0.01,0.11646586798304324,0.6927710865773091,0.6925423173126797,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.26510300000000003,52.23008
440,March,0.03991130834912316,0.01,0.01,0.1178861913053296,0.7012195117510162,0.7276937335330096,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.088622,52.55172
441,Banbury,0.18461538429650348,0.01,0.01,0.01,0.7076923097564102,0.623758523860131,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.339775,52.0629
442,Evesham,0.16600790503054258,0.01,0.01,0.2801932289318304,0.7083333350902776,0.5492570205312695,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.94677,52.09215
443,New Romney,0.12121212104683195,0.01,0.01,0.01,0.7098765430915637,0.64556962361801,0.33333333333333337,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.939473,50.98512
444,Downham Market,0.10121836905410242,0.01,0.01,0.19931271289423444,0.7113402055927834,0.6382617724750693,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.385472,52.60661
445,Corby,0.05454545452561984,0.01,0.01,0.12083333239351852,0.7187500005989582,0.7075949365608075,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.6842333,52.4923
446,Ipswich,0.078271504335174,0.01,0.01,0.2600896879770802,0.7219730941016441,0.6376227557658849,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.14822,52.05674000000001
447,Rugby,0.04848484798236916,0.01,0.01,0.2148148238847736,0.7240740751033949,0.6810126580663355,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-1.265032,52.37088
448,Wellingborough,0.017316017448248722,0.01,0.01,0.1534391599176954,0.7301587289417988,0.729957809989852,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.693964,52.30242
449,Clacton,0.01,0.01,0.01,0.25272330136770765,0.7516339861263617,0.7081161618775271,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.153035,51.78953
450,Skegness,0.07153502179216907,0.01,0.01,0.15846995098967814,0.7540983594617486,0.4334924204726544,0.6639344286639345,0.5732581919640646,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.337881,53.1464
451,Chatteris,0.04306220071161375,0.01,0.01,0.12719296789961024,0.7565789477971491,0.7061958687119979,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.054012,52.4561
452,Kilkenny,0.21818181810247936,0.01,0.01,0.6444444394320988,0.7666666673055555,0.362025316132671,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-7.2447879,52.65415
453,Waterford,0.21818181810247936,0.01,0.01,0.6444444394320988,0.7666666673055555,0.362025316132671,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-7.110070200000001,52.25932
454,Biggleswade,0.12121212104683195,0.01,0.01,0.1074073958312758,0.7666666673055555,0.6337552788019014,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.26421999999999995,52.08694000000001
455,Colchester,0.014643075267402515,0.01,0.01,0.259507819092717,0.7718120816431766,0.6860079892081054,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.891874,51.89593
456,Maldon,0.01,0.01,0.01,0.2885572155334439,0.7723880591436566,0.6905346641471062,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.6714479999999999,51.7318
457,Grantham,0.01,0.01,0.05473163882324525,0.32768362856246064,0.7796610194830509,0.6395623263997785,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.643582,52.91252
458,King's Lynn,0.0953221537835192,0.01,0.01,0.18770227298453787,0.7815533981512944,0.6283642651282857,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4022963,52.75168000000001
459,Guildford,0.01,0.01,0.01,0.3972602669101979,0.7876712333230592,0.6504248342533797,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.570409,51.23622
460,Hastings,0.1604278079416626,0.01,0.01,0.18954248408133625,0.7892156871576798,0.5309009683700764,0.2647058852647059,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.573453,50.85426
461,Bexhill,0.1604278079416626,0.01,0.01,0.18954248408133625,0.7892156871576798,0.5309009683700764,0.2647058852647059,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4662071,50.84991
462,Lowestoft,0.08556149778706855,0.01,0.01,0.2843137100108933,0.7892156871576798,0.6038719279006947,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.7534490000000005,52.48114
463,Huntingdon,0.04609475016505645,0.01,0.01,0.13615023005216487,0.809859157008216,0.6855054352838003,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.182552,52.33146
464,Bury St Edmunds,0.08815427014976207,0.01,0.01,0.29292928772166105,0.8131313133442759,0.5918680514389205,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.7104931999999999,52.24292
465,Felixstowe,0.07752653451726307,0.01,0.01,0.29441624659898474,0.8172588856810491,0.6005911430889069,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.351255,51.96173
466,Brighton,0.10909090905123968,0.01,0.01,0.2148148238847736,0.8305555575254628,0.5569620215478289,0.2999999973,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.137163,50.82253
467,Hove,0.10909090905123968,0.01,0.01,0.2148148238847736,0.8305555575254628,0.5569620215478289,0.2999999973,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.168749,50.82793
468,Horsham,0.10909090905123968,0.01,0.01,0.2148148238847736,0.8305555575254628,0.5569620215478289,0.2999999973,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.325858,51.06288
469,Boston,0.01,0.01,0.058712120629077234,0.17575755974410787,0.8363636363636363,0.6713463740108083,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.026577,52.97894
470,Crawley,0.12396694250037567,0.01,0.01,0.2196969738468013,0.849431818541193,0.5348101263467393,0.3068181813068181,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.1872275,51.10914
471,Aldershot,0.01,0.01,0.01,0.39455782137566137,0.8605442187171202,0.6311030691803053,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.7557509,51.24837
472,Towcester,0.16570770975792448,0.01,0.01,0.01,0.8734177212278481,0.5962185496689714,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.989688,52.13511
473,Hunstanton,0.0953221537835192,0.01,0.01,0.18770227298453787,0.8932038852443364,0.5973946134670353,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.491032,52.93891
474,Spalding,0.019138756356676816,0.01,0.05665204576782306,0.1695906453476283,0.9078947365899122,0.64556962361801,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.1537024,52.7901
475,Harwich,0.014354067267507613,0.01,0.01,0.2543859680214425,0.9078947365899122,0.6502331760254346,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.260297,51.93473
476,Wisbech,0.044831879983697503,0.01,0.01,0.132420088970066,0.9452054784543378,0.6504248342533797,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.158797,52.66631999999999
477,Holt,0.09007506214906362,0.01,0.01,0.35474004835202183,0.9495412851246176,0.5317617025477275,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.086747,52.90936
478,Sheringham,0.09007506214906362,0.01,0.01,0.35474004835202183,0.9495412851246176,0.5317617025477275,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.2109589,52.94442
479,Cromer,0.09007506214906362,0.01,0.01,0.35474004835202183,0.9495412851246176,0.5317617025477275,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.301866,52.93145
480,Cromer,0.09007506214906362,0.01,0.01,0.35474004835202183,0.9495412851246176,0.5317617025477275,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.301866,52.93145
481,Northampton,0.06324110615882142,0.01,0.01,0.01,1.0,0.6609796362840403,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.902656,52.24048
