index,placename,longitude,latitude,emself,emselfs,emsels,emselves,emsens,theirsel,theirself,theirselfs,theirseln,theirselns,theirsels,theirselves,theirsen,theirsens,them,themsel,themself,themselfs,themseln,themselns,themsels,themselves,themsen,themsens,theyselves,theysens
254,Jedburgh,-2.5549369,55.47772,0.01,0.01,0.01,0.01,0.01,0.053435506901213174,0.41287888007083545,0.09698360900682589,0.01,0.01,0.14274914068714006,0.1085174691482349,0.01,0.01,0.01,0.10904583468155339,0.24446508961120436,0.044084294479960706,0.01,0.01,0.20420405335276587,0.06614853284433847,0.01,0.01,0.01,0.01
255,Sedbergh,-2.5281740000000004,54.32363,0.01,0.01,0.01,0.13063292482460317,0.01,0.01,0.08590468526781206,0.06726223242033921,0.4129350878000471,0.01,0.15723937051720796,0.0786824292747395,0.10059394630918571,0.01,0.01,0.2041953231674519,0.09890234351067623,0.01,0.01,0.01,0.04527329291004552,0.11820147958748174,0.01,0.01,0.01,0.01
256,Sedbergh,-2.5281740000000004,54.32363,0.01,0.01,0.01,0.13063292482460317,0.01,0.01,0.08590468526781206,0.06726223242033921,0.4129350878000471,0.01,0.15723937051720796,0.0786824292747395,0.10059394630918571,0.01,0.01,0.2041953231674519,0.09890234351067623,0.01,0.01,0.01,0.04527329291004552,0.11820147958748174,0.01,0.01,0.01,0.01
257,Nantwich,-2.524102,53.06718000000001,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.28825218658794016,0.2119018123279826,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.05868828386241635,0.22204624444645016,0.01,0.01,0.01,0.01
258,Banff,-2.524038,57.666509999999995,0.01,0.01,0.1453365155527684,0.01,0.01,0.08966802149376701,0.01,0.036165414164144864,0.01,0.01,0.24893551258220425,0.12875679540367288,0.01,0.01,0.01,0.01,0.030387201445092847,0.016439136306937108,0.01,0.01,0.1460546981481973,0.10143764208298138,0.01,0.01,0.01,0.01
259,Dunbar,-2.516737,56.00209,0.01,0.01,0.01,0.01,0.01,0.12532357375255798,0.12911128633900074,0.050546219361244774,0.01,0.01,0.2100661769256644,0.33420322619114157,0.01,0.01,0.01,0.17049853287511632,0.38223320716114517,0.02297598988106304,0.01,0.01,0.2355367094339133,0.13382599104173737,0.01,0.01,0.01,0.01
260,Cinderford,-2.5009579,51.8253,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01810880983186081,0.26948503497271076,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.014438758248482012,0.23184053378316632,0.01,0.01,0.01,0.01
261,Banchory,-2.4909599,57.05386,0.01,0.01,0.1621998556012597,0.01,0.01,0.10007215536053157,0.13746224758893189,0.01,0.01,0.01,0.2673356104418637,0.20117492258757083,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.13792421284874348,0.12514185098356223,0.01,0.01,0.01,0.01
262,Blackburn,-2.487529,53.748580000000004,0.01,0.01,0.5432844283366411,0.01,0.01,0.3351893144120942,0.01,0.01,0.8299588417343161,0.01,0.1053452131501962,0.3300395059317082,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.06299644046091071,0.31338249072447644,0.01,0.01,0.01,0.01
263,Market Drayton,-2.483485,52.90355,0.01,0.01,0.01,0.2605410987648711,0.01,0.01,0.05711093247492997,0.01,0.01,0.01,0.01,0.1501053619353146,0.15047239804553564,0.01,0.03232716062538784,0.01,0.11271770612255078,0.01524475612924107,0.01,0.01,0.01,0.14549033981876197,0.01,0.01,0.01,0.01
264,Telford,-2.4672611,52.67759,0.01,0.01,0.01,0.48401222141044614,0.01,0.01,0.10609608013881563,0.18691159518848502,0.01,0.01,0.01,0.2788536243239582,0.01,0.01,0.0600547894376806,0.01,0.20939785542971528,0.11328189909193798,0.01,0.01,0.01,0.30279557127288304,0.01,0.01,0.01,0.01
265,Montrose,-2.4661150000000003,56.70692,0.01,0.01,0.01,0.01,0.01,0.10676574195768307,0.14665676783045842,0.04306136867684842,0.01,0.01,0.24606960954396168,0.2628135080126924,0.01,0.01,0.01,0.08715073487845293,0.01,0.019573720517316838,0.01,0.01,0.11593607357981321,0.1357672615089464,0.01,0.01,0.01,0.01
266,Turriff,-2.4623,57.53893000000001,0.01,0.01,0.15155286714749014,0.01,0.01,0.09350331330799755,0.01,0.03771228577557707,0.01,0.01,0.259583013416648,0.18029736659293663,0.01,0.01,0.01,0.01,0.03168692662044803,0.017142273098188807,0.01,0.01,0.12887072588095766,0.10320813863461924,0.01,0.01,0.01,0.01
267,Weymouth,-2.457621,50.61443,0.01,0.01,0.01,0.01,0.01,0.25264369696464245,0.17351965359738306,0.01,0.01,0.01,0.01,0.10365088003170028,0.01,0.01,0.01,0.01,0.01,0.20843105190960604,0.01,0.6872453369685886,0.01,0.2576037587834975,0.01,0.01,0.6287662800517837,0.01
268,Crewe,-2.4438209,53.1004,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.18044008898540212,0.26529257283103186,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.07347537828888276,0.32555448136259507,0.01,0.01,0.01,0.01
269,Fortuneswell,-2.4422189999999997,50.55919,0.01,0.01,0.01,0.01,0.01,0.1532450718344651,0.10525111886699429,0.01,0.01,0.01,0.01,0.04400976816646302,0.01,0.01,0.01,0.01,0.01,0.12642718542426512,0.01,0.4168596418472758,0.01,0.1416204600905442,0.01,0.01,0.3813882353340877,0.01
270,Dorchester,-2.4411810000000003,50.71116,0.01,0.01,0.01,0.01,0.01,0.31011359288361595,0.42598175897129753,0.1250767775202785,0.01,0.01,0.01,0.11450589208080031,0.01,0.01,0.01,0.01,0.01,0.2558437164780937,0.01,0.8435758469354063,0.01,0.3268257850242401,0.01,0.01,0.01,0.01
271,Alston,-2.438685,54.812169999999995,0.01,0.01,0.01,0.01,0.01,0.21694038747747055,0.2681965043652242,0.11812180030196089,0.01,0.01,0.12954440237763637,0.04272146718012586,0.01,0.01,0.01,0.2744803360168853,0.033083088545738014,0.011931722160582489,0.01,0.01,0.057081356141795596,0.06346744059706674,0.01,0.01,0.01,0.01
272,Kelso,-2.432207,55.600030000000004,0.01,0.01,0.01,0.01,0.01,0.15509410897060988,0.09586895531383141,0.15012824816506723,0.01,0.01,0.14623158677159256,0.1565290409242109,0.01,0.01,0.01,0.1266002120555191,0.28381948082043945,0.017060353201153948,0.01,0.01,0.24485017907014747,0.08583030154226763,0.01,0.01,0.01,0.01
273,Wincanton,-2.416007,51.055690000000006,0.01,0.01,0.01,0.01,0.01,0.17603236192765254,0.2418035742082275,0.07099837309439451,0.01,0.01,0.01,0.07221992650944098,0.01,0.01,0.01,0.01,0.05965483640533442,0.17749929958408991,0.01,0.01,0.01,0.1610281440449385,0.01,0.01,0.01,0.01
274,Clitheroe,-2.3930830000000003,53.8711,0.01,0.01,0.3884715696849848,0.01,0.01,0.23967467558377314,0.12345924102413017,0.01,0.5934560189946764,0.01,0.2259789822015713,0.24090885011695945,0.01,0.01,0.01,0.01,0.14213902568025652,0.01,0.01,0.01,0.015015047892101908,0.1824899239867247,0.01,0.01,0.01,0.01
275,Sark,-2.3666256000000003,49.43007,0.01,0.01,0.01,0.14484392879180114,0.01,0.0616370430669966,0.01,0.01,0.01,0.01,0.01,0.020230019488173996,0.01,0.01,0.01,0.01,0.01,0.03390037365911146,0.01,0.16766604883182085,0.01,0.026534524173017684,0.01,0.01,0.15339901508823653,0.01
276,Bath,-2.3590167,51.38106,0.01,0.01,0.01,0.01,0.01,0.01,0.5032468557184646,0.14776335766696352,0.01,0.01,0.01,0.24048908828434076,0.01,0.01,0.01,0.01,0.12415494248869734,0.06716643605498028,0.01,0.01,0.01,0.4124667816174549,0.01,0.01,0.01,0.01
277,Kidderminster,-2.2496839,52.3886,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.15880953570951756,0.01,0.01,0.01,0.32308381404175207,0.01,0.01,0.01,0.01,0.01,0.07218752127435744,0.01,0.01,0.01,0.26093030433184206,0.01,0.01,0.01,0.01
278,Manchester,-2.2426305,53.48076,0.01,0.01,1.0,0.01,0.01,0.205656127146471,0.01,0.01,0.01,0.01,0.01,0.45561701598085524,0.3721511430124544,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12883867430333087,0.6914087817749076,0.01,0.01,0.01,0.01
279,Burnley,-2.2405035,53.78929,0.01,0.01,0.5061464028668482,0.01,0.01,0.4163684359308539,0.01,0.05397817340441227,0.7732242272385926,0.01,0.19628797997492176,0.3331017632425475,0.26909004309887574,0.01,0.01,0.01,0.15117994156360665,0.02453599856943882,0.01,0.01,0.04564786067557245,0.24265849737929784,0.08659603762258952,0.031364413707948215,0.01,0.01
280,Gloucester,-2.238156,51.86424,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.028801892146474772,0.2932618133316092,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.022964709534368608,0.4231679963269555,0.01,0.01,0.01,0.01
281,Newcastle-under-Lyme,-2.2273002,53.01321,0.01,0.01,0.01,0.41739465254705543,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.19675087459149765,0.24106129358431494,0.01,0.01,0.01,0.01,0.07326766490326582,0.01,0.01,0.06676428800061433,0.2655334369505421,0.01,0.01,0.01,0.01
282,Worcester,-2.221575,52.19364,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.22398513228315575,0.01,0.01,0.08726858763955406,0.3873260818349491,0.01,0.01,0.01,0.01,0.01,0.10181335415151055,0.01,0.01,0.02319405123641424,0.3826639097630398,0.01,0.01,0.01,0.01
283,Trowbridge,-2.208853,51.31966,0.01,0.01,0.01,0.01,0.01,0.01,0.486809708871466,0.14293708209071587,0.01,0.01,0.01,0.18901527598094706,0.01,0.01,0.01,0.01,0.12009976956853297,0.25989053133916434,0.01,0.01,0.01,0.38881653730917193,0.01,0.01,0.01,0.01
284,Shaftesbury,-2.198083,51.0046,0.01,0.01,0.01,0.01,0.01,0.19287060684744367,0.2649331156198936,0.07778966977404402,0.01,0.01,0.01,0.0712152624071534,0.01,0.01,0.01,0.01,0.06536107550275633,0.19447786333656994,0.01,0.5246496421114276,0.01,0.17932888168185257,0.01,0.01,0.01,0.01
285,Alderney,-2.1973557,49.715,0.01,0.01,0.01,0.14484392879180114,0.01,0.0616370430669966,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01695018733806134,0.01,0.16766604883182085,0.01,0.03104919924380888,0.01,0.01,0.15339901508823653,0.01
286,Stoke-on-Trent,-2.179404,53.002669999999995,0.01,0.01,0.01,0.5685794309443915,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2233467758130087,0.3283762556431812,0.01,0.01,0.01,0.01,0.09980599167505344,0.01,0.01,0.09094702255323506,0.3874900987519429,0.01,0.01,0.01,0.01
287,Colne,-2.176991,53.85564,0.01,0.01,0.01,0.01,0.01,0.30721690147194003,0.01,0.2721561047649696,0.5705224765758303,0.01,0.12672697245953982,0.26941126407882426,0.5460060795157781,0.03260718000281951,0.01,0.01,0.18963146353414076,0.01810385419387256,0.01,0.01,0.019246408140597655,0.14336178757503468,0.43661426093233197,0.023142191300591492,0.01,0.01
288,Blandford Forum,-2.165353,50.85691,0.01,0.01,0.01,0.01,0.01,0.1721597329333508,0.2069235056898901,0.052077330199794776,0.01,0.01,0.01,0.04944178526133159,0.01,0.01,0.01,0.01,0.01,0.16570374352293324,0.01,0.4683115988789589,0.01,0.1627631623398391,0.01,0.01,0.01,0.01
289,Rochdale,-2.1561,53.60971,0.01,0.01,0.5933135483514436,0.01,0.01,0.48807426614995336,0.01,0.01,0.01,0.01,0.05752304026311526,0.3153777074154597,0.22080231518376486,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.07644173101580519,0.35547893128205055,0.01,0.01,0.01,0.01
290,Jersey,-2.13125,49.21444,0.01,0.01,0.01,0.14484392879180114,0.01,0.0616370430669966,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01695018733806134,0.01,0.16766604883182085,0.01,0.03104919924380888,0.01,0.01,0.15339901508823653,0.01
291,Wolverhampton,-2.12882,52.586969999999994,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.20731969548884385,0.01,0.01,0.01,0.4217734007297147,0.01,0.01,0.01,0.01,0.01,0.18847601830524674,0.01,0.01,0.01,0.3465337550354848,0.01,0.01,0.01,0.01
292,Stafford,-2.12066,52.80669,0.01,0.01,0.01,0.5370009214433616,0.01,0.01,0.01,0.2073743066903864,0.01,0.01,0.01,0.3375076003539099,0.01,0.01,0.01,0.01,0.01,0.1885256657919331,0.01,0.01,0.01,0.34663733979603206,0.01,0.01,0.01,0.01
293,Macclesfield,-2.119287,53.25866,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1459299976290229,0.4876226887544308,0.01,0.01,0.01,0.01,0.088924222171644,0.01,0.01,0.08103113955026049,0.361203553363661,0.01,0.01,0.01,0.01
294,Hexham,-2.1121439,54.97266,0.01,0.01,0.01,0.01,0.01,0.37994375921799595,0.5871404991522378,0.43099053751052435,0.01,0.01,0.373159053436542,0.07014493987540063,0.01,0.01,0.01,0.484594492524857,0.16899418644356426,0.07836340262549817,0.01,0.01,0.1249635076963599,0.180569969346763,0.01,0.01,0.01,0.01
295,Aberdeen,-2.094278,57.149719999999995,0.01,0.01,0.3167271708536901,0.01,0.01,0.19541059719862008,0.26842211798919596,0.01,0.01,0.01,0.5220254435481638,0.3928336670934532,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2693241961644843,0.28885843604485056,0.01,0.01,0.01,0.01
296,Dudley,-2.081112,52.51225,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.2002411088981481,0.01,0.01,0.01,0.488847177386442,0.01,0.01,0.01,0.01,0.01,0.09102041161448783,0.01,0.01,0.01,0.3250262708595148,0.01,0.01,0.01,0.01
297,Cheltenham,-2.0782533,51.899390000000004,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02736756489497355,0.23578707133591895,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.021821072562865456,0.4082727542263554,0.01,0.01,0.01,0.01
298,Bromsgrove,-2.061906,52.33559,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.17520885257134777,0.01,0.01,0.0455096557996045,0.35644675925614194,0.01,0.01,0.01,0.01,0.01,0.07964189754691114,0.01,0.01,0.01,0.2856269468967239,0.01,0.01,0.01,0.01
299,Skipton,-2.0162787,53.96285,0.01,0.01,0.01,0.01,0.01,0.24376551707308694,0.027903658656450562,0.2883181924686735,0.13413005008192874,0.4625427551102238,0.13690851437225648,0.2772457029899108,0.4311939830387325,0.28268232553174866,0.01,0.011054492839424621,0.1894753452130411,0.02553733932028455,0.06282411953382971,0.1105157767344578,0.01,0.11669855259583421,0.46254275511022375,0.032644429497127134,0.01,0.01
300,Fraserburgh,-2.007631,57.69335,0.01,0.01,0.15749376306186882,0.01,0.01,0.09716865770212076,0.01,0.03919061323122308,0.01,0.01,0.26975870783190614,0.13952716666410617,0.01,0.01,0.01,0.01,0.03292905906202984,0.01781425286425343,0.01,0.01,0.15827202088021158,0.11382949676976609,0.01,0.01,0.01,0.01
301,Berwick,-2.005395,55.77024,0.01,0.01,0.01,0.01,0.01,0.17383497193089184,0.10745332151321023,0.16826905921200316,0.01,0.01,0.16390154307322308,0.14976866554860258,0.01,0.01,0.01,0.17027760029609423,0.3888071348821895,0.05736554137864534,0.01,0.01,0.25701219942454645,0.10184508459086888,0.01,0.01,0.01,0.01
302,Poole,-1.987248,50.71505,0.01,0.01,0.01,0.01,0.01,0.3074917668050761,0.36958278962198976,0.09301449299892667,0.01,0.01,0.01,0.08830718801062282,0.01,0.01,0.01,0.01,0.01,0.29596082657613954,0.01,0.8364439146193932,0.01,0.32742161050491997,0.01,0.01,0.01,0.01
303,Walsall,-1.9829189999999999,52.586209999999994,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.20298145212134372,0.01,0.01,0.05272345480365812,0.4129476321311779,0.01,0.01,0.01,0.01,0.01,0.18453208603958524,0.01,0.01,0.01,0.3301134743097006,0.01,0.01,0.01,0.01
304,Cirencester,-1.968243,51.71849,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02545786072912673,0.17945499892784272,0.01,0.01,0.01,0.01,0.10980204090906219,0.05940167674030578,0.01,0.01,0.02029840171741499,0.3738876273094287,0.01,0.01,0.01,0.01
305,Evesham,-1.9467700000000001,52.09215,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.05654549321415198,0.13286493480597608,0.01,0.01,0.01,0.01,0.12194289542034667,0.01,0.01,0.01,0.015028535493370531,0.2607891837200256,0.01,0.01,0.01,0.01
306,Buxton,-1.91483,53.259080000000004,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12222548868437426,0.16336575527158226,0.01,0.01,0.01,0.01,0.07447959081337945,0.01,0.01,0.06786864106830198,0.3015566803410046,0.01,0.01,0.01,0.01
307,Keighley,-1.9123580000000002,53.8678,0.01,0.01,0.01,0.01,0.01,0.2926475881483723,0.033499153220581876,0.34613436985821744,0.1610270235347843,0.5552960210443765,0.1354075724079472,0.31016294376879255,0.5176609090388324,0.45670926658483324,0.01,0.013271239946095874,0.22747065891830623,0.030658318081827556,0.07542218144663969,0.13267740204610678,0.01,0.14496665779432227,0.5552960210443764,0.039190586402544844,0.01,0.01
308,Birmingham,-1.8904009999999998,52.48624,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33478030330909114,0.01,0.01,0.08695757176926722,0.6810806213614132,0.01,0.01,0.01,0.01,0.2812918571962158,0.30435149167058134,0.01,0.01,0.01,0.5612756430373983,0.01,0.01,0.01,0.01
309,Bournemouth,-1.880769,50.719159999999995,0.01,0.01,0.01,0.01,0.01,0.36761791368282476,0.1893643060102614,0.11120230702049047,0.01,0.01,0.01,0.07541039164332501,0.01,0.01,0.01,0.01,0.01,0.35383224314664363,0.01,1.0,0.01,0.4125444384500888,0.01,0.01,0.01,0.01
310,Halifax,-1.8575400000000002,53.727019999999996,0.01,0.01,0.01,0.01,0.01,0.37981197291906277,0.0330668590515629,0.341667633973836,0.15894902941743447,0.5481301314949821,0.13366018782161068,0.18303783398644605,0.6755454771700579,0.4508156025993133,0.01,0.01309997950835967,0.27076308031189944,0.030262683838435396,0.07444888612065391,0.1309652492974254,0.02681049667273749,0.1513746410924162,0.5481301314949821,0.03868484639560505,0.01,0.01
311,Salisbury,-1.794472,51.06878,0.01,0.01,0.01,0.01,0.01,0.01,0.34716963365239145,0.08737367746974486,0.01,0.01,0.01,0.059251317835491805,0.01,0.01,0.01,0.01,0.01,0.2780124362473395,0.01,0.01,0.01,0.3282404205458848,0.01,0.01,0.01,0.01
312,Ringwood,-1.7888169999999999,50.84495,0.01,0.01,0.01,0.01,0.01,0.2517641501180705,0.12968667138050594,0.07615720909165953,0.01,0.01,0.01,0.05164501634850441,0.01,0.01,0.01,0.01,0.01,0.24232299532890572,0.01,0.6848527798764693,0.01,0.26781371561340644,0.01,0.01,0.01,0.01
313,Huddersfield,-1.7850351000000002,53.645790000000005,0.01,0.01,0.01,0.01,0.01,0.5046269585816345,0.04393339258052728,0.45394750895528313,0.2111833512460528,0.7282583511979164,0.12062310461692069,0.24318829330225827,0.8975453219863351,0.5220190189923142,0.01,0.017404935305170025,0.7282583511979163,0.0402077006328643,0.098914509419275,0.17400345472239417,0.03562104503985614,0.21646770484985908,0.7282583511979162,0.05139758030737978,0.01,0.01
314,Peterhead,-1.784066,57.50812,0.01,0.01,0.18397186709840102,0.01,0.01,0.11350480827537386,0.01,0.01,0.01,0.01,0.3032199931356975,0.2095517537216538,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.1564377401819326,0.14451360009352426,0.01,0.01,0.01,0.01
315,Swindon,-1.7797176,51.55577,0.01,0.01,0.01,0.01,0.01,0.01,0.23357005272090306,0.13716169251059668,0.01,0.01,0.02672031608066616,0.2162584941789131,0.01,0.01,0.01,0.01,0.11524712428156252,0.06234740597848229,0.01,0.01,0.02130499948886594,0.37813855525441803,0.01,0.01,0.01,0.01
316,Bradford,-1.759398,53.79598000000001,0.01,0.01,0.01,0.01,0.01,0.41235501667865154,0.04720197413002523,0.4877205541279759,0.226895090424373,0.7824397305582793,0.17039643737269186,0.4849678991919417,0.7294099846548862,0.6435260868932985,0.01,0.018699837589449785,0.7824397305582792,0.25739461412541753,0.10627360739635189,0.18694906279516124,0.01,0.17582686435517714,0.7824397305582791,0.05522148674423443,0.01,0.01
317,Ashbourne,-1.7321790000000001,53.016630000000006,0.01,0.01,0.01,0.01,0.6675876986740782,0.01,0.3244248234474124,0.01,0.01,0.01,0.04948541981877914,0.2325517586934895,0.18994989162339607,0.044564544670961624,0.01,0.01,0.01,0.08659948457152129,0.01,0.01,0.01,0.29928249216304453,0.20375971188765513,0.2214005655262096,0.01,0.01
318,Marlborough,-1.7270619999999999,51.42007,0.01,0.01,0.01,0.01,0.01,0.01,0.3136772922881247,0.09210193646655347,0.01,0.01,0.01,0.08431792540995117,0.01,0.01,0.01,0.01,0.07738664582105109,0.20932655548861287,0.01,0.01,0.01,0.23764205795223775,0.01,0.01,0.01,0.01
319,Stratford-upon-Avon,-1.7082979999999999,52.19173,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.044195872481212185,0.2076940624155071,0.01,0.01,0.01,0.01,0.2859311368692764,0.01,0.01,0.01,0.01,0.3035001205360595,0.01,0.01,0.01,0.01
320,Alnwick,-1.7062990000000002,55.41274,0.01,0.01,0.01,0.01,0.01,0.13779190623098558,0.42586939061778517,0.22924694281505226,0.01,0.01,0.27066267600342214,0.05087808257613053,0.01,0.01,0.01,0.2952515246366804,0.12257619990885411,0.05683916297895163,0.01,0.01,0.12516886202044927,0.12487278657159184,0.01,0.01,0.01,0.01
321,Otley,-1.691786,53.90583,0.01,0.01,0.01,0.01,0.01,0.013079798439291487,0.026950232144050856,0.2784667886763881,0.12954702577561442,0.44673835715402443,0.09728880260523153,0.2677726296938981,0.4164607259960644,0.4146255045146267,0.01,0.010676777261549902,0.29603144328519515,0.14696090007167434,0.060677512813930114,0.1067396170245654,0.01,0.0948285845792243,0.4467383571540243,0.03152901789652224,0.01,0.01
322,Bishop Auckland,-1.6787880000000002,54.663819999999994,0.01,0.01,0.01,0.01,0.01,0.4102695594285781,0.01,0.09928334906024408,0.01,0.01,0.16762441821671184,0.0706940888410699,0.14848308665030732,0.01,0.01,0.06697896217128553,0.25026201395156417,0.01,0.01,0.01,0.020561929264858322,0.2257557807296095,0.01,0.01,0.01,0.01
323,Burton upon Trent,-1.6371358999999999,52.81403,0.01,0.01,0.01,0.01,0.6395549560449162,0.01,0.31080186784730834,0.01,0.01,0.01,0.01,0.2351636915926465,0.01,0.10673307783319333,0.01,0.01,0.01,0.08296307684916043,0.01,0.01,0.01,0.2945751167037361,0.19520361720094423,0.10605185916592115,0.01,0.01
324,Newcastle,-1.61778,54.97825,0.01,0.01,0.01,0.01,0.01,0.6471087580682823,1.0,0.5383034044369716,0.01,0.01,0.6355532516924656,0.11946874721924604,0.01,0.01,0.01,0.8253467325530343,0.2878258043646659,0.13346618524636908,0.01,0.01,0.17229425503757748,0.35618130844633805,0.01,0.01,0.01,0.01
325,Durham,-1.5848520000000001,54.77525,0.01,0.01,0.01,0.01,0.01,0.5767482101409029,0.71301547700404,0.3140334434493075,0.01,0.01,0.45315930491697204,0.1135774210474744,0.01,0.01,0.01,0.5884849942050275,0.08795324986072013,0.03172115381571888,0.01,0.01,0.15175399274427395,0.23774326566581408,0.01,0.01,0.01,0.01
326,Ashington,-1.5659829,55.18298000000001,0.01,0.01,0.01,0.01,0.01,0.38743197551107234,0.4789698346149293,0.25783109259582976,0.01,0.01,0.3044108358521208,0.05722192609725507,0.01,0.01,0.01,0.33206559814005737,0.13785987791445303,0.06392627667413892,0.01,0.01,0.14077581169640835,0.1349149706065588,0.01,0.01,0.01,0.01
327,Darlington,-1.559458,54.52361,0.01,0.01,0.01,0.01,0.01,0.44866048185940755,0.01,0.20652620372397312,0.01,0.01,0.049046115529744444,0.1524577423386662,0.2823954973883763,0.01,0.01,0.07961577269440222,0.29747853610895436,0.20116570706358014,0.01,0.01,0.024441314607456795,0.2645390470151268,0.01,0.01,0.01,0.01
328,Leeds,-1.5490774,53.80076,0.01,0.01,0.01,0.01,0.01,0.029278431614014944,0.060326658126557686,0.6233330633402039,0.2899841119551545,1.0,0.2177757988479345,0.6810758108131065,0.9322251365411165,0.9281170910777068,0.01,0.02389939679584937,1.0,0.3289641413553523,0.1358233781412461,0.2389309431689659,0.01,0.23770226792315394,1.0,0.07057602597050294,0.01,0.01
329,Harrogate,-1.5418120000000002,53.99211999999999,0.01,0.01,0.01,0.01,0.01,0.02067345427120513,0.04259655792207896,0.44013449048703324,0.2047573229643644,0.7060984189231365,0.15377114724624955,0.4232316912795647,0.976229875888951,0.6553420105855094,0.01,0.016875326290765914,0.28924513507505295,0.23228106009342145,0.09590467255833317,0.1687087612034206,0.01,0.1769969930645288,0.7060984189231364,0.049833620351650336,0.01,0.01
330,Leamington Spa,-1.5200789,52.28519,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.05418470514994935,0.2546355779753749,0.01,0.01,0.01,0.01,0.5258328537116901,0.01,0.01,0.01,0.01,0.3742319020707917,0.01,0.01,0.01,0.01
331,Coventry,-1.519693,52.40682,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0609771229950382,0.382074483327127,0.01,0.01,0.01,0.01,0.5917495445786258,0.01,0.01,0.01,0.01,0.39857684222524675,0.01,0.13640755165575613,0.01,0.01
332,Blyth,-1.510277,55.12696,0.01,0.01,0.01,0.01,0.01,0.4047098699027887,0.5003299461761345,0.26932931336837995,0.01,0.01,0.343425229873527,0.05977379186593559,0.01,0.01,0.01,0.4129456862749081,0.14400786920587588,0.06677712928064984,0.01,0.01,0.08620397534940832,0.146966872986535,0.01,0.01,0.01,0.01
333,Wakefield,-1.505924,53.6833,0.01,0.01,0.01,0.01,0.01,0.01966114726003501,0.040510752924493486,0.41858263830341463,0.1947310704133355,0.6715232400161644,0.04119479000690725,0.45735823517385343,0.6260108441146016,0.6232521961148791,0.01,0.016049000370780706,0.8414267134522446,0.22090706605208166,0.09120855495935026,0.16044768109694202,0.01,0.11979981569049838,0.6715232400161643,0.5173784120672723,0.01,0.01
334,Andover,-1.4919233,51.2112,0.01,0.01,0.01,0.01,0.01,0.01,0.3168140519256402,0.0797339574533728,0.01,0.01,0.01,0.10814108103866767,0.01,0.01,0.01,0.01,0.13398944964954,0.2295415080655623,0.01,0.01,0.01,0.27400431091683336,0.01,0.01,0.01,0.01
335,Witney,-1.4850543999999999,51.785940000000004,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.24666354996054715,0.01,0.01,0.01,0.01,0.01,0.04792410959894574,0.01,0.01,0.01,0.28304775369817703,0.01,0.01,0.01,0.01
336,Barnsley,-1.479726,53.55263000000001,0.01,0.01,0.01,0.01,0.01,0.01,0.09673431035510359,0.25562816345522754,0.01,0.01,0.014755153159783757,0.3216622162836075,0.4955798399770396,0.7906292796889746,0.01,0.01,0.6682231150242546,0.2065721331263428,0.01,0.01,0.011764775894802754,0.15083500004939,0.3189657737664147,0.4621077181671572,0.01,0.6931615737849278
