index,placename,longitude,latitude,masel,maself,mesel,meself,meseln,mesels,mesen,mysel,myself,myseln,mysels,mysen
472,Holt,1.086747,52.90936,0.01,0.01,0.017145609992583608,0.055354585004387086,0.01,0.01,0.10401710078586934,0.01,0.22057081451945598,0.01,0.01,0.01
473,Hunstanton,0.49103199999999997,52.93891,0.01,0.01,0.01,0.039288362877905304,0.01,0.01,0.07792847723344719,0.01,0.14509285695394514,0.01,0.01,0.01
474,Horncastle,-0.11245,53.20731,0.01,0.01,0.01,0.11445846661807117,0.01,0.01,0.2415476627284474,0.01,0.11004838590059567,0.01,0.01,0.34527285538003966
475,Market Weighton,-0.6677465,53.86484,0.01,0.01,0.021438773321649878,0.1821448717467762,0.01,0.01,0.22038349231178772,0.01,0.08036694813952364,0.01,0.01,0.38702504246298014
476,Hawes,-2.1968695,54.303830000000005,0.01,0.01,0.01890817956002012,0.09938559912531944,0.01,0.01,0.0395112438876136,0.012327408942877335,0.01,0.1269998637240774,0.01,0.02222687592250916
477,Reeth,-1.9428115000000001,54.38946,0.01,0.01,0.061226539995173,0.3523377666546078,0.01,0.01,0.06603421006121157,0.1197520754211366,0.10340905537902334,0.4112380153256526,0.01,0.01
478,Aysgarth,-1.9967433999999997,54.29159,0.01,0.01,0.05326973491143753,0.19310178261560532,0.01,0.01,0.09489941210315564,0.02480701968362946,0.04508939260789236,0.25556774613547406,0.01,0.01916921905897413
479,Stanhope,-2.011302,54.74946,0.01,0.2901081784494163,0.5034730905092324,0.5606297650309369,0.01,0.01,0.01,0.13094887190073073,0.04258742369421459,0.5396264263753262,0.01,0.01
480,Keswick,-3.134706,54.60128,0.06711867410690908,0.01,0.1845591387008501,0.23858554247090208,0.01,0.01,0.06586253409450443,0.10616954877216075,0.06288880096812845,0.3645945539694352,0.01,0.10938771716074162
481,Oxenholme,-2.7243327999999996,54.30134,0.01,0.01,0.16055239454927603,0.1414581832063758,0.01,0.01,0.07816222751576377,0.0387681519395561,0.06810703071214397,0.01,0.01,0.08987237295425819
