,placename,emself,emselfs,emsels,emselves,emsens,theirsel,theirself,theirselfs,theirseln,theirselns,theirsels,theirselves,theirsen,theirsens,them,themsel,themself,themselfs,themseln,themselns,themsels,themselves,themsen,themsens,theyselves,theysens,longitude,latitude
273,Wincanton,0.01,0.01,0.01,0.01,0.01,0.5357142822704082,0.5333333237333334,0.1329018327088489,0.01,0.01,0.01,0.18518518666666667,0.01,0.01,0.01,0.01,0.13333333253333335,0.54999999955,0.01,0.01,0.01,0.7053622731625712,0.01,0.01,0.01,0.01,-2.416007,51.05569000000001
274,Clitheroe,0.01,0.01,1.0,0.01,0.01,0.5357142822704082,0.19999999040000005,0.01,1.0,0.01,0.4864864854346238,0.4537037033333334,0.01,0.01,0.01,0.01,0.2333333289333333,0.01,0.01,0.01,0.016666666,0.473861115488587,0.01,0.01,0.01,0.01,-2.3930830000000003,53.8711
275,Sark,0.01,0.01,0.01,0.7375000018437501,0.01,0.5357142822704082,0.01,0.01,0.01,0.01,0.01,0.1481481466666667,0.01,0.01,0.01,0.01,0.01,0.2999999973,0.01,1.0,0.01,0.7137804116712932,0.01,0.01,1.0,0.01,-2.3666256000000003,49.43007
276,Bath,0.01,0.01,0.01,0.01,0.01,0.01,0.5333333237333334,0.1329018327088489,0.01,0.01,0.01,0.2962962966666667,0.01,0.01,0.01,0.01,0.13333333253333335,0.0999999991,0.01,0.01,0.01,0.7811262773811111,0.01,0.01,0.01,0.01,-2.3590167,51.38106
277,Kidderminster,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.19935275504385586,0.01,0.01,0.01,0.5555555566666667,0.01,0.01,0.01,0.01,0.01,0.15000000315,0.01,0.01,0.01,0.696943983125841,0.01,0.01,0.01,0.01,-2.2496839,52.3886
278,Manchester,0.01,0.01,1.0,0.01,0.01,0.1785714274234694,0.01,0.01,0.01,0.01,0.01,0.33333333333333337,0.1784107900287484,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.055555556,0.7221987017080236,0.01,0.01,0.01,0.01,-2.2426305,53.48076
279,Burnley,0.01,0.01,1.0,0.01,0.01,0.7142857096938776,0.01,0.056957931721268125,1.0,0.01,0.3243243252447041,0.48148148,0.2548726489380561,0.01,0.01,0.01,0.1904761927619048,0.04285714504285715,0.01,0.01,0.038888888,0.4431947256130824,0.13802436355426725,0.03571428758928572,0.01,0.01,-2.2405035,53.78929
280,Gloucester,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0405405388312637,0.36111111,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.016666666,0.8105899894536507,0.01,0.01,0.01,0.01,-2.238156,51.86424
281,Newcastle-under-Lyme,0.01,0.01,0.01,0.4916666629791667,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33333333333333337,0.26761626532798616,0.01,0.01,0.01,0.01,0.15000000315,0.01,0.01,0.066666666,0.696943983125841,0.01,0.01,0.01,0.01,-2.2273002,53.01321
282,Worcester,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.19935275504385586,0.01,0.01,0.12162162135865595,0.4722222233333334,0.01,0.01,0.01,0.01,0.01,0.15000000315,0.01,0.01,0.016666666,0.6843166995987537,0.01,0.01,0.01,0.01,-2.221575,52.19364
283,Trowbridge,0.01,0.01,0.01,0.01,0.01,0.01,0.5333333237333334,0.1329018327088489,0.01,0.01,0.01,0.24074074,0.01,0.01,0.01,0.01,0.13333333253333335,0.3999999964000001,0.01,0.01,0.01,0.7558715587989284,0.01,0.01,0.01,0.01,-2.208853,51.31966
284,Shaftesbury,0.01,0.01,0.01,0.01,0.01,0.5357142822704082,0.5333333237333334,0.1329018327088489,0.01,0.01,0.01,0.16666666666666669,0.01,0.01,0.01,0.01,0.13333333253333335,0.54999999955,0.01,1.0,0.01,0.696943983125841,0.01,0.01,0.01,0.01,-2.198083,51.0046
285,Alderney,0.01,0.01,0.01,0.7375000018437501,0.01,0.5357142822704082,0.01,0.01,0.01,0.01,0.01,0.03703703666666668,0.01,0.01,0.01,0.01,0.01,0.15000000315,0.01,1.0,0.01,0.7895444158898328,0.01,0.01,1.0,0.01,-2.1973557,49.715
286,Stoke-on-Trent,0.01,0.01,0.01,0.4916666629791667,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.27777777666666664,0.26761626532798616,0.01,0.01,0.01,0.01,0.15000000315,0.01,0.01,0.066666666,0.7221987017080236,0.01,0.01,0.01,0.01,-2.179404,53.00267
287,Colne,0.01,0.01,0.01,0.01,0.01,0.7142857096938776,0.01,0.3892125194739728,1.0,0.01,0.2837837815485756,0.5277777766666668,0.7008995437250636,0.048780487269482455,0.01,0.01,0.3238095252952381,0.04285714504285715,0.01,0.01,0.022222222000000003,0.3379668577939945,0.9431664504715256,0.03571428758928572,0.01,0.01,-2.176991,53.85564
288,Blandford Forum,0.01,0.01,0.01,0.01,0.01,0.5357142822704082,0.4666666522666667,0.0996763715413454,0.01,0.01,0.01,0.12962963,0.01,0.01,0.01,0.01,0.01,0.5249999975249999,0.01,1.0,0.01,0.7432442752718413,0.01,0.01,0.01,0.01,-2.165353,50.85691
289,Rochdale,0.01,0.01,1.0,0.01,0.01,0.7142857096938776,0.01,0.01,0.01,0.01,0.08108108252739224,0.38888889,0.1784107900287484,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.055555556,0.6211799789073011,0.01,0.01,0.01,0.01,-2.1561,53.60971
290,Jersey,0.01,0.01,0.01,0.7375000018437501,0.01,0.5357142822704082,0.01,0.01,0.01,0.01,0.01,0.03703703666666668,0.01,0.01,0.01,0.01,0.01,0.15000000315,0.01,1.0,0.01,0.7895444158898328,0.01,0.01,1.0,0.01,-2.13125,49.21444
291,Wolverhampton,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.19935275504385586,0.01,0.01,0.01,0.5555555566666667,0.01,0.01,0.01,0.01,0.01,0.2999999973,0.01,0.01,0.01,0.6716892645436582,0.01,0.01,0.01,0.01,-2.12882,52.58697
292,Stafford,0.01,0.01,0.01,0.4916666629791667,0.01,0.01,0.01,0.19935275504385586,0.01,0.01,0.01,0.4444444433333333,0.01,0.01,0.01,0.01,0.01,0.2999999973,0.01,0.01,0.01,0.6716892645436582,0.01,0.01,0.01,0.01,-2.12066,52.80669
293,Macclesfield,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.20370370333333326,0.44602705535673454,0.01,0.01,0.01,0.01,0.15000000315,0.01,0.01,0.066666666,0.7895444158898328,0.01,0.01,0.01,0.01,-2.119287,53.25866
294,Hexham,0.01,0.01,0.01,0.01,0.01,0.7142857096938776,0.7999999856000001,0.4983818816290572,0.01,0.01,0.6756756747552958,0.11111111,0.01,0.01,0.01,0.5813953472796107,0.2333333289333333,0.15000000315,0.01,0.01,0.116666666,0.3097056719964119,0.01,0.01,0.01,0.01,-2.1121439,54.97266
295,Aberdeen,0.01,0.01,0.5000001500000151,0.01,0.01,0.2678571491709184,0.2666666618666667,0.01,0.01,0.01,0.6891891893206719,0.4537037033333334,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.183333334,0.3728423926878644,0.01,0.01,0.01,0.01,-2.094278,57.14972
296,Dudley,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.19935275504385586,0.01,0.01,0.01,0.6666666666666667,0.01,0.01,0.01,0.01,0.01,0.15000000315,0.01,0.01,0.01,0.6464346974894838,0.01,0.01,0.01,0.01,-2.081112,52.51225
297,Cheltenham,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0405405388312637,0.3055555566666667,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.016666666,0.8358447080358331,0.01,0.01,0.01,0.01,-2.0782533,51.89939
298,Bromsgrove,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.19935275504385586,0.01,0.01,0.08108108252739224,0.5555555566666667,0.01,0.01,0.01,0.01,0.01,0.15000000315,0.01,0.01,0.01,0.6716892645436582,0.01,0.01,0.01,0.01,-2.061906,52.33559
299,Skipton,0.01,0.01,0.01,0.01,0.01,0.5672268984543818,0.04705881562352948,0.4126657805516624,0.2352940894117636,1.0,0.3068362452825162,0.5435729833333334,0.5539731052129925,0.4232424683675684,0.01,0.016415866107593918,0.3238095252952381,0.06050420106050421,0.11764703764705925,0.1764705617647056,0.01,0.21887387414689727,1.0,0.05042016762605042,0.01,0.01,-2.0162787,53.96285
300,Fraserburgh,0.01,0.01,0.5172414517241452,0.01,0.01,0.2770935920610485,0.01,0.06874232272620405,0.01,0.01,0.7409133275872143,0.3352490433333334,0.01,0.01,0.01,0.01,0.06896551227586205,0.05172413405172414,0.01,0.01,0.224137932,0.3686332476694993,0.01,0.01,0.01,0.01,-2.007631,57.69335
301,Berwick,0.01,0.01,0.01,0.01,0.01,0.4464285765943878,0.19999999040000005,0.2658036654176978,0.01,0.01,0.4054054029072315,0.3240740733333333,0.01,0.01,0.01,0.27906976568956193,0.7333333349333333,0.15000000315,0.01,0.01,0.327777778,0.22131438425078487,0.01,0.01,0.01,0.01,-2.005395,55.77024
302,Poole,0.01,0.01,0.01,0.01,0.01,0.5357142822704082,0.4666666522666667,0.0996763715413454,0.01,0.01,0.01,0.12962963,0.01,0.01,0.01,0.01,0.01,0.5249999975249999,0.01,1.0,0.01,0.7432442752718413,0.01,0.01,0.01,0.01,-1.987248,50.71505
303,Walsall,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.19935275504385586,0.01,0.01,0.08108108252739224,0.5555555566666667,0.01,0.01,0.01,0.01,0.01,0.2999999973,0.01,0.01,0.01,0.6464346974894838,0.01,0.01,0.01,0.01,-1.982919,52.58621
304,Cirencester,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0405405388312637,0.25,0.01,0.01,0.01,0.01,0.13333333253333335,0.0999999991,0.01,0.01,0.016666666,0.8274264179991029,0.01,0.01,0.01,0.01,-1.968243,51.71849
305,Evesham,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.12162162135865595,0.25,0.01,0.01,0.01,0.01,0.2000000048,0.01,0.01,0.01,0.016666666,0.8105899894536507,0.01,0.01,0.01,0.01,-1.94677,52.09215
306,Buxton,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.20370370333333326,0.1784107900287484,0.01,0.01,0.01,0.01,0.15000000315,0.01,0.01,0.066666666,0.8147991344720159,0.01,0.01,0.01,0.01,-1.91483,53.25908
307,Keighley,0.01,0.01,0.01,0.01,0.01,0.5672268984543818,0.04705881562352948,0.4126657805516624,0.2352940894117636,1.0,0.2527821918858763,0.5065359466666668,0.5539731052129925,0.5695839301760156,0.01,0.016415866107593918,0.3238095252952381,0.06050420106050421,0.11764703764705925,0.1764705617647056,0.01,0.202037445601445,1.0,0.05042016762605042,0.01,0.01,-1.912358,53.8678
308,Birmingham,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.19935275504385586,0.01,0.01,0.08108108252739224,0.5555555566666667,0.01,0.01,0.01,0.01,0.2000000048,0.2999999973,0.01,0.01,0.01,0.6211799789073011,0.01,0.01,0.01,0.01,-1.890401,52.48624
309,Bournemouth,0.01,0.01,0.01,0.01,0.01,0.5357142822704082,0.19999999040000005,0.0996763715413454,0.01,0.01,0.01,0.09259259333333332,0.01,0.01,0.01,0.01,0.01,0.5249999975249999,0.01,1.0,0.01,0.7769171323627458,0.01,0.01,0.01,0.01,-1.880769,50.71916
310,Halifax,0.01,0.01,0.01,0.01,0.01,0.7457983258778512,0.04705881562352948,0.4126657805516624,0.2352940894117636,1.0,0.2527821918858763,0.30283224333333336,0.732383895241741,0.5695839301760156,0.01,0.016415866107593918,0.3904761975619048,0.06050420106050421,0.11764703764705925,0.1764705617647056,0.02614379,0.2357103026923497,1.0,0.05042016762605042,0.01,0.01,-1.85754,53.72702
311,Salisbury,0.01,0.01,0.01,0.01,0.01,0.01,0.4666666522666667,0.0996763715413454,0.01,0.01,0.01,0.09259259333333332,0.01,0.01,0.01,0.01,0.01,0.5249999975249999,0.01,0.01,0.01,0.8274264179991029,0.01,0.01,0.01,0.01,-1.794472,51.06878
312,Ringwood,0.01,0.01,0.01,0.01,0.01,0.5357142822704082,0.19999999040000005,0.0996763715413454,0.01,0.01,0.01,0.09259259333333332,0.01,0.01,0.01,0.01,0.01,0.5249999975249999,0.01,1.0,0.01,0.7769171323627458,0.01,0.01,0.01,0.01,-1.788817,50.84495
313,Huddersfield,0.01,0.01,0.01,0.01,0.01,0.7457983258778512,0.04705881562352948,0.4126657805516624,0.2352940894117636,1.0,0.1717011142233489,0.30283224333333336,0.732383895241741,0.49641319707667,0.01,0.016415866107593918,0.7904761951619047,0.06050420106050421,0.11764703764705925,0.1764705617647056,0.02614379,0.2357103026923497,1.0,0.05042016762605042,0.01,0.01,-1.7850351000000002,53.64579000000001
314,Peterhead,0.01,0.01,0.5172414517241452,0.01,0.01,0.2770935920610485,0.01,0.01,0.01,0.01,0.7129543314314499,0.4310344833333333,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.189655172,0.3860503315432825,0.01,0.01,0.01,0.01,-1.784066,57.50812
315,Swindon,0.01,0.01,0.01,0.01,0.01,0.01,0.2666666618666667,0.1329018327088489,0.01,0.01,0.0405405388312637,0.28703703666666663,0.01,0.01,0.01,0.01,0.13333333253333335,0.0999999991,0.01,0.01,0.016666666,0.7769171323627458,0.01,0.01,0.01,0.01,-1.7797176,51.55577
316,Bradford,0.01,0.01,0.01,0.01,0.01,0.5672268984543818,0.04705881562352948,0.4126657805516624,0.2352940894117636,1.0,0.2257551676199888,0.5620915033333334,0.5539731052129925,0.5695839301760156,0.01,0.016415866107593918,0.7904761951619047,0.3605041983605041,0.11764703764705925,0.1764705617647056,0.01,0.07576400421853981,1.0,0.05042016762605042,0.01,0.01,-1.759398,53.79598000000001
317,Ashbourne,0.01,0.01,0.01,0.01,0.9333331280000248,0.01,0.4000000047999999,0.01,0.01,0.01,0.08108108252739224,0.33333333333333337,0.1784107900287484,0.048780487269482455,0.01,0.01,0.01,0.15000000315,0.01,0.01,0.01,0.6211799789073011,0.3220568289698804,0.249999998125,0.01,0.01,-1.732179,53.016630000000006
318,Marlborough,0.01,0.01,0.01,0.01,0.01,0.01,0.5333333237333334,0.1329018327088489,0.01,0.01,0.01,0.16666666666666669,0.01,0.01,0.01,0.01,0.13333333253333335,0.5000000045,0.01,0.01,0.01,0.7727079873443805,0.01,0.01,0.01,0.01,-1.727062,51.42007
319,Stratford-upon-Avon,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.08108108252739224,0.33333333333333337,0.01,0.01,0.01,0.01,0.3999999976,0.01,0.01,0.01,0.01,0.7727079873443805,0.01,0.01,0.01,0.01,-1.708298,52.19173
320,Alnwick,0.01,0.01,0.01,0.01,0.01,0.3571428548469388,0.7999999856000001,0.3654800489202081,0.01,0.01,0.6756756747552958,0.11111111,0.01,0.01,0.01,0.4883720920497566,0.2333333289333333,0.15000000315,0.01,0.01,0.161111112,0.3433786806153249,0.01,0.01,0.01,0.01,-1.7062990000000002,55.41274
321,Otley,0.01,0.01,0.01,0.01,0.01,0.031512600112544996,0.04705881562352948,0.4126657805516624,0.2352940894117636,1.0,0.2257551676199888,0.5435729833333334,0.5539731052129925,0.6427546632753612,0.01,0.016415866107593918,0.5238095300952382,0.3605041983605041,0.11764703764705925,0.1764705617647056,0.01,0.1431098699283576,1.0,0.05042016762605042,0.01,0.01,-1.691786,53.90583
322,Bishop Auckland,0.01,0.01,0.01,0.01,0.01,0.8928571531887756,0.01,0.1329018327088489,0.01,0.01,0.3513513495105917,0.12962963,0.1784107900287484,0.01,0.01,0.09302325522985397,0.3999999976,0.01,0.01,0.01,0.022222222000000003,0.6295982689440316,0.01,0.01,0.01,0.01,-1.6787880000000002,54.66382
323,Burton upon Trent,0.01,0.01,0.01,0.01,0.9333331280000248,0.01,0.4000000047999999,0.01,0.01,0.01,0.01,0.3518518533333333,0.01,0.12195122036882805,0.01,0.01,0.01,0.15000000315,0.01,0.01,0.01,0.6548528359982059,0.3220568289698804,0.1250000028125,0.01,0.01,-1.6371359,52.81403
324,Newcastle,0.01,0.01,0.01,0.01,0.01,0.7142857096938776,0.7999999856000001,0.3654800489202081,0.01,0.01,0.6756756747552958,0.11111111,0.01,0.01,0.01,0.5813953472796107,0.2333333289333333,0.15000000315,0.01,0.01,0.094444444,0.3433786806153249,0.01,0.01,0.01,0.01,-1.61778,54.97825
325,Durham,0.01,0.01,0.01,0.01,0.01,0.8928571531887756,0.7999999856000001,0.29902912658520125,0.01,0.01,0.6756756747552958,0.1481481466666667,0.01,0.01,0.01,0.5813953472796107,0.0999999964,0.050000004050000005,0.01,0.01,0.116666666,0.3349603905785945,0.01,0.01,0.01,0.01,-1.584852,54.77525
326,Ashington,0.01,0.01,0.01,0.01,0.01,0.8928571531887756,0.7999999856000001,0.3654800489202081,0.01,0.01,0.6756756747552958,0.11111111,0.01,0.01,0.01,0.4883720920497566,0.2333333289333333,0.15000000315,0.01,0.01,0.161111112,0.2928692434509595,0.01,0.01,0.01,0.01,-1.5659829,55.18298000000001
327,Darlington,0.01,0.01,0.01,0.01,0.01,0.8214285725765305,0.01,0.23257820425019424,0.01,0.01,0.08648648738056976,0.23518518666666666,0.2854573282738883,0.01,0.01,0.09302325522985397,0.3999999976,0.3750000033750001,0.01,0.01,0.022222222000000003,0.5849816044997758,0.01,0.01,0.01,0.01,-1.559458,54.52361
328,Leeds,0.01,0.01,0.01,0.01,0.01,0.031512600112544996,0.04705881562352948,0.4126657805516624,0.2352940894117636,1.0,0.2257551676199888,0.61764706,0.5539731052129925,0.6427546632753612,0.01,0.016415866107593918,0.7904761951619047,0.3605041983605041,0.11764703764705925,0.1764705617647056,0.01,0.07576400421853981,1.0,0.05042016762605042,0.01,0.01,-1.5490774,53.80076
329,Harrogate,0.01,0.01,0.01,0.01,0.01,0.031512600112544996,0.04705881562352948,0.4126657805516624,0.2352940894117636,1.0,0.2257551676199888,0.5435729833333334,0.8215892099712516,0.6427546632753612,0.01,0.016415866107593918,0.3238095252952381,0.3605041983605041,0.11764703764705925,0.1764705617647056,0.01,0.1431098699283576,1.0,0.05042016762605042,0.01,0.01,-1.5418120000000002,53.99211999999999
330,Leamington Spa,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.08108108252739224,0.33333333333333337,0.01,0.01,0.01,0.01,0.6000000024000001,0.01,0.01,0.01,0.01,0.7474532687621981,0.01,0.01,0.01,0.01,-1.5200789,52.28519
331,Coventry,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.08108108252739224,0.4444444433333333,0.01,0.01,0.01,0.01,0.6000000024000001,0.01,0.01,0.01,0.01,0.6716892645436582,0.01,0.1250000028125,0.01,0.01,-1.519693,52.40682
332,Blyth,0.01,0.01,0.01,0.01,0.01,0.8928571531887756,0.7999999856000001,0.3654800489202081,0.01,0.01,0.7297297281519356,0.11111111,0.01,0.01,0.01,0.5813953472796107,0.2333333289333333,0.15000000315,0.01,0.01,0.094444444,0.3097056719964119,0.01,0.01,0.01,0.01,-1.510277,55.12696
333,Wakefield,0.01,0.01,0.01,0.01,0.01,0.031512600112544996,0.04705881562352948,0.4126657805516624,0.2352940894117636,1.0,0.06359300256520431,0.61764706,0.5539731052129925,0.6427546632753612,0.01,0.016415866107593918,0.9904761999619048,0.3605041983605041,0.11764703764705925,0.1764705617647056,0.01,0.01,1.0,0.5504201713760505,0.01,0.01,-1.505924,53.6833
334,Andover,0.01,0.01,0.01,0.01,0.01,0.01,0.4745762602033899,0.10136580237839632,0.01,0.01,0.01,0.18832391666666667,0.01,0.01,0.01,0.01,0.20338983681355927,0.4830508444830509,0.01,0.01,0.01,0.7645751760755459,0.01,0.01,0.01,0.01,-1.4919233,51.2112
335,Witney,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.4259259266666667,0.01,0.01,0.01,0.01,0.01,0.0999999991,0.01,0.01,0.01,0.7895444158898328,0.01,0.01,0.01,0.01,-1.4850544,51.78594
336,Barnsley,0.01,0.01,0.01,0.01,0.01,0.01,0.11428571908571425,0.2563106748039589,0.01,0.01,0.023166024274235617,0.4417989433333334,0.44602705535673454,0.8292682923616893,0.01,0.01,0.8000000072000001,0.34285714234285714,0.01,0.01,0.01,0.10646585164801864,0.4830852579473779,0.50000000375,0.01,1.0,-1.479726,53.55263000000001
337,Derby,0.01,0.01,0.01,0.01,0.9333331280000248,0.01,0.4000000047999999,0.01,0.01,0.01,0.08108108252739224,0.3518518533333333,0.26761626532798616,0.12195122036882805,0.01,0.01,0.01,0.2999999973,0.01,0.01,0.01,0.579088831779666,0.3220568289698804,0.1250000028125,0.01,0.01,-1.4746186,52.92253
338,Sheffield,0.01,0.01,0.01,0.01,0.01,0.01,0.11428571908571425,0.056957931721268125,0.01,0.01,0.104247101936763,0.2010582,0.1784107900287484,0.4878048770850684,0.01,0.01,0.8000000072000001,0.1928571391928572,0.01,0.01,0.01,0.35901243135781197,0.01,0.750000001875,0.01,1.0,-1.470085,53.38113000000001
339,Nuneaton,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.08108108252739224,0.27777777666666664,0.01,0.07317073309934563,0.01,0.01,0.6000000024000001,0.15000000315,0.01,0.01,0.01,0.696943983125841,0.01,0.1250000028125,0.01,0.01,-1.465382,52.52049
340,Northallerton,0.01,0.01,0.01,0.01,0.01,0.2857142903061225,0.01,0.23257820425019424,0.01,0.01,0.032432433983929865,0.29074074,0.2854573282738883,0.07317073309934563,0.01,0.01,0.3999999976,0.3750000033750001,0.01,0.01,0.022222222000000003,0.6186544615906805,0.01,0.01,0.01,0.01,-1.429959,54.33796
341,South Shields,0.01,0.01,0.01,0.01,0.01,0.8928571531887756,0.7999999856000001,0.3654800489202081,0.01,0.01,0.6756756747552958,0.1481481466666667,0.01,0.01,0.01,0.5813953472796107,0.2333333289333333,0.15000000315,0.01,0.01,0.094444444,0.3097056719964119,0.01,0.01,0.01,0.01,-1.427406,54.99941999999999
342,Chesterfield,0.01,0.01,0.01,0.01,0.9333331280000248,0.01,0.11428571908571425,0.056957931721268125,0.01,0.01,0.104247101936763,0.1825396833333333,0.44602705535673454,0.4634146356454491,0.01,0.01,0.01,0.34285714234285714,0.01,0.01,0.01,0.42635829706763,0.01,0.50000000375,0.01,1.0,-1.421629,53.23505
343,Southampton,0.01,0.01,0.01,0.01,0.01,0.01,0.19999999040000005,0.0996763715413454,0.01,0.01,0.01,0.055555556666666665,0.01,0.01,0.01,0.01,0.2000000048,0.5249999975249999,0.01,0.01,0.01,0.8358447080358331,0.01,0.01,0.01,0.01,-1.4043508999999998,50.9097
344,Wetherby,0.01,0.01,0.01,0.01,0.01,0.031512600112544996,0.04705881562352948,0.4126657805516624,0.2352940894117636,1.0,0.06359300256520431,0.5435729833333334,1.0,0.6427546632753612,0.01,0.016415866107593918,0.7904761951619047,0.3605041983605041,0.11764703764705925,0.1764705617647056,0.01,0.11785515134617484,1.0,0.05042016762605042,0.01,0.01,-1.384816,53.92706
345,Sunderland,0.01,0.01,0.01,0.01,0.01,0.8928571531887756,0.7999999856000001,0.16612729387635236,0.01,0.01,0.6756756747552958,0.09259259333333332,0.01,0.01,0.01,0.5813953472796107,0.2333333289333333,0.15000000315,0.01,0.01,0.094444444,0.3602151091607773,0.01,0.01,0.01,0.01,-1.383801,54.90687
346,Rotherham,0.01,0.01,0.01,0.01,0.01,0.01,0.11428571908571425,0.056957931721268125,0.01,0.01,0.104247101936763,0.2010582,0.1784107900287484,0.4878048770850684,0.01,0.01,0.8000000072000001,0.34285714234285714,0.01,0.01,0.01,0.3337578643036379,0.01,0.750000001875,0.01,1.0,-1.3635008999999998,53.4326
347,Castleford,0.01,0.01,0.01,0.01,0.01,0.031512600112544996,0.04705881562352948,0.35570784883039425,0.2352940894117636,1.0,0.06359300256520431,0.59912854,0.6559220363324333,0.8622668581831542,0.01,0.016415866107593918,0.9333333397333332,0.31764706231764706,0.11764703764705925,0.1764705617647056,0.01,0.01,0.8619756364457328,0.26470588566176473,0.01,0.01,-1.345968,53.72346999999999
348,Thirsk,0.01,0.01,0.01,0.01,0.01,0.13865546299519807,0.04705881562352948,0.12312964458019995,0.2352940894117636,1.0,0.0960254365491342,0.38986928,0.7629685745775732,0.3012912479987402,0.01,0.016415866107593918,0.3999999976,0.3926470593926471,0.11764703764705925,0.1764705617647056,0.01,0.4448430472888609,0.0568335495284745,0.014705880036764703,0.01,0.01,-1.341377,54.23385
349,Banbury,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.27777777666666664,0.01,0.01,0.01,0.01,0.6000000024000001,0.01,0.01,0.01,0.01,0.7979627059265634,0.01,0.01,0.01,0.01,-1.339775,52.0629
350,Stockton,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.23257820425019424,0.01,0.01,0.3027027009671293,0.23518518666666666,0.2854573282738883,0.01,0.01,0.09302325522985397,0.3999999976,0.3750000033750001,0.01,0.01,0.022222222000000003,0.5007994617725139,0.01,0.01,0.01,0.01,-1.3289821000000002,54.57046
351,Newbury,0.01,0.01,0.01,0.01,0.01,0.01,0.27586206979310346,0.01,0.01,0.01,0.01,0.34482758666666663,0.01,0.01,0.01,0.01,0.01,0.2586206882586207,0.01,0.01,0.022988506,0.7648703526359811,0.01,0.01,0.01,0.01,-1.3231138999999998,51.40141
352,Isle of Wight,0.01,0.01,0.01,0.01,0.01,0.01,0.19999999040000005,0.0996763715413454,0.01,0.01,0.01,0.09259259333333332,0.01,0.01,0.01,0.01,0.2000000048,0.5249999975249999,0.01,1.0,0.01,0.8021716994169201,0.01,0.01,0.01,0.01,-1.304734,50.69385
353,Isle of Wight,0.01,0.01,0.01,0.01,0.01,0.01,0.19999999040000005,0.0996763715413454,0.01,0.01,0.01,0.09259259333333332,0.01,0.01,0.01,0.01,0.2000000048,0.5249999975249999,0.01,1.0,0.01,0.8021716994169201,0.01,0.01,0.01,0.01,-1.304734,50.69385
354,Abingdon,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3148148133333333,0.01,0.01,0.01,0.01,0.01,0.0999999991,0.01,0.01,0.01,0.8400537015261899,0.01,0.01,0.01,0.01,-1.2879528999999998,51.67078
355,Shetland Islands,0.01,0.01,0.5172414517241452,0.01,0.01,0.2770935920610485,0.01,0.06874232272620405,0.01,0.01,0.6570363439847862,0.2203065133333333,0.01,0.01,0.01,0.01,0.06896551227586205,0.05172413405172414,0.01,0.01,0.396551724,0.3163822991041664,0.01,0.01,0.01,0.01,-1.2659409,60.52965
356,Rugby,0.01,0.01,0.01,0.24583333886458336,0.01,0.01,0.01,0.01,0.01,0.01,0.08108108252739224,0.11111111,0.01,0.07317073309934563,0.01,0.01,0.6000000024000001,0.01,0.01,0.01,0.01,0.7727079873443805,0.01,0.1250000028125,0.01,0.01,-1.265032,52.37088
357,Oxford,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.3148148133333333,0.01,0.01,0.01,0.01,0.01,0.0999999991,0.01,0.01,0.01,0.8400537015261899,0.01,0.01,0.01,0.01,-1.2577263,51.75202
358,Middlesbrough,0.01,0.01,0.01,0.01,0.01,0.8214285725765305,0.01,0.23257820425019424,0.01,0.01,0.2486486475704893,0.23518518666666666,0.2854573282738883,0.01,0.01,0.09302325522985397,0.3999999976,0.3750000033750001,0.01,0.01,0.022222222000000003,0.5344723188634187,0.01,0.01,0.01,0.01,-1.234956,54.57423000000001
