index,placename,longitude,latitude,dont_have,dont_have_negc,havent,havent_got,havent_got_negc,havent_negc
446,Thetford,0.751657,52.412859999999995,0.1735331731122231,0.01,0.17284906851790446,0.38093206109924616,0.01,0.01
447,Ashford,0.8750190000000001,51.14647,0.23524478573205737,0.01,0.18960343211233022,0.4806605196167525,0.14010332468214268,0.01
448,Faversham,0.889358,51.31599,0.21607376394871897,0.01,0.1879980328056993,0.4917927751164368,0.11553262038022515,0.01
449,Colchester,0.891874,51.89593,0.3176710020397955,0.01,0.3270974138571384,0.6151834568272365,0.01,0.7340141155368222
450,New Romney,0.939473,50.98512,0.14228079533945792,0.01,0.12393683024553422,0.28989598640217557,0.08949022706893145,0.01
451,Canterbury,1.0789089,51.280229999999996,0.3073071881023912,0.01,0.421008041589751,0.5423044560351785,0.01,0.01
452,Ipswich,1.14822,52.056740000000005,0.3300958543011257,0.01,0.319703768293826,0.6062772502238448,0.01,0.8155687568361537
453,Clacton,1.153035,51.78953,0.1851452453603032,0.01,0.15529021328208512,0.36097111031237644,0.01,0.4969690538473753
454,Folkestone,1.169456,51.0814,0.2330381239461212,0.01,0.3680295512169022,0.39395961382898076,0.01,0.01
455,Sheringham,1.2109589,52.944419999999994,0.11739318574595804,0.01,0.061438552975845155,0.2819556467690847,0.01,0.01
456,Harwich,1.260297,51.93473,0.13940963044809773,0.01,0.14932979808389782,0.30258308483552554,0.01,0.4396425009525306
457,Norwich,1.297355,52.63089,0.40957834317626773,0.01,0.2673077730866699,0.748031403667871,0.01,0.01
458,Cromer,1.301866,52.93145,0.1672648173716614,0.01,0.1191328245265721,0.3740304650496473,0.01,0.01
459,Cromer,1.301866,52.93145,0.1672648173716614,0.01,0.1191328245265721,0.3740304650496473,0.01,0.01
460,Dover,1.3134027,51.12788,0.20676479830520372,0.01,0.29769939962235153,0.3771928007029733,0.01,0.01
461,Felixstowe,1.3512549999999999,51.961729999999996,0.1881356750464841,0.01,0.200054022946213,0.36736445593274714,0.01,0.55156434998334
462,Margate,1.3868339,51.38965,0.22472842507285837,0.01,0.31096358021665904,0.45860095408694884,0.01,0.01
463,Ramsgate,1.4198950000000001,51.33555,0.2214452062618944,0.01,0.3069637096579737,0.45331393726027125,0.01,0.01
464,Great Yarmouth,1.728047,52.59823000000001,0.22959210489725287,0.01,0.1528473299601119,0.46576285760053365,0.01,0.01
465,Lowestoft,1.7534490000000003,52.48114,0.24205468511649517,0.01,0.18971485007088484,0.48107206140044617,0.01,0.01
466,Swaffham,0.687481,52.64747,0.13100761007085354,0.01,0.11592771054845065,0.2815455172598739,0.01,0.01
467,Dereham,0.9378270000000001,52.681619999999995,0.31110132446408756,0.01,0.18856401832126662,0.5807840682019497,0.01,0.01
468,Ely,0.262363,52.39954,0.20757614680954223,0.01,0.25788229628983594,0.3226465321085891,0.01,0.01
469,March,0.088622,52.551719999999996,0.14153879520853685,0.01,0.19012632805256108,0.3695497628112745,0.01,0.01
470,St Neots,-0.26510300000000003,52.23008,0.19379780314200876,0.01,0.18098325929721054,0.27980917950467143,0.01,0.01
471,Banham,1.0402849,52.45125,0.19351109200412145,0.01,0.14204877559199616,0.38300919466001654,0.01,0.01
472,Holt,1.086747,52.90936,0.16941289355535855,0.01,0.09272787876609188,0.3641559337086513,0.01,0.01
473,Hunstanton,0.49103199999999997,52.93891,0.08784553709849069,0.01,0.08167049479555503,0.3233563351264339,0.01,0.01
474,Horncastle,-0.11245,53.20731,0.128117229286294,0.12311829550524776,0.13447824242967973,0.3589981922887295,0.01,0.01
475,Market Weighton,-0.6677465,53.86484,0.13620120607717698,0.01,0.0593851494969542,0.2805968271194466,0.07032926922327513,0.2713294304277694
476,Hawes,-2.1968695,54.303830000000005,0.01,0.01,0.04788782144325879,0.09010001027092034,0.01,0.01
477,Reeth,-1.9428115000000001,54.38946,0.14770278559819178,0.01,0.20772565057688588,0.41997967173799655,0.01,0.01
478,Aysgarth,-1.9967433999999997,54.29159,0.07420491807853263,0.01,0.1410509221738142,0.18953307189473925,0.01,0.01
479,Stanhope,-2.011302,54.74946,0.23914466415392927,0.01,0.1815821662564322,0.4310243097548361,0.01,0.01
480,Keswick,-3.134706,54.60128,0.13509757488575183,0.01,0.19573669563520582,0.2906905041293614,0.01,0.01
481,Oxenholme,-2.7243327999999996,54.30134,0.09805456608075172,0.21870316896712205,0.12555787277887184,0.2372046926517602,0.01,0.01
