variant,longitude,latitude,need_to_be_xed,need_xed,need_xing
needs to be Xed,44783.41926401803,6937196.845840512,0.6411385067724987,0.1440323011488535,0.2148291920786477
needs to be Xed,-420508.5972351555,6495596.626000306,0.6970260810457113,0.12272176278098573,0.18025215617330295
needs to be Xed,-398390.9728874031,6507550.883798935,0.690164804326565,0.12367354404386517,0.1861616516295698
needs to be Xed,-318926.7788990235,7184214.978049844,0.5286393290326225,0.09483942264673696,0.37652124832064054
needs to be Xed,-311776.939512404,7178981.980654017,0.5390611629609442,0.09559193843658768,0.3653468986024681
needs to be Xed,-485403.2517407151,6557303.545004205,0.6902359748647166,0.12937049462996203,0.18039353050532142
needs to be Xed,-169214.40911359945,6851856.7320276825,0.7105268442243047,0.10052759026690133,0.18894556550879407
needs to be Xed,-172442.50736736818,7132511.69410009,0.608,0.034,0.358
needs to be Xed,-126877.41377094889,6916110.576139366,0.6657968050424744,0.09990765276387292,0.23429554219365262
needs to be Xed,-60176.97901353705,7025783.4768399205,0.5763180990511537,0.09597129041702744,0.3277106105318189
needs to be Xed,-497010.24561505363,6525540.8245142605,0.6775408490197106,0.11799581423260187,0.20446333674768755
needs to be Xed,-333020.3385031096,7058895.725626909,0.752,0.036,0.212
needs to be Xed,-391629.5383361104,7538674.766064084,0.5250241285129229,0.38177944806788944,0.09319642341918767
needs to be Xed,-378997.4477988529,6827297.124914644,0.6779515293930881,0.11710308812320794,0.204945382483704
needs to be Xed,-376008.51947105356,6843946.45436555,0.7137191091584856,0.08994717939518863,0.19633371144632578
needs to be Xed,-463116.68893373496,6742629.946657462,0.7341077026962223,0.08226968587161854,0.18362261143215913
needs to be Xed,-604725.8680814368,7566042.28975638,0.49598070150167817,0.45622516010990616,0.04779413838841569
needs to be Xed,-14221.988900614286,6711533.69399216,1,0,0
needs to be Xed,195193.04981197478,6887593.315555863,0.6672284491949546,0.15295842505477342,0.17981312575027197
needs to be Xed,-302111.4020852964,6866894.2867713105,0.7303265044144748,0.09776186874226121,0.17191162684326394
needs to be Xed,-46757.02478019014,6778217.221140644,0.6895080053955688,0.14273064376321526,0.16776135084121585
needs to be Xed,-88821.48774548061,7196114.10586726,0.5956810460400082,0.07077959509442469,0.3335393588655671
needs to be Xed,-249648.4852974646,7072425.247492292,1,0,0
needs Xing,-133435.77930713643,7010271.558978545,0.4237218397397507,0.05373204765511932,0.52254611260513
needs to be Xed,158061.9883799152,6680863.755444957,0.6632855291537112,0.16744319890918494,0.16927127193710392
needs to be Xed,154381.64356284973,6690509.169250677,0.6636320106954081,0.16921271425530468,0.1671552750492871
needs to be Xed,60311.352770873615,6693202.81330082,0.7474059870023567,0.1269357874152032,0.12565822558244003
needs to be Xed,-376443.11076311045,6754819.507118552,0.804199744702827,0.1223169519513457,0.07348330334582735
needs Xing,-137474.673072098,7279666.914022026,0.4113556278451533,0.07271913881376019,0.5159252333410866
needs Xing,-147941.6106453754,7278942.566279132,0.42221838960872826,0.0675028689928322,0.5102787413984395
needs to be Xed,-84537.92487170453,6807473.840659261,0.6888164521929047,0.09583242846494691,0.21535111934214848
needs to be Xed,-387520.06801398593,6657508.348796182,0.7121557129326114,0.1677801884821098,0.12006409858527889
needs to be Xed,-443173.668574731,7515379.232708325,0.48711548295508006,0.44214640408131317,0.07073811296360674
needs to be Xed,-441110.829354739,7531839.130658074,0.48363617224456784,0.4279875793156686,0.08837624843976355
needs to be Xed,-687627.9530359341,7506089.353695541,0.6627971258012205,0.2582546648511876,0.07894820934759185
needs to be Xed,-668015.6851479752,7646349.110890043,0.48330888138638295,0.4632795102512082,0.053411608362408713
needs to be Xed,-147288.36560950233,6692607.848482865,0.7348805577713696,0.11278548826284353,0.15233395396578686
needs to be Xed,-180090.44581554213,7357646.413223492,0.47909694726029267,0.29587576519548603,0.2250272875442213
needs to be Xed,-333698.43004932767,6725281.072574724,0.7782850543704133,0.0921952108701915,0.12951973475939527
needs to be Xed,-698026.6740252534,7236479.999061002,0.6354552304725507,0.2522952178454448,0.11224955168200453
needs to be Xed,-705791.175112237,7203388.587227029,0.6220757241381549,0.19133287349142222,0.1865914023704228
needs Xed,-499063.5336227356,7354164.767788068,0.4520637710746948,0.46091734242270244,0.08701888650260274
needs to be Xed,-350256.42506839155,6920416.96137229,0.7530248742738713,0.09300504836941638,0.15397007735671223
needs to be Xed,-368813.2728641395,6893256.856745224,0.7643141529913964,0.07554699398339625,0.1601388530252073
needs Xing,-159182.3077352587,7234423.671394999,0.45076319056516934,0.052628363494033506,0.4966084459407971
needs to be Xed,-100483.20628149316,6843724.120888882,0.6356799311057898,0.08688410911231564,0.2774359597818946
needs to be Xed,144420.89797810747,6915011.533938544,0.7547943149061866,0.10768134041097081,0.13752434468284258
needs to be Xed,-128920.05963531097,6974638.411951572,0.5840368659525931,0.08289697674422525,0.3330661573031817
needs to be Xed,-609034.1661460672,7641509.51967337,0.49153246434460424,0.4585224300388064,0.049945105616589366
needs to be Xed,-813740.9915233509,7284178.990042922,0.6737954897168719,0.25861756329537744,0.06758694698775074
needs to be Xed,-830811.9022281939,7328437.165165312,0.6824919213531735,0.2592018693496371,0.05830620929718932
needs to be Xed,-329563.64567499683,8176268.450063354,0.6833143846126529,0.21448771590417764,0.10219789948316942
needs to be Xed,-340238.2274944509,6956617.756641207,0.6934498568841495,0.11204930703084372,0.19450083608500682
needs to be Xed,-140009.45127330805,6755411.249871042,0.7521095281730481,0.13359683111988527,0.11429364070706655
needs to be Xed,-523600.01918593503,6741167.220954023,0.7053117153130918,0.13820892112693095,0.15647936355997719
needs to be Xed,-546426.9713290221,6741401.476333774,0.6886248948690423,0.15783920350879976,0.1535359016221579
needs to be Xed,-306430.05286257056,7296945.222087788,0.45666475321571076,0.3140094382883602,0.229325808495929
needs to be Xed,-616441.9216609055,6466875.037480974,0.712304575774678,0.05951689170685889,0.22817853251846315
needs to be Xed,-381919.1502861622,7637453.017053499,0.5334085317366385,0.40776515912031946,0.058826309143042155
needs to be Xed,-26775.665988557015,6903760.435211431,0.6387780025084383,0.09677494510812666,0.26444705238343497
needs to be Xed,-198601.31866159244,7864691.648062552,0.6936575994731299,0.192659686493793,0.11368271403307713
needs to be Xed,-415189.52932607126,7699931.156011099,0.5721648954011557,0.3658963756225521,0.06193872897629217
needs to be Xed,-430469.01999337436,7683197.82538826,0.5657503447783777,0.383310255948112,0.05093939927351029
needs to be Xed,-461158.412111445,6511553.989021556,0.7029046782615571,0.12745442344484204,0.16964089829360082
needs to be Xed,-221219.43543995134,6571043.309940638,0.7328288446192968,0.10079788769985337,0.1663732676808499
needs to be Xed,-689738.1364353605,7844896.287747942,0.7086441822244604,0.24353602329850704,0.047819794477032655
needs to be Xed,-121113.03450284433,6589474.389867087,0.7037530883086571,0.12515833230171255,0.1710885793896303
needs to be Xed,-300906.6023683899,7125436.34484105,0.48977850207930074,0.07961345175640833,0.430608046164291
needs to be Xed,-491768.75625910336,6962458.311885989,0.7118768131060025,0.07163093721550724,0.2164922496784903
needs to be Xed,-460126.2021330644,6969661.780930695,0.7071122214725576,0.06931879871337666,0.22356897981406568
needs to be Xed,-108884.96692547193,6702044.6565726185,0.7008935761507727,0.14587992690543855,0.15322649694378868
needs to be Xed,-581829.797666516,6486729.373966843,0.715783254203135,0.06211129825619118,0.22210544754067368
needs to be Xed,-562279.3120959473,6491981.962280233,0.7146789366819858,0.06513925901730219,0.220181804300712
needs to be Xed,-388686.918916481,7042249.932555723,0.6835354423601797,0.07490786824855751,0.24155668939126276
needs to be Xed,-199759.70928278725,6633470.02382575,0.6403379919837792,0.17294295069608925,0.18671905732013167
needs to be Xed,-44500.189083592704,7223957.88837859,0.4949452800674423,0.020122518019573193,0.4849322019129844
needs to be Xed,-72848.92192849854,7092632.512060979,0.4717393209343302,0.05782106579704113,0.4704396132686287
needs Xing,-163649.1136228296,7053809.999978275,0.4711625387793604,0.05238506398764515,0.4764523972329945
needs to be Xed,-140923.8963623785,8518614.730884068,0.6589966029087901,0.24000236974843472,0.10100102734277507
needs to be Xed,-306721.57634506,6929039.33790663,0.7275734524966628,0.10877303076354125,0.16365351673979592
needs to be Xed,-360403.5306126709,6564646.278135998,0.6940312767064284,0.1309159047947499,0.17505281849882168
needs to be Xed,-858.3845935069326,7050979.970624981,0.6232499736598895,0.06527362550024107,0.31147640083986944
needs to be Xed,37612.740868722074,7010124.560128249,0.6358713193215256,0.08832458081572792,0.2758040998627465
needs to be Xed,-224451.11818132366,7163123.57120068,0.5397151845082627,0.07531587672362063,0.3849689387681166
needs to be Xed,-66239.616593324,6712103.801928436,0.7434115740398228,0.11861601668839175,0.13797240927178545
needs to be Xed,-50571.94372967562,6704860.164374275,0.724313812305697,0.1399422239070374,0.13574396378726555
needs to be Xed,-156331.6270830755,6605336.285785035,0.7343951696767377,0.11821799226705357,0.14738683805620878
needs to be Xed,78782.17286413648,6718435.978232325,0.7658969697518277,0.11002214495218739,0.12408088529598493
needs to be Xed,-17110.072901704054,6944266.381867556,0.6217319610627713,0.11804750364292171,0.2602205352943069
needs to be Xed,-335086.9180579922,7622431.3141126605,0.5292730300637771,0.3866245247384005,0.08410244519782241
needs to be Xed,-311329.60213865124,7626354.803112112,0.6192813656599356,0.2850251987068462,0.09569343563321826
needs to be Xed,-532488.4575117129,6505433.307385206,0.695901704469625,0.0780363719350481,0.22606192359532695
needs to be Xed,-564803.8155081572,6518545.980535924,0.7112082503501127,0.0686495809430689,0.22014216870681835
needs to be Xed,-236070.79134566357,6947321.097169111,0.6973852821690485,0.04465371822131368,0.2579609996096377
needs to be Xed,-21886.747723847107,6782742.879459112,0.7001846841140723,0.08824437225620636,0.21157094362972134
needs to be Xed,-23228.03626841526,6764613.8134363275,0.6776073437641715,0.0956608801510284,0.22673177608480002
needs Xing,-242610.14351282362,6983491.443427552,0.4262765462907657,0.05314087867505849,0.5205825750341757
needs to be Xed,-559275.2443174002,7343134.159706231,0.544120905509212,0.3509069973630494,0.10497209712773856
needs to be Xed,-294395.2915809607,6658408.66139071,0.5877457240259404,0.08755436778928315,0.32469990818477645
needs to be Xed,-305340.34636719525,6643377.6971611455,0.6573056453388607,0.13510629684694858,0.2075880578141908
needs to be Xed,-154044.02267922278,7343812.22379611,0.47222169270299147,0.09448565499885613,0.43329265229815234
needs to be Xed,-439004.66458893026,6731964.262115388,0.7289564688395812,0.09192611703389594,0.17911741412652296
needs to be Xed,-198117.25698782696,6720198.808868654,0.6423040916702937,0.19900567107684422,0.15869023725286213
needs to be Xed,-345852.8486515913,6624008.347618003,0.7095345663128606,0.12209297766892777,0.1683724560182116
needs to be Xed,-274654.2493060521,6923581.554904753,0.6572653470841134,0.11317814534987661,0.2295565075660099
needs to be Xed,83674.07449119966,6875122.141175383,0.7070840613538368,0.11613153804892375,0.17678440059723943
needs to be Xed,57397.38698817441,6863215.841530572,0.7342754176773185,0.1107024211914984,0.1550221611311831
needs to be Xed,-392076.1521331731,8093054.675576084,0.6869648576357665,0.214768574647426,0.09826656771680742
needs to be Xed,-396768.8252675635,6521967.774443236,0.68937317217854,0.1247195334408305,0.18590729438062947
needs to be Xed,-392436.2706858893,6526660.062489587,0.6879993627015029,0.12589807208746617,0.18610256521103094
needs to be Xed,-245888.39119719472,6678034.567725074,0.679306963789327,0.11333332031054086,0.20735971590013225
needs to be Xed,29354.393124732283,6644743.170257075,0.7093587729512866,0.14796366045538775,0.14267756659332573
needs to be Xed,-274101.9821802776,7871078.875452988,0.702284101926935,0.18099680246532412,0.11671909560774085
needs to be Xed,-280974.6249028727,7897584.531545545,0.7142166996957785,0.1712937035345222,0.11448959676969929
needs to be Xed,-432409.4300373919,6935444.346397776,0.7346021649140972,0.09181170444330546,0.17358613064259729
needs to be Xed,-454990.4774253167,6906967.607696847,0.7447989012136313,0.09529238791602386,0.15990871087034492
needs to be Xed,-574554.7349847034,7945380.135189484,0.6348321162588167,0.26845394384473215,0.09671393989645105
needs to be Xed,-538391.8191640729,6536236.683771154,0.69284264944991,0.08291225145131298,0.224245099098777
needs Xing,-167638.69285336975,7110403.433528263,0.43581390396651337,0.05592369006026052,0.508262405973226
needs Xing,-149832.47238404088,7117957.050985644,0.43775593837025933,0.1015365538737154,0.46070750775602526
needs to be Xed,-289091.1627475409,7055473.949976353,0.5141034243006799,0.09617235005895754,0.3897242256403626
needs to be Xed,-293049.3832775246,7084463.462860678,0.516955679464134,0.06027718842187609,0.4227671321139898
needs to be Xed,-781396.4121605733,7917046.535759107,0.6974693319854619,0.26042709126505403,0.042103576749483965
needs to be Xed,-331426.51056172774,6682977.2444811,0.7907573309572761,0.10652320245100437,0.10271946659171954
needs Xing,-68277.47571958197,7262805.705650329,0.430457824383825,0.027829978106483036,0.5417121975096919
