placename,past participle,present participle,longitude,latitude
Dereham,0.4517045,0.54829545,  0.9378270,52.68162
Ely,0.4646976,0.53530239,  0.2623630,52.39954
March,0.5017466,0.49825341,  0.0886220,52.55172
St Neots,0.5109219,0.48907812, -0.2651030,52.23008
Banham,0.4465241,0.55347594,  1.0402849,52.45125
Holt,0.4914216,0.50857843,  1.0867470,52.90936
Cromer,0.4938424,0.50615764,  1.3018660,52.93145
Hunstanton,0.6288820,0.37111801,  0.4910320,52.93891
Horncastle,0.7872191,0.21278090, -0.1124500,53.20731
Market Weighton,0.8593028,0.14069719, -0.6677465,53.86484
Hawes,0.8217317,0.17826825, -2.1968695,54.30383
Reeth,0.7751431,0.22485691, -1.9428115,54.38946
Aysgarth,0.8162651,0.18373494, -1.9967434,54.29159
Stanhope,0.6103664,0.38963360, -2.0113020,54.74946
Keswick,0.7190514,0.28094855, -3.1347060,54.60128
Oxenholme,0.8113057,0.18869427, -2.7243328,54.30134
